"Timestamp  in Local time"	"Soil Moisture ID: 2662[%VWC] @2359-1 MS:Sensor is not configured"	"Soil Moisture ID: 2665[%VWC] @2360-1 MS:Sensor is not configured"	"Soil Moisture ID: 2663[%VWC] @2361-1 MS:Sensor is not configured"	"Soil Moisture ID: 2658[%VWC] @2363-1 MS:Sensor is not configured"	"Soil Moisture ID: 2647[%VWC] @2364-1 MS:Sensor is not configured"	"Soil Moisture ID: 2649[%VWC] @2366-1 MS:Sensor is not configured"	"Soil Moisture ID: 2648[%VWC] @2367-3 MS:Sensor is not configured"	"Soil Moisture ID: 2654[%VWC] @2369-1 MS:Sensor is not configured"	"Soil Moisture ID: 2656[%VWC] @2370-3 MS:Sensor is not configured"	"Soil Moisture ID: 2653[%VWC] @2371-1 MS:Sensor is not configured"	"Soil Moisture ID: 2645[%VWC] @2373-3 MS:Sensor is not configured"	"Soil Moisture ID: 2644[%VWC] @2374-1 MS:Sensor is not configured"	"Soil Moisture ID: 2661[%VWC] @2375-1 MS:Sensor is not configured"	"Soil Moisture ID: 2666[%VWC] @2376-1 MS:Sensor is not configured"	"Soil Moisture ID: 2655[%VWC] @2379-1 MS:Sensor is not configured"	"Soil Moisture ID: 2650[%VWC] @2380-1 MS:Sensor is not configured"
"2024-01-12 00:00:23"	""	""	""	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""
"2024-01-12 00:00:24"	""	""	""	""	""	""	"6.30"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:00:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""
"2024-01-12 00:01:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"
"2024-01-12 00:01:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.35"	""	""	""
"2024-01-12 00:01:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:02:10"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:02:25"	""	""	""	""	""	""	""	""	""	""	"3.66"	""	""	""	""	""
"2024-01-12 00:02:35"	""	""	""	"2.47"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:02:43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.21"	""
"2024-01-12 00:03:04"	""	""	""	""	"5.05"	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:03:19"	""	""	""	""	""	"4.05"	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:03:25"	""	""	""	""	""	""	""	""	"6.50"	""	""	""	""	""	""	""
"2024-01-12 00:03:36"	""	""	""	""	""	""	""	""	""	"3.37"	""	""	""	""	""	""
"2024-01-12 00:04:10"	""	""	""	""	""	""	""	"5.30"	""	""	""	""	""	""	""	""
"2024-01-12 00:05:23"	""	""	""	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""
"2024-01-12 00:05:24"	""	""	""	""	""	""	"6.40"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:05:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""
"2024-01-12 00:06:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.35"
"2024-01-12 00:06:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.35"	""	""	""
"2024-01-12 00:06:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:07:10"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:07:25"	""	""	""	""	""	""	""	""	""	""	"3.59"	""	""	""	""	""
"2024-01-12 00:07:35"	""	""	""	"2.47"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:07:43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.28"	""
"2024-01-12 00:08:04"	""	""	""	""	"5.05"	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:08:19"	""	""	""	""	""	"4.10"	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:08:25"	""	""	""	""	""	""	""	""	"6.50"	""	""	""	""	""	""	""
"2024-01-12 00:08:36"	""	""	""	""	""	""	""	""	""	"3.37"	""	""	""	""	""	""
"2024-01-12 00:09:10"	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""	""	""	""
"2024-01-12 00:10:23"	""	""	""	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""
"2024-01-12 00:10:24"	""	""	""	""	""	""	"6.30"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:10:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""
"2024-01-12 00:11:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"
"2024-01-12 00:11:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.35"	""	""	""
"2024-01-12 00:11:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:12:10"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:12:25"	""	""	""	""	""	""	""	""	""	""	"3.66"	""	""	""	""	""
"2024-01-12 00:12:35"	""	""	""	"2.49"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:12:43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.43"	""
"2024-01-12 00:13:04"	""	""	""	""	"4.98"	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:13:19"	""	""	""	""	""	"4.10"	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:13:25"	""	""	""	""	""	""	""	""	"6.52"	""	""	""	""	""	""	""
"2024-01-12 00:13:36"	""	""	""	""	""	""	""	""	""	"3.37"	""	""	""	""	""	""
"2024-01-12 00:14:10"	""	""	""	""	""	""	""	"5.27"	""	""	""	""	""	""	""	""
"2024-01-12 00:15:23"	""	""	""	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""
"2024-01-12 00:15:24"	""	""	""	""	""	""	"6.18"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:15:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""
"2024-01-12 00:16:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.25"
"2024-01-12 00:16:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.35"	""	""	""
"2024-01-12 00:16:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:17:10"	""	"6.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:17:25"	""	""	""	""	""	""	""	""	""	""	"3.66"	""	""	""	""	""
"2024-01-12 00:17:35"	""	""	""	"2.49"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:17:43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.43"	""
"2024-01-12 00:18:04"	""	""	""	""	"5.03"	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:18:19"	""	""	""	""	""	"4.10"	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:18:25"	""	""	""	""	""	""	""	""	"6.52"	""	""	""	""	""	""	""
"2024-01-12 00:18:36"	""	""	""	""	""	""	""	""	""	"3.37"	""	""	""	""	""	""
"2024-01-12 00:19:10"	""	""	""	""	""	""	""	"5.20"	""	""	""	""	""	""	""	""
"2024-01-12 00:20:23"	""	""	""	""	""	""	""	""	""	""	""	"5.64"	""	""	""	""
"2024-01-12 00:20:24"	""	""	""	""	""	""	"6.23"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:20:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.27"	""	""
"2024-01-12 00:21:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.37"
"2024-01-12 00:21:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.37"	""	""	""
"2024-01-12 00:21:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:22:10"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:22:25"	""	""	""	""	""	""	""	""	""	""	"3.64"	""	""	""	""	""
"2024-01-12 00:22:35"	""	""	""	"2.49"	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:22:43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11.36"	""
"2024-01-12 00:23:04"	""	""	""	""	"5.10"	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:23:19"	""	""	""	""	""	"4.05"	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:23:25"	""	""	""	""	""	""	""	""	"6.50"	""	""	""	""	""	""	""
"2024-01-12 00:23:36"	""	""	""	""	""	""	""	""	""	"3.39"	""	""	""	""	""	""
"2024-01-12 00:24:10"	""	""	""	""	""	""	""	"5.20"	""	""	""	""	""	""	""	""
"2024-01-12 00:25:23"	""	""	""	""	""	""	""	""	""	""	""	"5.59"	""	""	""	""
"2024-01-12 00:25:24"	""	""	""	""	""	""	"6.25"	""	""	""	""	""	""	""	""	""
"2024-01-12 00:25:40"	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.23"	""	""
"2024-01-12 00:26:09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.32"
"2024-01-12 00:26:44"	""	""	""	""	""	""	""	""	""	""	""	""	"3.35"	""	""	""
"2024-01-12 00:26:49"	"7.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:27:10"	""	"6.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2024-01-12 00:27:25"	""	""	""	""	""	""	""	""	""	""	"3.64"	""	""	""	""	""
"2024-01-12 00:27:35"	""	""	""	"2.42"	""	""	""	""	""	""	""	""	""	""	""	""
