sitio;temporada;fecha;hora;tratamiento;unidad;codigo;bar
la_esperanza;2023-2024;2024-02-17;19:00;T4;3;H81A4;9.59
la_esperanza;2023-2024;2024-02-17;19:00;T1;3;H86A11;9.84
la_esperanza;2023-2024;2024-02-17;19:00;T2;3;H94A6;10.97
la_esperanza;2023-2024;2024-02-17;19:00;T3;3;H99A8;10.55
la_esperanza;2023-2024;2024-02-17;19:00;T0;1;H103A4;9.05
la_esperanza;2023-2024;2024-02-17;20:00;T4;3;H81A4;9.23
la_esperanza;2023-2024;2024-02-17;20:00;T1;3;H86A11;10.13
la_esperanza;2023-2024;2024-02-17;20:00;T2;3;H94A6;9.27
la_esperanza;2023-2024;2024-02-17;20:00;T3;3;H99A8;8.34
la_esperanza;2023-2024;2024-02-17;20:00;T0;1;H103A4;7.59
rio_claro;2023-2024;2024-02-12;08:00;T3;1;H72A5;7.68
rio_claro;2023-2024;2024-02-12;08:00;T3;2;H72A6;7.23
rio_claro;2023-2024;2024-02-12;08:00;T3;3;H72A7;7.83
rio_claro;2023-2024;2024-02-12;08:00;T1;1;H67A5;6.06
rio_claro;2023-2024;2024-02-12;08:00;T1;2;H67A6;7.15
rio_claro;2023-2024;2024-02-12;08:00;T1;3;H66A5;6.37
rio_claro;2023-2024;2024-02-12;08:00;T4;1;H62A6;14.9
rio_claro;2023-2024;2024-02-12;08:00;T4;2;H62A8;11.72
rio_claro;2023-2024;2024-02-12;08:00;T4;3;H61A4;9.83
rio_claro;2023-2024;2024-02-12;08:00;T2;1;H56A5;7.49
rio_claro;2023-2024;2024-02-12;08:00;T2;2;H56A6;6.47
rio_claro;2023-2024;2024-02-12;08:00;T2;3;H55A4;7.39
rio_claro;2023-2024;2024-02-12;08:00;T0;1;H52A8;9.52
rio_claro;2023-2024;2024-02-12;08:00;T0;2;H51A7;9.61
rio_claro;2023-2024;2024-02-12;08:00;T0;3;H51A8;8.82
rio_claro;2023-2024;2024-02-12;09:00;T3;1;H72A5;7.06
rio_claro;2023-2024;2024-02-12;09:00;T3;2;H72A6;9.39
rio_claro;2023-2024;2024-02-12;09:00;T3;3;H72A7;9.22
rio_claro;2023-2024;2024-02-12;09:00;T1;1;H67A5;7.85
rio_claro;2023-2024;2024-02-12;09:00;T1;2;H67A6;7.83
rio_claro;2023-2024;2024-02-12;09:00;T1;3;H66A5;7.29
rio_claro;2023-2024;2024-02-12;09:00;T4;1;H62A6;17.12
rio_claro;2023-2024;2024-02-12;09:00;T4;2;H62A8;12.67
rio_claro;2023-2024;2024-02-12;09:00;T4;3;H61A4;11.53
rio_claro;2023-2024;2024-02-12;09:00;T2;1;H56A5;9.52
rio_claro;2023-2024;2024-02-12;09:00;T2;2;H56A6;7.68
rio_claro;2023-2024;2024-02-12;09:00;T2;3;H55A4;9.8
rio_claro;2023-2024;2024-02-12;09:00;T0;1;H52A8;9.1
rio_claro;2023-2024;2024-02-12;09:00;T0;2;H51A7;9.47
rio_claro;2023-2024;2024-02-12;09:00;T0;3;H51A8;13.72
rio_claro;2023-2024;2024-02-12;10:00;T3;1;H72A5;NA
rio_claro;2023-2024;2024-02-12;10:00;T3;2;H72A6;13.3
rio_claro;2023-2024;2024-02-12;10:00;T3;3;H72A7;12.26
rio_claro;2023-2024;2024-02-12;10:00;T1;1;H67A5;10.87
rio_claro;2023-2024;2024-02-12;10:00;T1;2;H67A6;9.13
rio_claro;2023-2024;2024-02-12;10:00;T1;3;H66A5;NA
rio_claro;2023-2024;2024-02-12;10:00;T4;1;H62A6;22.07
rio_claro;2023-2024;2024-02-12;10:00;T4;2;H62A8;17.62
rio_claro;2023-2024;2024-02-12;10:00;T4;3;H61A4;17.88
rio_claro;2023-2024;2024-02-12;10:00;T2;1;H56A5;10.95
rio_claro;2023-2024;2024-02-12;10:00;T2;2;H56A6;13.37
rio_claro;2023-2024;2024-02-12;10:00;T2;3;H55A4;9.24
rio_claro;2023-2024;2024-02-12;10:00;T0;1;H52A8;14.88
rio_claro;2023-2024;2024-02-12;10:00;T0;2;H51A7;14.6
rio_claro;2023-2024;2024-02-12;10:00;T0;3;H51A8;14.15
rio_claro;2023-2024;2024-02-12;11:00;T3;1;H72A5;9.17
rio_claro;2023-2024;2024-02-12;11:00;T3;2;H72A6;15.01
rio_claro;2023-2024;2024-02-12;11:00;T3;3;H72A7;16.15
rio_claro;2023-2024;2024-02-12;11:00;T1;1;H67A5;15.13
rio_claro;2023-2024;2024-02-12;11:00;T1;2;H67A6;14.19
rio_claro;2023-2024;2024-02-12;11:00;T1;3;H66A5;15.73
rio_claro;2023-2024;2024-02-12;11:00;T4;1;H62A6;25.73
rio_claro;2023-2024;2024-02-12;11:00;T4;2;H62A8;20.67
rio_claro;2023-2024;2024-02-12;11:00;T4;3;H61A4;18.56
rio_claro;2023-2024;2024-02-12;11:00;T2;1;H56A5;15.93
rio_claro;2023-2024;2024-02-12;11:00;T2;2;H56A6;NA
rio_claro;2023-2024;2024-02-12;11:00;T2;3;H55A4;13.83
rio_claro;2023-2024;2024-02-12;11:00;T0;1;H52A8;18.17
rio_claro;2023-2024;2024-02-12;11:00;T0;2;H51A7;20
rio_claro;2023-2024;2024-02-12;11:00;T0;3;H51A8;19.27
rio_claro;2023-2024;2024-02-12;12:00;T3;1;H72A5;11.8
rio_claro;2023-2024;2024-02-12;12:00;T3;2;H72A6;17.67
rio_claro;2023-2024;2024-02-12;12:00;T3;3;H72A7;18.83
rio_claro;2023-2024;2024-02-12;12:00;T1;1;H67A5;16.92
rio_claro;2023-2024;2024-02-12;12:00;T1;2;H67A6;17.92
rio_claro;2023-2024;2024-02-12;12:00;T1;3;H66A5;16.11
rio_claro;2023-2024;2024-02-12;12:00;T4;1;H62A6;26.92
rio_claro;2023-2024;2024-02-12;12:00;T4;2;H62A8;23.78
rio_claro;2023-2024;2024-02-12;12:00;T4;3;H61A4;21.45
rio_claro;2023-2024;2024-02-12;12:00;T2;1;H56A5;19.07
rio_claro;2023-2024;2024-02-12;12:00;T2;2;H56A6;17.3
rio_claro;2023-2024;2024-02-12;12:00;T2;3;H55A4;15.55
rio_claro;2023-2024;2024-02-12;12:00;T0;1;H52A8;22.63
rio_claro;2023-2024;2024-02-12;12:00;T0;2;H51A7;20.61
rio_claro;2023-2024;2024-02-12;12:00;T0;3;H51A8;22.96
rio_claro;2023-2024;2024-02-12;13:00;T3;1;H72A5;14.47
rio_claro;2023-2024;2024-02-12;13:00;T3;2;H72A6;18.98
rio_claro;2023-2024;2024-02-12;13:00;T3;3;H72A7;18.37
rio_claro;2023-2024;2024-02-12;13:00;T1;1;H67A5;17.3
rio_claro;2023-2024;2024-02-12;13:00;T1;2;H67A6;17.86
rio_claro;2023-2024;2024-02-12;13:00;T1;3;H66A5;16.5
rio_claro;2023-2024;2024-02-12;13:00;T4;1;H62A6;27.96
rio_claro;2023-2024;2024-02-12;13:00;T4;2;H62A8;24.77
rio_claro;2023-2024;2024-02-12;13:00;T4;3;H61A4;22.9
rio_claro;2023-2024;2024-02-12;13:00;T2;1;H56A5;19.63
rio_claro;2023-2024;2024-02-12;13:00;T2;2;H56A6;17.79
rio_claro;2023-2024;2024-02-12;13:00;T2;3;H55A4;15.97
rio_claro;2023-2024;2024-02-12;13:00;T0;1;H52A8;29.67
rio_claro;2023-2024;2024-02-12;13:00;T0;2;H51A7;20.38
rio_claro;2023-2024;2024-02-12;13:00;T0;3;H51A8;22.53
rio_claro;2023-2024;2024-02-12;14:00;T3;1;H72A5;17.66
rio_claro;2023-2024;2024-02-12;14:00;T3;2;H72A6;19.72
rio_claro;2023-2024;2024-02-12;14:00;T3;3;H72A7;21.66
rio_claro;2023-2024;2024-02-12;14:00;T1;1;H67A5;18.51
rio_claro;2023-2024;2024-02-12;14:00;T1;2;H67A6;17.05
rio_claro;2023-2024;2024-02-12;14:00;T1;3;H66A5;16.69
rio_claro;2023-2024;2024-02-12;14:00;T4;1;H62A6;28.43
rio_claro;2023-2024;2024-02-12;14:00;T4;2;H62A8;26.42
rio_claro;2023-2024;2024-02-12;14:00;T4;3;H61A4;26.27
rio_claro;2023-2024;2024-02-12;14:00;T2;1;H56A5;20.76
rio_claro;2023-2024;2024-02-12;14:00;T2;2;H56A6;21.93
rio_claro;2023-2024;2024-02-12;14:00;T2;3;H55A4;18.76
rio_claro;2023-2024;2024-02-12;14:00;T0;1;H52A8;22.23
rio_claro;2023-2024;2024-02-12;14:00;T0;2;H51A7;21.48
rio_claro;2023-2024;2024-02-12;14:00;T0;3;H51A8;23.42
rio_claro;2023-2024;2024-02-12;15:00;T3;1;H72A5;16.86
rio_claro;2023-2024;2024-02-12;15:00;T3;2;H72A6;18.82
rio_claro;2023-2024;2024-02-12;15:00;T3;3;H72A7;19.32
rio_claro;2023-2024;2024-02-12;15:00;T1;1;H67A5;18.83
rio_claro;2023-2024;2024-02-12;15:00;T1;2;H67A6;17.79
rio_claro;2023-2024;2024-02-12;15:00;T1;3;H66A5;17.99
rio_claro;2023-2024;2024-02-12;15:00;T4;1;H62A6;30.12
rio_claro;2023-2024;2024-02-12;15:00;T4;2;H62A8;25.84
rio_claro;2023-2024;2024-02-12;15:00;T4;3;H61A4;24.56
rio_claro;2023-2024;2024-02-12;15:00;T2;1;H56A5;18.83
rio_claro;2023-2024;2024-02-12;15:00;T2;2;H56A6;17.86
rio_claro;2023-2024;2024-02-12;15:00;T2;3;H55A4;17.6
rio_claro;2023-2024;2024-02-12;15:00;T0;1;H52A8;20.23
rio_claro;2023-2024;2024-02-12;15:00;T0;2;H51A7;20.27
rio_claro;2023-2024;2024-02-12;15:00;T0;3;H51A8;23.54
rio_claro;2023-2024;2024-02-12;16:00;T3;1;H72A5;20.19
rio_claro;2023-2024;2024-02-12;16:00;T3;2;H72A6;21.17
rio_claro;2023-2024;2024-02-12;16:00;T3;3;H72A7;21.91
rio_claro;2023-2024;2024-02-12;16:00;T1;1;H67A5;21.84
rio_claro;2023-2024;2024-02-12;16:00;T1;2;H67A6;20.34
rio_claro;2023-2024;2024-02-12;16:00;T1;3;H66A5;21.86
rio_claro;2023-2024;2024-02-12;16:00;T4;1;H62A6;30.56
rio_claro;2023-2024;2024-02-12;16:00;T4;2;H62A8;27.91
rio_claro;2023-2024;2024-02-12;16:00;T4;3;H61A4;26.37
rio_claro;2023-2024;2024-02-12;16:00;T2;1;H56A5;21.93
rio_claro;2023-2024;2024-02-12;16:00;T2;2;H56A6;21.08
rio_claro;2023-2024;2024-02-12;16:00;T2;3;H55A4;19.48
rio_claro;2023-2024;2024-02-12;16:00;T0;1;H52A8;22.46
rio_claro;2023-2024;2024-02-12;16:00;T0;2;H51A7;22.19
rio_claro;2023-2024;2024-02-12;16:00;T0;3;H51A8;24.04
rio_claro;2023-2024;2024-02-12;17:00;T3;1;H72A5;17.86
rio_claro;2023-2024;2024-02-12;17:00;T3;2;H72A6;20.17
rio_claro;2023-2024;2024-02-12;17:00;T3;3;H72A7;20.4
rio_claro;2023-2024;2024-02-12;17:00;T1;1;H67A5;17.68
rio_claro;2023-2024;2024-02-12;17:00;T1;2;H67A6;17.86
rio_claro;2023-2024;2024-02-12;17:00;T1;3;H66A5;16.72
rio_claro;2023-2024;2024-02-12;17:00;T4;1;H62A6;28.67
rio_claro;2023-2024;2024-02-12;17:00;T4;2;H62A8;25.13
rio_claro;2023-2024;2024-02-12;17:00;T4;3;H61A4;24.03
rio_claro;2023-2024;2024-02-12;17:00;T2;1;H56A5;18.57
rio_claro;2023-2024;2024-02-12;17:00;T2;2;H56A6;NA
rio_claro;2023-2024;2024-02-12;17:00;T2;3;H55A4;18.28
rio_claro;2023-2024;2024-02-12;17:00;T0;1;H52A8;17.63
rio_claro;2023-2024;2024-02-12;17:00;T0;2;H51A7;18.5
rio_claro;2023-2024;2024-02-12;17:00;T0;3;H51A8;19.98
rio_claro;2023-2024;2024-02-12;18:00;T3;1;H72A5;15.64
rio_claro;2023-2024;2024-02-12;18:00;T3;2;H72A6;19.74
rio_claro;2023-2024;2024-02-12;18:00;T3;3;H72A7;20.58
rio_claro;2023-2024;2024-02-12;18:00;T1;1;H67A5;16.96
rio_claro;2023-2024;2024-02-12;18:00;T1;2;H67A6;17.83
rio_claro;2023-2024;2024-02-12;18:00;T1;3;H66A5;16.18
rio_claro;2023-2024;2024-02-12;18:00;T4;1;H62A6;27.68
rio_claro;2023-2024;2024-02-12;18:00;T4;2;H62A8;26.01
rio_claro;2023-2024;2024-02-12;18:00;T4;3;H61A4;23.12
rio_claro;2023-2024;2024-02-12;18:00;T2;1;H56A5;21.65
rio_claro;2023-2024;2024-02-12;18:00;T2;2;H56A6;16.45
rio_claro;2023-2024;2024-02-12;18:00;T2;3;H55A4;18.25
rio_claro;2023-2024;2024-02-12;18:00;T0;1;H52A8;18.76
rio_claro;2023-2024;2024-02-12;18:00;T0;2;H51A7;22.8
rio_claro;2023-2024;2024-02-12;18:00;T0;3;H51A8;24.49
rio_claro;2023-2024;2024-02-12;19:00;T3;1;H72A5;16.34
rio_claro;2023-2024;2024-02-12;19:00;T3;2;H72A6;20.48
rio_claro;2023-2024;2024-02-12;19:00;T3;3;H72A7;20.15
rio_claro;2023-2024;2024-02-12;19:00;T1;1;H67A5;16.53
rio_claro;2023-2024;2024-02-12;19:00;T1;2;H67A6;17.85
rio_claro;2023-2024;2024-02-12;19:00;T1;3;H66A5;16.97
rio_claro;2023-2024;2024-02-12;19:00;T4;1;H62A6;28.81
rio_claro;2023-2024;2024-02-12;19:00;T4;2;H62A8;26.65
rio_claro;2023-2024;2024-02-12;19:00;T4;3;H61A4;22.64
rio_claro;2023-2024;2024-02-12;19:00;T2;1;H56A5;19.96
rio_claro;2023-2024;2024-02-12;19:00;T2;2;H56A6;20.17
rio_claro;2023-2024;2024-02-12;19:00;T2;3;H55A4;17.96
rio_claro;2023-2024;2024-02-12;19:00;T0;1;H52A8;17.48
rio_claro;2023-2024;2024-02-12;19:00;T0;2;H51A7;20.43
rio_claro;2023-2024;2024-02-12;19:00;T0;3;H51A8;19.01
rio_claro;2023-2024;2024-02-12;20:00;T3;1;H72A5;15.64
rio_claro;2023-2024;2024-02-12;20:00;T3;2;H72A6;NA
rio_claro;2023-2024;2024-02-12;20:00;T3;3;H72A7;17.92
rio_claro;2023-2024;2024-02-12;20:00;T1;1;H67A5;12.49
rio_claro;2023-2024;2024-02-12;20:00;T1;2;H67A6;14.21
rio_claro;2023-2024;2024-02-12;20:00;T1;3;H66A5;13.1
rio_claro;2023-2024;2024-02-12;20:00;T4;1;H62A6;28.77
rio_claro;2023-2024;2024-02-12;20:00;T4;2;H62A8;NA
rio_claro;2023-2024;2024-02-12;20:00;T4;3;H61A4;21.42
rio_claro;2023-2024;2024-02-12;20:00;T2;1;H56A5;15.34
rio_claro;2023-2024;2024-02-12;20:00;T2;2;H56A6;14.84
rio_claro;2023-2024;2024-02-12;20:00;T2;3;H55A4;11.88
rio_claro;2023-2024;2024-02-12;20:00;T0;1;H52A8;22.45
rio_claro;2023-2024;2024-02-12;20:00;T0;2;H51A7;17.43
rio_claro;2023-2024;2024-02-12;20:00;T0;3;H51A8;17.63
