FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:18:49  13.3.2024	14:19:09  13.3.2024	14:19:58  13.3.2024	14:20:15  13.3.2024	14:20:47  13.3.2024	14:21:16  13.3.2024	14:21:36  13.3.2024	14:22:01  13.3.2024	14:22:38  13.3.2024	14:22:55  13.3.2024	14:23:23  13.3.2024	14:23:43  13.3.2024	14:24:58  13.3.2024	14:25:15  13.3.2024	14:25:34  13.3.2024	14:25:51  13.3.2024	14:26:28  13.3.2024	14:26:46  13.3.2024	14:27:05  13.3.2024	14:27:24  13.3.2024	14:28:08  13.3.2024	14:28:27  13.3.2024	14:28:44  13.3.2024	14:29:03  13.3.2024	14:30:10  13.3.2024	14:30:27  13.3.2024	14:30:44  13.3.2024	14:31:04  13.3.2024	14:31:28  13.3.2024	14:31:46  13.3.2024	14:32:08  13.3.2024	14:32:27  13.3.2024	14:33:29  13.3.2024	14:33:46  13.3.2024	14:34:08  13.3.2024	14:34:40  13.3.2024	14:35:37  13.3.2024	14:35:55  13.3.2024	14:36:16  13.3.2024	14:36:35  13.3.2024	14:37:17  13.3.2024	14:37:35  13.3.2024	14:37:52  13.3.2024	14:38:12  13.3.2024	14:38:41  13.3.2024	14:39:00  13.3.2024	14:39:24  13.3.2024	14:39:50  13.3.2024	14:40:59  13.3.2024	14:41:21  13.3.2024	14:41:41  13.3.2024	14:42:00  13.3.2024	14:42:22  13.3.2024	14:42:41  13.3.2024	14:43:01  13.3.2024	14:43:21  13.3.2024	14:55:41  13.3.2024	14:56:01  13.3.2024	14:56:20  13.3.2024	14:56:57  13.3.2024	
Fv/Fm	0.799	0.799	0.838	0.857	0.773	0.762	0.793	0.782	0.830	0.852	0.840	0.857	0.831	0.853	0.836	0.851	0.845	0.841	0.826	0.862	0.844	0.826	0.841	0.833	0.833	0.852	0.732	0.811	0.846	0.837	0.778	0.795	0.797	0.782	0.834	0.820	0.831	0.816	0.852	0.855	0.856	0.862	0.855	0.849	0.818	0.769	0.806	0.759	0.810	0.859	0.824	0.843	0.786	0.830	0.815	0.836	0.771	0.793	0.799	0.702	
Mo	0.340	0.491	0.458	0.377	0.510	0.637	0.493	0.472	0.409	0.329	0.411	0.349	0.537	0.350	0.453	0.427	0.393	0.474	0.383	0.370	0.396	0.528	0.499	0.474	0.417	0.412	0.737	0.506	0.399	0.424	0.533	0.435	0.558	0.552	0.393	0.425	0.336	0.405	0.383	0.403	0.422	0.409	0.446	0.399	0.440	0.482	0.435	0.453	0.411	0.284	0.424	0.387	0.651	0.540	0.463	0.449	0.531	0.566	0.526	0.640	
Area	48223308	15009253	12826598	11378733	10028535	5955895	9838619	12679278	11719755	10845085	10614002	13374963	14258855	13431818	12076253	14710487	10985652	12692305	12862539	29934204	10009888	22900554	13286842	14093897	16083012	20797232	41327580	49926032	12919009	7793097	12407960	10636848	10770111	12020236	8375006	12334013	15725236	11812583	12402277	8468781	10933351	14220666	9828858	11574698	12712471	9461401	9458799	8735547	10672618	9292114	17062440	43606380	12064685	9554025	12331493	13247408	7663637	14543085	9111115	6035826	
Fix Area	23607664	23513432	29523092	32061370	19542750	21566694	20763332	19895648	26911592	27646126	27758390	30786288	30612096	28215646	30637636	34446272	32702504	34440220	27141232	32033868	29030678	32060792	34158516	30203044	28255076	32033010	27038176	24987070	30152584	30867726	21892954	21509856	27909886	23279304	25225922	23045480	28759520	25532962	32096274	32230326	37968596	37088896	35787844	31862668	24196832	19235690	24615028	16382468	22028642	27869442	24691906	28063534	28373304	32622860	25356208	30967980	23030446	24720536	26284316	17086526	
HACH Area	18443870	18598628	24588290	27335560	14936935	16282905	16317509	15389829	22185780	23419294	23162574	26230470	25268310	23928818	25435844	29152484	27501712	28816444	22266426	27209060	24374864	26079030	28595740	25009252	23390272	26889216	19106494	20002270	25397774	25663936	16858154	16953038	22090118	18045514	20889094	18748652	23744720	20658158	27231470	27175528	32377822	31795108	30457058	26887868	19631014	14619875	19680226	12265633	17691814	23712608	20195084	23467718	22131554	26930088	20501402	25764188	17568664	19416748	20841534	11819736	
Sm	2347.890	770.061	502.354	402.716	638.638	351.194	576.065	785.971	507.788	445.438	441.184	490.321	544.003	540.842	456.897	487.441	386.180	426.489	553.942	992.217	396.212	808.721	452.210	542.240	664.395	701.637	1902.918	2339.003	492.885	292.424	705.118	601.734	471.918	639.612	385.341	629.575	636.520	547.513	441.268	283.997	328.408	431.832	312.315	415.370	618.070	615.416	462.352	675.551	575.529	365.774	809.952	1771.465	524.871	343.349	577.696	498.773	417.205	716.797	421.518	487.271	
Ss	0.826	0.828	0.840	0.915	0.821	0.745	0.840	0.908	0.940	1.027	0.909	0.969	0.832	0.999	0.861	0.874	0.881	0.798	0.904	0.908	0.923	0.778	0.806	0.830	0.922	0.835	0.634	0.832	0.897	0.820	0.851	0.931	0.814	0.873	0.993	0.979	0.883	0.846	0.910	0.843	0.859	0.866	0.861	0.921	0.893	0.885	0.882	0.996	0.936	0.985	0.912	0.897	0.724	0.783	0.886	0.846	0.767	0.808	0.798	0.709	
N	2843.705	929.980	598.257	440.258	778.013	471.165	685.835	865.601	540.086	433.592	485.288	506.254	653.639	541.341	530.402	557.768	438.436	534.379	612.949	1092.809	429.051	1038.921	560.811	653.296	720.535	840.312	3000.698	2811.070	549.473	356.775	828.531	646.058	579.898	732.520	387.979	643.240	720.602	647.411	484.805	336.900	382.480	498.595	362.775	450.994	691.909	695.720	523.991	677.979	614.932	371.485	888.212	1974.001	725.104	438.730	652.050	589.432	544.074	886.845	528.140	687.239	
Phi_Po	0.799	0.799	0.838	0.857	0.773	0.762	0.793	0.782	0.830	0.852	0.840	0.857	0.831	0.853	0.836	0.851	0.845	0.841	0.826	0.862	0.844	0.826	0.841	0.833	0.833	0.852	0.732	0.811	0.846	0.837	0.778	0.795	0.797	0.782	0.834	0.820	0.831	0.816	0.852	0.855	0.856	0.862	0.855	0.849	0.818	0.769	0.806	0.759	0.810	0.859	0.824	0.843	0.786	0.830	0.815	0.836	0.771	0.793	0.799	0.702	
Psi_o	0.719	0.593	0.616	0.655	0.581	0.525	0.586	0.571	0.615	0.662	0.626	0.662	0.553	0.650	0.610	0.627	0.654	0.621	0.654	0.664	0.634	0.589	0.597	0.606	0.616	0.656	0.533	0.579	0.642	0.653	0.547	0.595	0.546	0.518	0.610	0.584	0.703	0.658	0.651	0.661	0.638	0.645	0.616	0.632	0.607	0.573	0.616	0.548	0.616	0.720	0.613	0.653	0.529	0.577	0.589	0.620	0.593	0.543	0.580	0.546	
Phi_Eo	0.575	0.474	0.516	0.561	0.449	0.400	0.465	0.446	0.511	0.564	0.526	0.567	0.459	0.555	0.510	0.533	0.553	0.523	0.540	0.572	0.535	0.486	0.502	0.505	0.513	0.559	0.390	0.469	0.544	0.546	0.425	0.473	0.435	0.405	0.509	0.479	0.585	0.536	0.555	0.565	0.546	0.556	0.527	0.536	0.497	0.441	0.497	0.416	0.499	0.619	0.505	0.550	0.416	0.479	0.480	0.519	0.457	0.430	0.464	0.383	
Phi_Do	0.201	0.201	0.162	0.143	0.227	0.238	0.207	0.218	0.170	0.148	0.160	0.143	0.169	0.147	0.164	0.149	0.155	0.159	0.174	0.138	0.156	0.174	0.159	0.167	0.167	0.148	0.268	0.189	0.154	0.163	0.222	0.205	0.203	0.218	0.166	0.180	0.169	0.184	0.148	0.145	0.144	0.138	0.145	0.151	0.182	0.231	0.194	0.241	0.190	0.141	0.176	0.157	0.214	0.170	0.185	0.164	0.229	0.207	0.201	0.298	
Phi_Pav	946.788	943.773	932.166	928.389	928.853	918.195	929.738	942.827	933.267	922.071	922.311	930.309	938.234	938.174	927.458	939.030	928.521	939.943	931.252	908.444	925.154	912.596	946.717	938.352	951.157	890.203	922.088	952.071	944.701	900.705	942.622	935.076	936.269	941.047	913.593	936.017	942.117	927.286	936.597	894.012	932.249	926.309	915.826	923.551	933.841	925.112	927.482	928.915	929.866	893.965	951.320	968.303	934.689	914.679	938.258	944.378	914.572	944.523	931.155	920.012	
Pi_Abs	6.728	3.826	5.834	8.906	3.000	2.016	3.625	3.383	6.091	9.865	6.693	9.713	4.196	9.180	5.722	7.125	7.689	5.831	6.722	9.668	7.335	4.359	5.310	5.335	6.121	7.826	1.451	3.967	7.520	6.604	2.790	4.211	3.053	2.638	6.493	5.132	8.577	5.862	8.372	8.278	7.705	8.450	6.963	7.524	5.083	3.044	4.737	2.880	5.194	13.308	5.584	7.605	2.355	4.336	4.556	5.895	2.895	2.907	3.500	1.407	
ABS/RC	1.516	1.512	1.421	1.276	1.576	1.760	1.500	1.409	1.281	1.142	1.310	1.205	1.447	1.174	1.389	1.345	1.343	1.490	1.339	1.278	1.282	1.556	1.475	1.446	1.302	1.405	2.153	1.483	1.317	1.458	1.511	1.350	1.542	1.464	1.208	1.246	1.362	1.450	1.289	1.387	1.360	1.340	1.358	1.280	1.368	1.470	1.407	1.323	1.318	1.182	1.331	1.322	1.757	1.539	1.385	1.413	1.692	1.561	1.568	2.010	
TRo/RC	1.211	1.208	1.191	1.093	1.218	1.342	1.191	1.101	1.064	0.973	1.100	1.032	1.202	1.001	1.161	1.144	1.135	1.253	1.107	1.101	1.083	1.285	1.240	1.205	1.084	1.198	1.577	1.202	1.115	1.220	1.175	1.074	1.229	1.145	1.007	1.022	1.132	1.182	1.099	1.186	1.165	1.155	1.162	1.086	1.119	1.130	1.133	1.004	1.068	1.016	1.097	1.114	1.381	1.278	1.129	1.182	1.304	1.237	1.253	1.410	
ETo/RC	0.871	0.717	0.733	0.716	0.708	0.704	0.698	0.629	0.654	0.644	0.689	0.683	0.665	0.651	0.708	0.717	0.742	0.779	0.724	0.731	0.687	0.757	0.741	0.731	0.668	0.786	0.840	0.695	0.716	0.796	0.642	0.638	0.670	0.594	0.614	0.596	0.796	0.778	0.716	0.784	0.743	0.745	0.715	0.686	0.679	0.648	0.699	0.550	0.658	0.731	0.673	0.727	0.731	0.738	0.665	0.733	0.773	0.671	0.727	0.770	
DIo/RC	0.305	0.305	0.230	0.183	0.357	0.418	0.310	0.308	0.218	0.169	0.210	0.172	0.245	0.173	0.228	0.201	0.208	0.237	0.232	0.176	0.200	0.271	0.235	0.241	0.218	0.208	0.576	0.281	0.202	0.238	0.336	0.277	0.313	0.319	0.201	0.224	0.230	0.267	0.190	0.201	0.196	0.186	0.197	0.194	0.249	0.339	0.273	0.320	0.250	0.166	0.234	0.208	0.375	0.261	0.257	0.232	0.388	0.323	0.316	0.600	
