FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:53:59  6.2.2024	13:54:19  6.2.2024	13:54:40  6.2.2024	13:55:01  6.2.2024	13:55:29  6.2.2024	13:55:52  6.2.2024	13:56:11  6.2.2024	13:56:33  6.2.2024	13:57:02  6.2.2024	13:57:26  6.2.2024	13:57:48  6.2.2024	13:58:08  6.2.2024	14:02:44  6.2.2024	14:03:08  6.2.2024	14:03:28  6.2.2024	14:03:58  6.2.2024	14:04:31  6.2.2024	14:04:53  6.2.2024	14:05:16  6.2.2024	14:05:46  6.2.2024	14:06:22  6.2.2024	14:06:44  6.2.2024	14:07:06  6.2.2024	14:07:34  6.2.2024	14:09:12  6.2.2024	14:09:34  6.2.2024	14:09:57  6.2.2024	14:10:21  6.2.2024	14:10:49  6.2.2024	14:11:10  6.2.2024	14:11:33  6.2.2024	14:12:03  6.2.2024	14:12:35  6.2.2024	14:12:57  6.2.2024	14:13:21  6.2.2024	14:15:02  6.2.2024	14:17:29  6.2.2024	14:18:02  6.2.2024	14:18:22  6.2.2024	14:18:43  6.2.2024	14:19:09  6.2.2024	14:19:47  6.2.2024	14:20:14  6.2.2024	14:20:35  6.2.2024	14:21:06  6.2.2024	14:21:25  6.2.2024	14:21:44  6.2.2024	14:22:02  6.2.2024	14:23:45  6.2.2024	14:24:09  6.2.2024	14:24:30  6.2.2024	14:24:56  6.2.2024	14:25:37  6.2.2024	14:26:21  6.2.2024	14:26:41  6.2.2024	14:27:10  6.2.2024	14:32:51  6.2.2024	14:33:14  6.2.2024	14:33:34  6.2.2024	14:33:59  6.2.2024	
Fv/Fm	0.803	0.781	0.707	0.821	0.797	0.830	0.781	0.786	0.827	0.841	0.817	0.832	0.000	0.827	0.824	0.823	0.837	0.854	0.811	0.840	0.837	0.726	0.809	0.859	0.826	0.806	0.692	0.753	0.839	0.761	0.752	0.820	0.785	0.768	0.827	0.837	0.848	0.826	0.816	0.838	0.841	0.811	0.837	0.767	0.751	0.761	0.794	0.814	0.842	0.768	0.814	0.828	0.820	0.827	0.835	0.800	0.792	0.845	0.840	0.842	
Mo	0.525	0.592	0.727	0.475	0.507	0.419	0.554	0.417	0.468	0.380	0.535	0.381	0.000	0.529	0.461	0.485	0.459	0.425	0.611	0.416	0.386	0.813	0.519	0.336	0.481	0.529	0.762	0.552	0.430	0.570	0.687	0.460	0.489	0.625	0.434	0.439	0.410	0.492	0.519	0.442	0.391	0.566	0.446	0.588	0.627	0.588	0.470	0.410	0.389	0.694	0.563	0.495	0.503	0.550	0.520	0.558	0.609	0.386	0.437	0.416	
Area	10837003	7695365	5549284	10440959	9064212	12520262	9178377	7324714	9544588	10967996	4435994	7655994	397177	9556199	13389631	12393407	8639059	44471868	9472833	11337768	21323646	7619534	13433709	45028252	14648114	7701485	6128627	6298617	9414391	8704480	4764831	8728933	8352964	8493406	9824322	16846778	13289757	37095420	9240164	9129491	39057644	10233175	9123033	9653366	7645239	7857591	16047472	11787104	8061323	12842349	10556990	9514903	8396668	10647866	18859558	11115379	5154294	8375466	13079554	9071085	
Fix Area	28091130	23521078	20076990	26950116	24596512	25535634	22654566	17861892	29296908	27738524	25618810	23611866	3916477	32212698	30093780	29841376	32141748	34625552	31915836	30006910	26536700	24719992	26274280	31768124	27649634	28125448	19944384	17814754	31376194	20877690	23036630	26739746	18466910	23127210	26175172	27666168	32583370	30796546	27426458	30904398	30949156	31281114	31916176	21678540	22832902	20996494	22556608	30597812	28280246	31397944	34067552	32742646	30373910	32530510	33024020	28043192	27170498	26409890	30495482	28844766	
HACH Area	22369358	18157294	13998234	21965316	19421718	21058814	17530772	13884052	24073118	23122708	20654008	19515030	6633	26490926	24630998	24398592	26777962	29072774	25706084	25072108	22040880	17763270	21090488	26902318	22693832	22501674	13572639	13258937	26192402	15733897	17184864	21784944	14350075	17600430	21519358	23000356	27469574	25272768	22212668	25750604	25705366	25201356	26584390	16464749	16981136	15812701	17761800	24746046	23684430	23920242	27565812	26955876	24750134	26743740	27172254	22288422	21220736	22203058	25470682	24118956	
Sm	465.567	402.540	378.455	456.915	446.535	571.336	502.237	500.459	381.402	449.030	199.883	376.975	0.000	349.929	522.563	490.556	312.703	1364.921	356.202	436.370	925.064	414.083	612.740	1517.585	624.680	329.461	427.469	453.497	349.211	531.701	267.943	385.860	555.938	464.019	440.296	705.536	464.774	1416.883	400.857	341.928	1407.128	391.012	332.872	562.911	433.871	477.056	867.243	458.946	328.016	519.072	371.542	341.906	328.174	384.858	638.874	481.560	227.794	365.246	496.378	361.196	
Ss	0.750	0.790	0.628	0.815	0.736	0.889	0.783	0.922	0.793	0.882	0.792	0.939	0.000	0.716	0.724	0.728	0.790	0.738	0.678	0.854	0.842	0.611	0.754	0.852	0.774	0.742	0.604	0.765	0.802	0.751	0.721	0.802	0.848	0.764	0.880	0.808	0.808	0.766	0.775	0.790	0.784	0.706	0.790	0.745	0.732	0.783	0.828	0.772	0.822	0.597	0.656	0.731	0.750	0.703	0.718	0.743	0.653	0.835	0.766	0.792	
N	620.756	509.467	602.634	560.512	607.103	642.587	641.132	542.913	481.227	509.138	252.380	401.402	0.000	488.594	722.109	673.813	395.717	1850.378	525.399	510.863	1099.007	677.870	812.413	1780.938	807.155	444.025	707.526	592.493	435.164	707.923	371.775	481.250	655.831	607.231	500.421	873.219	575.276	1848.982	517.241	432.968	1794.770	553.722	421.399	755.640	592.358	609.415	1047.728	594.760	399.157	869.968	565.964	467.636	437.611	547.494	889.473	648.530	348.685	437.229	647.601	456.046	
Phi_Po	0.803	0.781	0.707	0.821	0.797	0.830	0.781	0.786	0.827	0.841	0.817	0.832	0.000	0.827	0.824	0.823	0.837	0.854	0.811	0.840	0.837	0.726	0.809	0.859	0.826	0.806	0.692	0.753	0.839	0.761	0.752	0.820	0.785	0.768	0.827	0.837	0.848	0.826	0.816	0.838	0.841	0.811	0.837	0.767	0.751	0.761	0.794	0.814	0.842	0.768	0.814	0.828	0.820	0.827	0.835	0.800	0.792	0.845	0.840	0.842	
Psi_o	0.606	0.532	0.543	0.613	0.627	0.628	0.566	0.616	0.629	0.664	0.576	0.642	1.000	0.621	0.667	0.647	0.637	0.687	0.586	0.645	0.675	0.504	0.609	0.714	0.628	0.608	0.540	0.578	0.655	0.572	0.505	0.631	0.586	0.522	0.618	0.645	0.669	0.623	0.598	0.651	0.694	0.600	0.648	0.562	0.541	0.539	0.611	0.684	0.680	0.586	0.630	0.638	0.623	0.613	0.627	0.586	0.602	0.677	0.665	0.671	
Phi_Eo	0.487	0.416	0.384	0.503	0.500	0.521	0.442	0.484	0.520	0.559	0.471	0.534	0.000	0.514	0.549	0.532	0.534	0.587	0.475	0.542	0.565	0.365	0.492	0.613	0.518	0.490	0.374	0.435	0.549	0.435	0.380	0.518	0.460	0.401	0.511	0.540	0.567	0.514	0.487	0.546	0.583	0.487	0.542	0.431	0.406	0.410	0.485	0.557	0.573	0.450	0.513	0.528	0.510	0.507	0.523	0.469	0.477	0.572	0.558	0.564	
Phi_Do	0.197	0.219	0.293	0.179	0.203	0.170	0.219	0.214	0.173	0.159	0.183	0.168	1.000	0.173	0.176	0.177	0.163	0.146	0.189	0.160	0.163	0.274	0.191	0.141	0.174	0.194	0.308	0.247	0.161	0.239	0.248	0.180	0.215	0.232	0.173	0.163	0.152	0.174	0.184	0.162	0.159	0.189	0.163	0.233	0.249	0.239	0.206	0.186	0.158	0.232	0.186	0.172	0.180	0.173	0.165	0.200	0.208	0.155	0.160	0.158	
Phi_Pav	930.486	920.143	917.419	933.936	932.396	945.762	930.350	911.693	923.638	917.494	899.347	918.249	0.000	928.403	933.079	935.084	929.835	917.073	926.673	936.406	953.749	934.263	950.043	930.186	952.119	910.663	920.152	918.896	939.895	937.344	909.664	926.552	925.252	933.915	930.190	949.459	935.108	973.700	929.728	919.720	945.597	928.801	923.873	935.111	926.292	926.542	954.465	930.675	916.175	945.388	940.094	938.419	922.560	931.687	916.710	936.433	894.575	930.656	943.973	916.681	
Pi_Abs	3.769	2.503	1.274	4.859	3.868	6.097	2.842	4.274	5.318	7.774	3.928	6.949	0.000	4.638	5.591	5.099	5.989	8.104	3.326	6.857	7.505	1.189	4.017	11.129	5.094	3.853	1.103	2.405	6.633	2.429	1.678	5.137	3.436	2.125	5.643	6.287	7.736	4.956	4.152	6.393	7.901	3.700	6.249	2.407	1.948	2.215	3.985	5.958	7.864	2.146	3.982	5.127	4.614	4.410	5.075	3.373	2.976	8.078	6.694	7.208	
ABS/RC	1.661	1.621	2.253	1.494	1.706	1.354	1.634	1.380	1.525	1.348	1.545	1.280	0.000	1.689	1.676	1.669	1.511	1.587	1.819	1.393	1.420	2.256	1.639	1.366	1.565	1.672	2.391	1.735	1.486	1.750	1.844	1.520	1.503	1.704	1.374	1.480	1.459	1.580	1.582	1.511	1.516	1.745	1.512	1.751	1.819	1.680	1.521	1.591	1.444	2.183	1.872	1.652	1.627	1.720	1.668	1.683	1.933	1.417	1.553	1.500	
TRo/RC	1.333	1.266	1.592	1.227	1.360	1.125	1.277	1.085	1.262	1.134	1.263	1.065	0.000	1.396	1.382	1.374	1.265	1.356	1.475	1.171	1.188	1.637	1.326	1.174	1.292	1.348	1.655	1.306	1.246	1.331	1.388	1.247	1.180	1.309	1.137	1.238	1.238	1.305	1.290	1.266	1.275	1.416	1.266	1.342	1.365	1.277	1.208	1.296	1.217	1.676	1.523	1.368	1.333	1.423	1.392	1.347	1.531	1.197	1.305	1.263	
ETo/RC	0.808	0.674	0.865	0.752	0.853	0.706	0.722	0.668	0.793	0.753	0.727	0.684	0.000	0.868	0.921	0.889	0.806	0.931	0.864	0.755	0.802	0.824	0.807	0.838	0.811	0.819	0.893	0.755	0.816	0.761	0.700	0.787	0.691	0.683	0.702	0.798	0.828	0.813	0.771	0.824	0.885	0.850	0.820	0.754	0.738	0.689	0.738	0.886	0.827	0.982	0.960	0.872	0.830	0.873	0.872	0.789	0.922	0.811	0.867	0.847	
DIo/RC	0.328	0.355	0.660	0.268	0.347	0.230	0.358	0.295	0.263	0.214	0.282	0.215	0.000	0.293	0.295	0.296	0.246	0.231	0.344	0.222	0.232	0.619	0.314	0.192	0.273	0.324	0.736	0.429	0.240	0.418	0.457	0.273	0.323	0.395	0.237	0.242	0.221	0.275	0.292	0.244	0.241	0.329	0.246	0.408	0.453	0.402	0.313	0.295	0.228	0.507	0.349	0.284	0.293	0.298	0.276	0.336	0.403	0.220	0.249	0.238	
