FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:53:59  6.2.2024	13:54:19  6.2.2024	13:54:40  6.2.2024	13:55:01  6.2.2024	13:55:29  6.2.2024	13:55:52  6.2.2024	13:56:11  6.2.2024	13:56:33  6.2.2024	13:57:02  6.2.2024	13:57:26  6.2.2024	13:57:48  6.2.2024	13:58:08  6.2.2024	14:02:44  6.2.2024	14:03:08  6.2.2024	14:03:28  6.2.2024	14:03:58  6.2.2024	14:04:31  6.2.2024	14:04:53  6.2.2024	14:05:16  6.2.2024	14:05:46  6.2.2024	14:06:22  6.2.2024	14:06:44  6.2.2024	14:07:06  6.2.2024	14:07:34  6.2.2024	14:09:12  6.2.2024	14:09:34  6.2.2024	14:09:57  6.2.2024	14:10:21  6.2.2024	14:10:49  6.2.2024	14:11:10  6.2.2024	14:11:33  6.2.2024	14:12:03  6.2.2024	14:12:35  6.2.2024	14:12:57  6.2.2024	14:13:21  6.2.2024	14:15:02  6.2.2024	14:17:29  6.2.2024	14:18:02  6.2.2024	14:18:22  6.2.2024	14:18:43  6.2.2024	14:19:09  6.2.2024	14:19:47  6.2.2024	14:20:14  6.2.2024	14:20:35  6.2.2024	14:21:06  6.2.2024	14:21:25  6.2.2024	14:21:44  6.2.2024	14:22:02  6.2.2024	14:23:45  6.2.2024	14:24:09  6.2.2024	14:24:30  6.2.2024	14:24:56  6.2.2024	14:25:37  6.2.2024	14:26:21  6.2.2024	14:26:41  6.2.2024	14:27:10  6.2.2024	14:32:51  6.2.2024	14:33:14  6.2.2024	14:33:34  6.2.2024	14:33:59  6.2.2024	
Bckg	325	357	325	239	358	378	209	249	259	239	229	229	185	292	209	249	209	219	292	279	239	325	229	338	348	585	390	458	249	269	780	588	229	292	249	259	289	358	219	239	209	292	292	219	455	279	309	325	249	487	325	520	325	292	325	292	292	199	239	229	
Fo	5722	5364	6079	4985	5175	4477	5124	3978	5224	4616	4965	4097	3910	5722	5463	5443	5364	5553	6210	4935	4496	6957	5184	4866	4956	5624	6372	4556	5184	5144	5852	4955	4117	5527	4656	4666	5114	5524	5214	5154	5244	6080	5332	5214	5852	5184	4795	5852	4596	7478	6502	5787	5624	5787	5852	5755	5950	4207	5025	4726	
Fj	14890	14305	12776	13828	12742	12632	13061	9601	14516	12811	14377	11366	3910	16061	14008	14357	15384	15762	17231	14167	11984	16093	13758	13360	13689	14792	12972	10419	14496	12153	14662	13300	10339	14272	13180	13140	14586	15394	14486	14476	13749	16548	14988	12732	13947	12771	11993	13979	12462	17719	17003	15865	15280	16483	16873	15313	14955	11605	13858	13001	
Fi	19799	17914	14792	20967	19233	19472	17657	12791	21894	21156	21934	17617	3910	25456	22941	22791	26700	27926	25554	23419	19551	20319	20678	25544	20698	20709	14857	12682	26370	15922	18564	21256	13529	18141	20319	20279	25333	23250	20548	23409	23330	24969	24546	16101	17165	16101	16091	23538	20398	25001	27959	26594	23408	24936	24773	21685	22043	20498	23280	21615	
Fm	28999	24481	20742	27836	25474	26391	23399	18614	30249	29042	27158	24406	3910	33031	31086	30707	32991	38135	32804	30917	27547	25358	27108	34537	28405	29000	20709	18445	32143	21515	23635	27577	19142	23831	26969	28544	33708	31705	28265	31854	33001	32251	32739	22363	23473	21655	23299	31535	29172	32219	34916	33616	31210	33454	35372	28837	28577	27138	31375	29840	
Fv	23277	19117	14663	22851	20299	21914	18275	14636	25025	24426	22193	20309	0	27309	25623	25264	27627	32582	26594	25982	23051	18401	21924	29671	23449	23376	14337	13889	26959	16371	17783	22622	15025	18304	22313	23878	28594	26181	23051	26700	27757	26171	27407	17149	17621	16471	18504	25683	24576	24741	28414	27829	25586	27667	29520	23082	22627	22931	26350	25114	
Vj	0.394	0.468	0.457	0.387	0.373	0.372	0.434	0.384	0.371	0.336	0.424	0.358	0.000	0.379	0.333	0.353	0.363	0.313	0.414	0.355	0.325	0.496	0.391	0.286	0.372	0.392	0.460	0.422	0.345	0.428	0.495	0.369	0.414	0.478	0.382	0.355	0.331	0.377	0.402	0.349	0.306	0.400	0.352	0.438	0.459	0.461	0.389	0.316	0.320	0.414	0.370	0.362	0.377	0.387	0.373	0.414	0.398	0.323	0.335	0.329	
Vi	0.605	0.656	0.594	0.699	0.693	0.684	0.686	0.602	0.666	0.677	0.765	0.666	0.000	0.723	0.682	0.687	0.772	0.687	0.727	0.711	0.653	0.726	0.707	0.697	0.671	0.645	0.592	0.585	0.786	0.658	0.715	0.721	0.626	0.689	0.702	0.654	0.707	0.677	0.665	0.684	0.652	0.722	0.701	0.635	0.642	0.663	0.610	0.689	0.643	0.708	0.755	0.748	0.695	0.692	0.641	0.690	0.711	0.710	0.693	0.672	
Fm/Fo	5.068	4.564	3.412	5.584	4.923	5.895	4.567	4.679	5.790	6.292	5.470	5.957	1.000	5.773	5.690	5.642	6.150	6.867	5.282	6.265	6.127	3.645	5.229	7.098	5.731	5.156	3.250	4.049	6.200	4.183	4.039	5.565	4.650	4.312	5.792	6.117	6.591	5.740	5.421	6.180	6.293	5.304	6.140	4.289	4.011	4.177	4.859	5.389	6.347	4.309	5.370	5.809	5.549	5.781	6.044	5.011	4.803	6.451	6.244	6.314	
Fv/Fo	4.068	3.564	2.412	4.584	3.923	4.895	3.567	3.679	4.790	5.292	4.470	4.957	0.000	4.773	4.690	4.642	5.150	5.867	4.282	5.265	5.127	2.645	4.229	6.098	4.731	4.156	2.250	3.049	5.200	3.183	3.039	4.565	3.650	3.312	4.792	5.117	5.591	4.740	4.421	5.180	5.293	4.304	5.140	3.289	3.011	3.177	3.859	4.389	5.347	3.309	4.370	4.809	4.549	4.781	5.044	4.011	3.803	5.451	5.244	5.314	
