FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:53:52  8.1.2024	13:54:23  8.1.2024	13:54:45  8.1.2024	13:55:06  8.1.2024	13:55:32  8.1.2024	13:55:52  8.1.2024	13:56:13  8.1.2024	13:56:34  8.1.2024	13:56:58  8.1.2024	13:57:26  8.1.2024	13:57:48  8.1.2024	13:58:21  8.1.2024	13:59:40  8.1.2024	14:00:03  8.1.2024	14:00:22  8.1.2024	14:00:42  8.1.2024	14:01:10  8.1.2024	14:01:32  8.1.2024	14:01:51  8.1.2024	14:02:12  8.1.2024	14:02:49  8.1.2024	14:03:08  8.1.2024	14:03:26  8.1.2024	14:03:48  8.1.2024	14:05:22  8.1.2024	14:05:48  8.1.2024	14:06:12  8.1.2024	14:06:50  8.1.2024	14:07:17  8.1.2024	14:07:44  8.1.2024	14:08:08  8.1.2024	14:08:27  8.1.2024	14:09:11  8.1.2024	14:09:41  8.1.2024	14:10:13  8.1.2024	14:10:51  8.1.2024	14:11:51  8.1.2024	14:12:10  8.1.2024	14:12:29  8.1.2024	14:12:54  8.1.2024	14:13:29  8.1.2024	14:13:52  8.1.2024	14:14:11  8.1.2024	14:14:33  8.1.2024	14:15:19  8.1.2024	14:15:38  8.1.2024	14:16:33  8.1.2024	14:16:52  8.1.2024	14:26:42  8.1.2024	14:27:00  8.1.2024	14:27:21  8.1.2024	14:27:39  8.1.2024	14:28:04  8.1.2024	14:28:20  8.1.2024	14:28:43  8.1.2024	14:29:00  8.1.2024	14:29:26  8.1.2024	14:29:48  8.1.2024	14:30:08  8.1.2024	14:30:27  8.1.2024	
Fix Area	30207066	19500992	21714496	27553802	19408604	21378578	24489440	27121502	22589612	21634600	27127272	28795738	30249198	32454442	30912484	31784916	29311650	30521966	43106060	30684986	24647674	31534362	28488224	30191188	30292348	26711262	25953834	27016504	23498430	27405476	24317286	30504974	24342468	30851802	22295310	29585992	29643708	28330140	28700908	26240534	24080846	25687022	23325272	23998672	25544114	31659706	31363634	29922110	28127728	27108118	29864856	32617810	23148538	30938082	31277876	31045904	30543800	29515510	22447184	33582012	
HACH Area	23152348	14088208	15699736	22539004	15261770	17071750	20252610	22535684	17754806	17188778	22920440	24229922	25424390	27369644	25287708	26226140	24037860	25657160	36799312	24800222	20221850	25682596	23763412	25017396	25327548	22194442	21637006	22550682	18683622	22739664	19213490	25600170	19975642	25847002	17241512	25170170	24678906	23534332	23846102	21644716	19405034	20623226	19087440	19272862	21078294	26196926	26398832	24718318	23242924	22243312	24541070	27364020	18432726	25335306	25715100	25662118	24931026	24620706	16784412	27925238	
Sm	741.860	489.152	542.783	542.170	401.549	547.428	466.244	471.093	423.299	547.446	611.035	417.590	501.470	420.050	315.740	428.473	464.449	443.689	583.313	336.159	519.409	484.812	457.801	451.246	331.715	606.065	627.917	466.167	2195.053	497.542	571.768	388.932	443.106	461.484	480.319	380.328	1131.383	404.292	425.927	546.143	476.154	503.984	1009.144	342.877	1608.019	420.280	490.454	475.960	367.317	441.526	277.317	520.653	501.021	399.750	410.717	1664.117	413.998	308.846	573.012	358.411	
Ss	0.689	0.695	0.694	0.751	0.857	0.815	0.881	0.881	0.771	0.832	0.927	0.839	0.839	0.790	0.754	0.732	0.786	0.832	0.743	0.756	0.830	0.689	0.786	0.801	0.798	0.817	0.872	0.822	0.777	0.842	0.735	0.753	0.841	0.858	0.762	0.848	0.780	0.806	0.820	0.862	0.770	0.730	0.817	0.768	0.849	0.732	0.796	0.781	0.816	0.804	0.740	0.774	0.825	0.754	0.731	0.747	0.747	0.838	0.739	0.750	
N	1076.829	703.534	782.473	722.086	468.655	671.321	529.332	534.423	548.804	657.742	659.410	497.444	597.349	531.613	418.609	585.099	591.149	533.532	784.972	444.550	625.647	703.334	582.337	563.326	415.483	741.524	720.424	567.138	2826.268	591.016	778.304	516.297	526.582	537.945	630.633	448.686	1450.733	501.648	519.719	633.485	618.133	690.130	1235.051	446.457	1895.070	574.449	616.046	609.050	450.193	549.421	374.692	672.819	607.344	530.203	561.980	2229.031	554.532	368.765	775.552	477.924	
Phi_Po	0.783	0.730	0.730	0.823	0.794	0.805	0.834	0.836	0.793	0.802	0.850	0.846	0.845	0.848	0.826	0.830	0.825	0.845	0.857	0.814	0.826	0.819	0.839	0.833	0.840	0.837	0.839	0.840	0.803	0.834	0.796	0.843	0.825	0.842	0.780	0.855	0.845	0.835	0.835	0.830	0.811	0.808	0.824	0.808	0.846	0.832	0.846	0.831	0.831	0.826	0.827	0.843	0.803	0.823	0.827	0.838	0.821	0.840	0.756	0.836	
Psi_o	0.394	0.481	0.557	0.615	0.629	0.595	0.611	0.631	0.534	0.562	0.647	0.639	0.680	0.647	0.557	0.603	0.569	0.582	0.627	0.534	0.628	0.554	0.640	0.582	0.602	0.634	0.626	0.635	0.602	0.599	0.543	0.655	0.556	0.604	0.569	0.665	0.663	0.616	0.609	0.600	0.565	0.563	0.620	0.618	0.629	0.587	0.660	0.566	0.599	0.600	0.616	0.622	0.587	0.570	0.572	0.610	0.568	0.630	0.512	0.604	
Phi_Eo	0.308	0.351	0.407	0.506	0.499	0.479	0.509	0.528	0.423	0.451	0.550	0.541	0.575	0.549	0.460	0.500	0.470	0.492	0.537	0.434	0.519	0.454	0.537	0.485	0.506	0.530	0.525	0.533	0.483	0.500	0.432	0.553	0.459	0.508	0.443	0.569	0.560	0.514	0.508	0.498	0.458	0.455	0.510	0.499	0.532	0.489	0.558	0.471	0.498	0.496	0.509	0.525	0.471	0.469	0.473	0.511	0.466	0.529	0.387	0.505	
Phi_Do	0.217	0.270	0.270	0.177	0.206	0.195	0.166	0.164	0.207	0.198	0.150	0.154	0.155	0.152	0.174	0.170	0.175	0.155	0.143	0.186	0.174	0.181	0.161	0.167	0.160	0.163	0.161	0.160	0.197	0.166	0.204	0.157	0.175	0.158	0.220	0.145	0.155	0.165	0.165	0.170	0.189	0.192	0.176	0.192	0.154	0.168	0.154	0.169	0.169	0.174	0.173	0.157	0.197	0.177	0.173	0.162	0.179	0.160	0.244	0.164	
Phi_Pav	905.076	935.536	940.174	945.836	906.250	934.156	921.826	934.046	927.759	930.505	941.542	926.082	938.253	933.568	894.817	931.747	931.417	933.443	958.405	906.955	929.911	942.278	933.148	936.192	924.008	936.294	938.543	928.582	967.366	940.049	944.752	932.806	934.020	943.593	932.479	924.921	926.618	933.887	932.361	941.142	938.008	943.166	964.639	918.531	894.165	940.730	939.879	938.064	920.564	931.163	910.974	950.770	931.720	936.212	938.953	941.358	939.706	921.680	937.917	931.461	
Pi_Abs	1.263	1.268	1.724	4.589	4.435	3.977	5.780	6.433	2.674	3.461	8.165	6.930	8.233	6.869	3.734	4.504	4.052	5.335	6.413	3.075	5.509	3.191	6.102	4.649	5.342	6.070	6.401	6.290	3.834	5.282	2.711	6.498	4.123	5.849	2.770	8.502	7.066	5.468	5.403	5.238	3.477	3.196	5.120	4.226	6.702	4.286	7.193	4.167	4.992	4.724	4.679	5.774	3.825	3.837	3.848	5.071	3.692	6.300	1.810	4.865	
ABS/RC	1.854	1.971	1.974	1.619	1.471	1.524	1.362	1.357	1.636	1.499	1.270	1.408	1.410	1.492	1.604	1.646	1.542	1.423	1.570	1.625	1.457	1.770	1.516	1.498	1.491	1.462	1.367	1.449	1.604	1.424	1.711	1.574	1.440	1.385	1.684	1.380	1.518	1.485	1.461	1.398	1.601	1.695	1.486	1.611	1.393	1.643	1.484	1.540	1.475	1.507	1.635	1.533	1.510	1.611	1.655	1.598	1.632	1.421	1.791	1.595	
TRo/RC	1.452	1.438	1.442	1.332	1.167	1.226	1.135	1.134	1.296	1.201	1.079	1.191	1.191	1.266	1.326	1.366	1.273	1.202	1.346	1.322	1.205	1.451	1.272	1.248	1.253	1.224	1.147	1.217	1.288	1.188	1.361	1.327	1.188	1.166	1.313	1.180	1.282	1.241	1.220	1.160	1.298	1.369	1.224	1.302	1.179	1.367	1.256	1.280	1.226	1.244	1.351	1.292	1.212	1.326	1.368	1.339	1.339	1.194	1.353	1.333	
ETo/RC	0.572	0.691	0.803	0.820	0.734	0.730	0.694	0.716	0.692	0.675	0.698	0.761	0.811	0.819	0.739	0.824	0.724	0.700	0.844	0.706	0.756	0.804	0.814	0.727	0.754	0.776	0.718	0.772	0.775	0.711	0.740	0.870	0.661	0.704	0.747	0.785	0.850	0.764	0.743	0.696	0.733	0.771	0.758	0.805	0.742	0.803	0.829	0.725	0.735	0.747	0.832	0.804	0.711	0.756	0.782	0.817	0.761	0.752	0.693	0.805	
DIo/RC	0.403	0.532	0.532	0.287	0.304	0.297	0.227	0.223	0.339	0.297	0.190	0.216	0.219	0.227	0.278	0.280	0.269	0.221	0.224	0.303	0.253	0.320	0.244	0.250	0.238	0.239	0.219	0.232	0.316	0.236	0.349	0.247	0.251	0.219	0.371	0.200	0.235	0.245	0.240	0.238	0.303	0.326	0.262	0.309	0.214	0.276	0.228	0.260	0.249	0.262	0.284	0.241	0.298	0.284	0.287	0.259	0.292	0.227	0.438	0.262	
