FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:09:43  14.12.2023	14:10:08  14.12.2023	14:10:55  14.12.2023	14:11:37  14.12.2023	14:12:17  14.12.2023	14:12:43  14.12.2023	14:13:23  14.12.2023	14:13:50  14.12.2023	14:14:26  14.12.2023	14:14:46  14.12.2023	14:15:13  14.12.2023	14:15:39  14.12.2023	14:17:54  14.12.2023	14:18:18  14.12.2023	14:18:41  14.12.2023	14:19:08  14.12.2023	14:19:38  14.12.2023	14:20:08  14.12.2023	14:20:34  14.12.2023	14:20:54  14.12.2023	14:21:29  14.12.2023	14:21:48  14.12.2023	14:22:09  14.12.2023	14:22:28  14.12.2023	14:24:07  14.12.2023	14:24:27  14.12.2023	14:24:48  14.12.2023	14:25:13  14.12.2023	14:26:01  14.12.2023	14:26:24  14.12.2023	14:26:45  14.12.2023	14:27:10  14.12.2023	14:27:37  14.12.2023	14:27:56  14.12.2023	14:28:32  14.12.2023	14:28:56  14.12.2023	14:29:54  14.12.2023	14:30:18  14.12.2023	14:30:43  14.12.2023	14:31:05  14.12.2023	14:32:04  14.12.2023	14:32:33  14.12.2023	14:32:54  14.12.2023	14:33:19  14.12.2023	14:33:57  14.12.2023	14:34:16  14.12.2023	14:34:36  14.12.2023	14:34:56  14.12.2023	14:38:14  14.12.2023	14:38:34  14.12.2023	14:38:57  14.12.2023	14:39:15  14.12.2023	14:39:38  14.12.2023	14:39:57  14.12.2023	14:40:27  14.12.2023	14:40:51  14.12.2023	14:41:16  14.12.2023	14:41:44  14.12.2023	14:42:04  14.12.2023	14:42:27  14.12.2023	
Fv/Fm	0.847	0.858	0.846	0.824	0.850	0.837	0.812	0.816	0.751	0.846	0.840	0.772	0.833	0.838	0.842	0.834	0.840	0.850	0.858	0.830	0.855	0.831	0.847	0.848	0.851	0.801	0.854	0.865	0.849	0.820	0.854	0.833	0.834	0.831	0.125	0.848	0.848	0.855	0.851	0.852	0.856	0.850	0.858	0.850	0.826	0.812	0.843	0.857	0.837	0.841	0.841	0.825	0.834	0.856	0.798	0.827	0.835	0.830	0.834	0.821	
Mo	0.441	0.392	0.431	0.535	0.404	0.432	0.393	0.560	0.837	0.404	0.464	0.492	0.510	0.467	0.436	0.486	0.453	0.483	0.404	0.535	0.401	0.548	0.446	0.359	0.462	0.600	0.442	0.333	0.449	0.646	0.422	0.472	0.549	0.540	1.882	0.417	0.462	0.364	0.423	0.427	0.396	0.413	0.386	0.394	0.456	0.515	0.401	0.373	0.448	0.438	0.379	0.459	0.497	0.361	0.584	0.569	0.536	0.555	0.513	0.567	
Area	12056579	13188196	14312326	11440908	13197158	10946891	11550097	10523558	35408052	10574877	14015495	11193337	12121474	15690195	12514107	15885844	17535952	11410575	13887620	11452258	18559540	11567818	12183675	12721879	15861626	9902664	12892565	24384880	11977803	11077223	13123221	13955420	8134205	10394149	159695	13386861	12925703	12999361	12173708	13067416	13803475	15620485	11911389	19280312	49502772	13938690	13853302	12617382	10337360	10605499	11084230	9445095	13437072	8915004	13293883	9718704	16087609	10065714	11953287	13515265	
Fix Area	32050654	35937532	29431580	25140554	29185448	27928380	23821204	25963556	25638344	26905432	27764532	23033752	29857742	27683508	30907360	31884538	27836052	35062716	33407446	28426054	35059144	30155906	29453400	24305288	31914530	28754766	32705652	32310128	31100840	32893912	33188428	28068530	30774712	31073678	125613	30754830	34486584	29952840	32501216	32241016	31654518	29505458	34484788	35300056	24796154	28072648	26942650	29690876	28260450	27514294	26088776	26607164	30076238	28508838	24219818	30795664	32277756	29159348	30202330	31769064	
HACH Area	27005856	30703742	24765766	20564736	24669628	23212568	19185390	21038752	19039608	22618604	23158716	17610968	24743948	23047692	25882562	26455754	23240236	29668932	28522642	23421254	29854354	24890116	24807586	20467442	27029724	22871000	27790848	27604316	26276032	26782156	28203626	23232722	25520922	25659896	6618	25940024	29113800	25477018	27516416	27316212	26968706	24929640	29449988	29838274	20230336	22643866	22546826	25314052	23494642	22998474	21811946	21792358	24922444	24242008	19175020	25291884	26751976	24045552	25018538	25917298	
Sm	431.749	417.018	556.424	535.222	513.848	452.781	577.505	481.738	1779.567	448.107	580.905	610.490	473.625	653.840	466.596	581.686	726.217	371.959	471.870	469.432	602.641	446.996	473.116	593.205	566.770	418.965	446.681	811.504	440.393	398.504	449.703	579.376	307.067	391.789	9393.862	496.564	429.997	491.823	427.088	462.154	494.465	603.061	390.691	620.984	2282.812	593.010	587.776	479.202	423.888	443.040	488.249	416.965	519.950	352.316	669.043	370.646	576.720	402.387	460.237	503.887	
Ss	0.788	0.806	0.819	0.835	0.874	0.760	0.798	0.748	0.695	0.865	0.841	0.698	0.827	0.846	0.896	0.789	0.854	0.749	0.841	0.785	0.786	0.782	0.863	1.023	0.772	0.688	0.772	0.802	0.828	0.641	0.832	0.833	0.725	0.735	0.219	0.797	0.764	0.881	0.840	0.813	0.840	0.840	0.840	0.811	0.841	0.755	0.873	0.889	0.807	0.847	0.913	0.839	0.744	0.897	0.796	0.677	0.741	0.754	0.763	0.703	
N	547.800	517.620	679.079	641.303	587.838	596.101	723.470	644.422	2559.723	518.054	690.846	874.929	572.670	772.663	520.926	737.206	850.417	496.749	560.771	597.850	767.111	571.536	548.260	579.648	734.470	608.967	578.645	1012.029	532.134	621.319	540.749	695.912	423.745	532.755	42943.371	623.156	563.159	558.464	508.335	568.125	588.963	718.323	465.191	765.521	2715.763	785.141	673.006	538.807	525.556	523.031	534.554	496.883	698.415	392.599	840.942	547.436	777.977	533.492	603.382	716.824	
Phi_Po	0.847	0.858	0.846	0.824	0.850	0.837	0.812	0.816	0.751	0.846	0.840	0.772	0.833	0.838	0.842	0.834	0.840	0.850	0.858	0.830	0.855	0.831	0.847	0.848	0.851	0.801	0.854	0.865	0.849	0.820	0.854	0.833	0.834	0.831	0.125	0.848	0.848	0.855	0.851	0.852	0.856	0.850	0.858	0.850	0.826	0.812	0.843	0.857	0.837	0.841	0.841	0.825	0.834	0.856	0.798	0.827	0.835	0.830	0.834	0.821	
Psi_o	0.652	0.684	0.647	0.553	0.647	0.672	0.686	0.581	0.418	0.651	0.610	0.657	0.578	0.605	0.610	0.617	0.614	0.638	0.660	0.580	0.685	0.572	0.615	0.633	0.644	0.587	0.659	0.733	0.629	0.586	0.649	0.607	0.602	0.603	0.588	0.668	0.647	0.680	0.645	0.652	0.668	0.654	0.676	0.681	0.617	0.611	0.650	0.669	0.639	0.629	0.654	0.614	0.630	0.676	0.535	0.615	0.603	0.581	0.609	0.601	
Phi_Eo	0.552	0.587	0.548	0.456	0.550	0.562	0.557	0.474	0.314	0.551	0.512	0.507	0.482	0.507	0.513	0.514	0.515	0.543	0.566	0.482	0.586	0.475	0.521	0.537	0.548	0.470	0.563	0.634	0.534	0.480	0.554	0.506	0.502	0.501	0.074	0.566	0.549	0.581	0.549	0.556	0.572	0.555	0.580	0.579	0.509	0.497	0.548	0.573	0.534	0.529	0.550	0.507	0.525	0.579	0.427	0.508	0.503	0.483	0.508	0.494	
Phi_Do	0.153	0.142	0.154	0.176	0.150	0.163	0.188	0.184	0.249	0.154	0.160	0.228	0.167	0.162	0.158	0.166	0.160	0.150	0.142	0.170	0.145	0.169	0.153	0.152	0.149	0.199	0.146	0.135	0.151	0.180	0.146	0.167	0.166	0.169	0.875	0.152	0.152	0.145	0.149	0.148	0.144	0.150	0.142	0.150	0.174	0.188	0.157	0.143	0.163	0.159	0.159	0.175	0.166	0.144	0.202	0.173	0.165	0.170	0.166	0.179	
Phi_Pav	933.768	937.583	938.928	934.752	926.605	920.451	934.630	932.378	974.289	921.280	935.131	939.234	936.259	942.153	932.044	948.411	950.865	925.987	937.624	923.861	951.799	924.798	928.604	928.988	943.162	927.645	927.274	909.284	931.320	929.054	933.117	943.086	909.889	925.390	930.733	932.895	931.494	931.303	928.228	933.532	937.497	946.265	927.255	940.284	956.445	941.597	931.829	930.427	929.168	928.050	930.315	925.326	939.073	909.104	950.052	923.772	940.857	923.860	932.069	936.640	
Pi_Abs	6.931	9.045	7.005	3.976	7.753	6.668	6.120	3.752	1.132	7.504	5.773	3.486	4.734	5.621	6.288	5.326	5.984	6.382	8.449	4.391	8.635	4.261	6.478	8.357	6.801	3.150	7.477	12.149	6.707	3.384	7.681	5.339	4.608	4.549	0.006	7.600	6.655	9.439	7.429	7.463	8.611	7.620	9.104	8.357	5.303	4.178	7.321	9.260	6.100	6.401	7.694	5.188	5.299	9.507	2.880	4.256	4.735	4.256	4.958	3.988	
ABS/RC	1.498	1.447	1.442	1.455	1.345	1.573	1.543	1.639	1.915	1.366	1.416	1.857	1.451	1.410	1.326	1.519	1.394	1.570	1.386	1.535	1.488	1.539	1.368	1.152	1.522	1.815	1.516	1.442	1.423	1.902	1.408	1.442	1.654	1.637	36.571	1.479	1.544	1.328	1.398	1.443	1.391	1.402	1.387	1.450	1.440	1.630	1.359	1.311	1.482	1.403	1.301	1.445	1.611	1.302	1.576	1.787	1.616	1.597	1.573	1.733	
TRo/RC	1.269	1.241	1.220	1.198	1.144	1.317	1.253	1.338	1.438	1.156	1.189	1.433	1.209	1.182	1.116	1.267	1.171	1.335	1.188	1.274	1.273	1.279	1.159	0.977	1.296	1.454	1.295	1.247	1.208	1.559	1.202	1.201	1.380	1.360	4.571	1.255	1.310	1.135	1.190	1.229	1.191	1.191	1.191	1.233	1.190	1.324	1.145	1.124	1.240	1.181	1.095	1.192	1.343	1.114	1.257	1.477	1.349	1.326	1.311	1.423	
ETo/RC	0.828	0.849	0.790	0.663	0.740	0.884	0.860	0.777	0.602	0.752	0.725	0.941	0.699	0.715	0.681	0.782	0.718	0.852	0.785	0.739	0.872	0.731	0.713	0.618	0.834	0.854	0.853	0.914	0.760	0.914	0.780	0.729	0.830	0.820	2.689	0.838	0.848	0.772	0.768	0.802	0.795	0.778	0.805	0.839	0.733	0.809	0.744	0.752	0.792	0.742	0.715	0.732	0.846	0.753	0.673	0.908	0.813	0.771	0.798	0.855	
DIo/RC	0.229	0.205	0.221	0.257	0.201	0.257	0.290	0.302	0.477	0.210	0.227	0.424	0.242	0.228	0.209	0.252	0.223	0.235	0.197	0.261	0.215	0.260	0.209	0.175	0.226	0.362	0.221	0.195	0.214	0.343	0.205	0.241	0.274	0.277	32.000	0.224	0.234	0.192	0.208	0.214	0.200	0.210	0.197	0.217	0.250	0.306	0.214	0.187	0.242	0.223	0.206	0.253	0.268	0.188	0.319	0.310	0.267	0.271	0.262	0.310	
