FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:19:04  19.1.2024	14:19:30  19.1.2024	14:19:51  19.1.2024	14:20:09  19.1.2024	14:21:04  19.1.2024	14:21:30  19.1.2024	14:22:02  19.1.2024	14:22:24  19.1.2024	14:22:47  19.1.2024	14:23:05  19.1.2024	14:23:24  19.1.2024	14:23:42  19.1.2024	14:24:59  19.1.2024	14:25:16  19.1.2024	14:25:34  19.1.2024	14:25:54  19.1.2024	14:26:17  19.1.2024	14:26:36  19.1.2024	14:26:55  19.1.2024	14:27:13  19.1.2024	14:28:04  19.1.2024	14:28:42  19.1.2024	14:29:15  19.1.2024	14:29:36  19.1.2024	14:30:34  19.1.2024	14:31:15  19.1.2024	14:31:36  19.1.2024	14:31:54  19.1.2024	14:32:24  19.1.2024	14:32:42  19.1.2024	14:33:01  19.1.2024	14:33:33  19.1.2024	14:34:06  19.1.2024	14:34:24  19.1.2024	14:34:43  19.1.2024	14:35:04  19.1.2024	14:36:05  19.1.2024	14:36:23  19.1.2024	14:36:42  19.1.2024	14:36:59  19.1.2024	14:37:36  19.1.2024	14:37:54  19.1.2024	14:38:15  19.1.2024	14:38:38  19.1.2024	14:39:20  19.1.2024	14:39:37  19.1.2024	14:39:54  19.1.2024	14:40:11  19.1.2024	14:41:43  19.1.2024	14:42:06  19.1.2024	14:42:30  19.1.2024	14:42:48  19.1.2024	14:43:17  19.1.2024	14:43:35  19.1.2024	14:43:55  19.1.2024	14:44:14  19.1.2024	14:44:45  19.1.2024	14:45:10  19.1.2024	14:45:27  19.1.2024	14:45:46  19.1.2024	
Fv/Fm	0.818	0.815	0.838	0.826	0.808	0.812	0.771	0.830	0.822	0.838	0.851	0.834	0.000	0.845	0.859	0.824	0.827	0.846	0.802	0.812	0.833	0.842	0.831	0.847	0.805	0.784	0.835	0.845	0.810	0.800	0.853	0.827	0.833	0.850	0.807	0.836	0.795	0.836	0.855	0.850	0.823	0.828	0.854	0.841	0.746	0.772	0.784	0.768	0.832	0.839	0.830	0.844	0.819	0.847	0.805	0.842	0.814	0.756	0.758	0.731	
Mo	0.465	0.531	0.457	0.340	0.415	0.452	0.510	0.427	0.429	0.377	0.298	0.408	0.000	0.469	0.338	0.447	0.425	0.491	0.639	0.612	0.468	0.465	0.532	0.493	0.632	0.600	0.436	0.397	0.580	0.597	0.354	0.396	0.389	0.370	0.443	0.449	0.467	0.451	0.385	0.417	0.470	0.477	0.376	0.454	0.661	0.574	0.539	0.632	0.445	0.421	0.495	0.426	0.434	0.421	0.560	0.423	0.449	0.636	0.667	0.659	
Area	10981051	11370041	13770228	9734715	9616209	9835453	8665510	10706752	29671690	10843988	32439070	10920001	393927	57578572	15916283	9067850	14709044	10652170	10641639	9992213	12097450	9766119	5706775	6625307	8216557	9197074	9492662	10586844	6979871	8514560	11892567	9656314	8639134	9479560	8154581	8391739	11242702	12155923	11394184	13594199	9414412	9051545	10767666	30931388	5785517	10252774	8448478	24924552	6529924	15713543	10391752	9389112	15202642	10757056	12690638	19976118	9489385	7565364	6804523	7051481	
Fix Area	25831974	28806020	28898726	24789424	21172548	22687540	19433702	26420002	24024924	24894494	21373126	25725596	3884478	33643512	29855636	24204186	26901236	38266920	32841762	30933600	30549236	35326840	32534824	38634616	29827220	23282414	31837274	30575376	25299006	24622422	29912550	25740876	29393774	29228716	24374534	28318906	24122526	29764660	36175852	31707794	26516778	30709698	32074872	31580516	23570302	20641052	22561986	23225264	28074260	27176666	30915150	32689556	31727078	31926910	28004762	30628372	24079216	21904062	23111896	19330078	
HACH Area	20747178	23313240	24063920	20323604	16975716	18290714	14847885	21784188	19359110	20557666	17714272	21318774	6633	28181732	25369816	19797364	22076428	32220160	26145030	24919840	25250448	29507072	26878050	32457864	23845458	18097620	26444488	25700570	20354204	19548624	25386732	21144060	24339976	24732896	19529728	23534098	19027730	24749862	30743068	26792990	21691970	25280916	27270064	26426722	17393548	15736249	17557186	17568490	23209454	22630848	25532364	27465764	25843314	26912110	22314990	25464578	19443402	16377283	17325128	13966293	
Sm	481.604	470.089	550.039	458.622	544.303	516.514	560.041	471.850	1381.042	483.201	1553.075	491.825	0.000	1939.848	584.771	440.443	637.279	321.536	392.941	385.636	458.254	314.884	204.823	193.344	332.991	487.572	349.008	397.852	330.706	420.680	453.206	440.043	342.483	371.543	402.715	344.672	567.527	474.600	356.916	489.934	418.363	345.426	382.701	1132.686	319.483	617.637	463.794	1331.013	271.650	663.047	395.259	331.361	569.558	387.977	541.409	725.956	466.332	440.744	375.091	483.077	
Ss	0.810	0.719	0.785	0.834	0.848	0.800	0.769	0.785	0.788	0.834	0.923	0.832	0.000	0.729	0.840	0.782	0.832	0.768	0.660	0.680	0.758	0.705	0.706	0.710	0.665	0.696	0.755	0.774	0.740	0.725	0.839	0.797	0.792	0.909	0.901	0.793	0.734	0.754	0.768	0.795	0.775	0.742	0.811	0.760	0.639	0.757	0.754	0.706	0.788	0.807	0.748	0.786	0.730	0.781	0.725	0.737	0.828	0.700	0.683	0.733	
N	594.468	654.010	700.974	549.859	641.860	645.698	728.274	600.931	1752.847	579.375	1682.362	591.471	0.000	2661.434	696.253	562.898	765.734	418.687	595.541	566.771	604.545	446.580	290.027	272.489	501.012	700.135	462.326	514.312	446.779	580.043	540.103	552.007	432.657	408.637	446.842	434.739	773.421	629.172	464.838	616.362	540.100	465.539	471.648	1489.593	500.300	815.644	615.133	1884.925	344.617	821.763	528.747	421.447	779.984	496.944	746.435	984.742	563.523	629.963	549.419	658.985	
Phi_Po	0.818	0.815	0.838	0.826	0.808	0.812	0.771	0.830	0.822	0.838	0.851	0.834	0.000	0.845	0.859	0.824	0.827	0.846	0.802	0.812	0.833	0.842	0.831	0.847	0.805	0.784	0.835	0.845	0.810	0.800	0.853	0.827	0.833	0.850	0.807	0.836	0.795	0.836	0.855	0.850	0.823	0.828	0.854	0.841	0.746	0.772	0.784	0.768	0.832	0.839	0.830	0.844	0.819	0.847	0.805	0.842	0.814	0.756	0.758	0.731	
Psi_o	0.623	0.618	0.641	0.716	0.648	0.638	0.608	0.665	0.662	0.686	0.725	0.661	1.000	0.658	0.716	0.650	0.646	0.623	0.579	0.583	0.645	0.672	0.624	0.650	0.580	0.582	0.671	0.693	0.571	0.567	0.703	0.684	0.692	0.663	0.601	0.644	0.657	0.659	0.705	0.669	0.636	0.646	0.695	0.655	0.578	0.565	0.594	0.554	0.650	0.660	0.630	0.665	0.683	0.671	0.594	0.688	0.629	0.555	0.545	0.517	
Phi_Eo	0.509	0.504	0.537	0.592	0.524	0.518	0.469	0.552	0.544	0.575	0.617	0.552	0.000	0.556	0.614	0.535	0.534	0.527	0.464	0.474	0.537	0.566	0.519	0.551	0.467	0.456	0.560	0.586	0.462	0.453	0.599	0.566	0.577	0.564	0.485	0.538	0.523	0.551	0.602	0.568	0.524	0.535	0.594	0.551	0.431	0.436	0.466	0.425	0.540	0.554	0.523	0.561	0.560	0.568	0.478	0.579	0.512	0.420	0.413	0.378	
Phi_Do	0.182	0.185	0.162	0.174	0.192	0.188	0.229	0.170	0.178	0.162	0.149	0.166	1.000	0.155	0.141	0.176	0.173	0.154	0.198	0.188	0.167	0.158	0.169	0.153	0.195	0.216	0.165	0.155	0.190	0.200	0.147	0.173	0.167	0.150	0.193	0.164	0.205	0.164	0.145	0.150	0.177	0.172	0.146	0.159	0.254	0.228	0.216	0.232	0.168	0.161	0.170	0.156	0.181	0.153	0.195	0.158	0.186	0.244	0.242	0.269	
Phi_Pav	891.678	930.680	937.725	920.508	932.569	929.140	935.835	929.273	928.790	896.645	891.971	929.240	0.000	962.824	910.095	926.372	938.520	932.393	922.183	916.191	927.181	909.165	888.498	901.957	919.055	929.123	934.653	929.842	918.765	930.139	939.059	929.027	915.592	924.651	924.181	924.389	937.300	941.341	919.749	942.456	927.011	918.239	929.630	970.689	910.571	931.866	929.034	953.892	897.880	940.349	933.063	927.586	949.272	934.387	923.740	910.105	922.701	921.942	912.567	925.690	
Pi_Abs	4.910	4.178	6.085	8.269	5.307	4.965	3.099	6.328	5.842	7.898	11.827	6.816	0.000	6.444	11.015	5.589	6.014	5.884	2.937	3.332	5.722	6.479	4.803	6.191	3.043	2.766	6.485	8.048	3.401	3.029	9.815	6.818	7.398	8.637	4.572	6.103	4.353	6.238	9.194	7.695	5.203	5.423	9.257	6.423	1.913	2.571	3.148	2.228	6.003	6.866	5.166	7.138	5.856	7.455	3.512	7.295	5.008	2.049	1.942	1.560	
ABS/RC	1.510	1.707	1.521	1.451	1.459	1.539	1.686	1.534	1.545	1.431	1.273	1.441	0.000	1.624	1.387	1.552	1.453	1.540	1.890	1.811	1.584	1.684	1.703	1.663	1.869	1.831	1.587	1.530	1.668	1.724	1.397	1.517	1.516	1.294	1.375	1.509	1.713	1.585	1.524	1.481	1.568	1.627	1.443	1.563	2.100	1.711	1.691	1.844	1.525	1.477	1.612	1.506	1.671	1.513	1.713	1.611	1.484	1.890	1.932	1.865	
TRo/RC	1.234	1.391	1.274	1.199	1.179	1.250	1.300	1.274	1.269	1.199	1.083	1.203	0.000	1.372	1.191	1.278	1.202	1.302	1.516	1.470	1.319	1.418	1.416	1.409	1.505	1.436	1.325	1.293	1.351	1.379	1.192	1.254	1.263	1.100	1.110	1.261	1.363	1.326	1.302	1.258	1.291	1.348	1.232	1.315	1.566	1.321	1.326	1.416	1.269	1.239	1.338	1.272	1.369	1.281	1.379	1.356	1.208	1.429	1.465	1.364	
ETo/RC	0.769	0.860	0.817	0.859	0.764	0.798	0.790	0.847	0.840	0.822	0.785	0.795	0.000	0.903	0.852	0.831	0.776	0.811	0.877	0.857	0.851	0.953	0.884	0.916	0.872	0.836	0.889	0.896	0.771	0.782	0.838	0.858	0.874	0.729	0.666	0.812	0.896	0.874	0.918	0.841	0.821	0.871	0.857	0.861	0.905	0.746	0.788	0.784	0.824	0.819	0.843	0.845	0.936	0.859	0.818	0.933	0.760	0.793	0.798	0.705	
DIo/RC	0.275	0.316	0.246	0.252	0.280	0.289	0.385	0.260	0.276	0.232	0.190	0.239	0.000	0.252	0.196	0.274	0.251	0.238	0.375	0.341	0.265	0.266	0.287	0.254	0.365	0.395	0.263	0.237	0.317	0.346	0.206	0.263	0.253	0.194	0.265	0.248	0.351	0.260	0.222	0.223	0.277	0.279	0.210	0.248	0.534	0.390	0.364	0.428	0.257	0.238	0.274	0.234	0.302	0.232	0.335	0.255	0.275	0.460	0.467	0.501	
