FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:55:15  20.12.2023	13:55:42  20.12.2023	13:56:02  20.12.2023	13:56:23  20.12.2023	13:56:48  20.12.2023	13:57:11  20.12.2023	13:57:32  20.12.2023	13:57:55  20.12.2023	13:59:42  20.12.2023	14:00:04  20.12.2023	14:00:24  20.12.2023	14:00:48  20.12.2023	14:06:54  20.12.2023	14:07:15  20.12.2023	14:07:36  20.12.2023	14:07:56  20.12.2023	14:08:24  20.12.2023	14:08:50  20.12.2023	14:09:17  20.12.2023	14:09:41  20.12.2023	14:10:14  20.12.2023	14:10:45  20.12.2023	14:11:05  20.12.2023	14:11:28  20.12.2023	14:14:52  20.12.2023	14:15:10  20.12.2023	14:15:31  20.12.2023	14:15:51  20.12.2023	14:16:39  20.12.2023	14:17:00  20.12.2023	14:17:27  20.12.2023	14:17:47  20.12.2023	14:18:20  20.12.2023	14:18:42  20.12.2023	14:19:01  20.12.2023	14:19:21  20.12.2023	14:20:31  20.12.2023	14:20:53  20.12.2023	14:21:16  20.12.2023	14:21:36  20.12.2023	14:22:03  20.12.2023	14:22:21  20.12.2023	14:22:46  20.12.2023	14:23:06  20.12.2023	14:24:27  20.12.2023	14:24:52  20.12.2023	14:25:13  20.12.2023	14:25:40  20.12.2023	14:26:51  20.12.2023	14:27:11  20.12.2023	14:27:28  20.12.2023	14:27:47  20.12.2023	14:35:33  20.12.2023	14:35:52  20.12.2023	14:36:11  20.12.2023	14:36:31  20.12.2023	14:37:32  20.12.2023	14:38:02  20.12.2023	14:38:23  20.12.2023	14:38:46  20.12.2023	
Fv/Fm	0.075	0.732	0.752	0.806	0.662	0.756	0.730	0.030	0.846	0.823	0.000	0.753	0.855	0.862	0.855	0.864	0.729	0.859	0.862	0.859	0.676	0.776	0.861	0.818	0.846	0.770	0.798	0.876	0.831	0.836	0.838	0.874	0.823	0.852	0.866	0.791	0.839	0.842	0.856	0.861	0.833	0.860	0.862	0.871	0.726	0.802	0.661	0.865	0.000	0.851	0.863	0.862	0.839	0.851	0.850	0.858	0.763	0.794	0.826	0.793	
Mo	2.909	0.553	0.752	0.560	0.964	0.664	0.646	4.800	0.451	0.455	0.000	0.801	0.413	0.432	0.401	0.361	0.768	0.387	0.366	0.447	0.609	0.474	0.363	0.537	0.442	0.564	0.453	0.281	0.465	0.448	0.421	0.267	0.392	0.391	0.307	0.508	0.403	0.392	0.359	0.388	0.399	0.364	0.347	0.327	0.726	0.485	0.758	0.397	0.000	0.355	0.351	0.344	0.454	0.419	0.388	0.404	0.343	0.661	0.481	0.389	
Area	129611	6524772	9427647	10390321	5721189	10092591	9192836	17386	8145799	10948351	392911	19851560	30903072	11101876	47485196	17194800	9439761	11697628	13616213	15049117	8343561	10346002	11198320	10781564	12105851	11602541	11940667	24286670	10319604	8383200	8246343	21138044	10592852	10406450	11515491	11299594	11940142	11263545	11219389	12253988	11227780	10973176	12273957	10657707	8625230	10723150	7350327	12848339	395450	12746873	11388279	12955647	53901700	11264006	11687225	14290771	28334810	37269080	9414564	12314366	
Fix Area	144460	15413431	21960144	27569086	19792446	20234768	18126970	145434	30899618	23075418	3874479	25633194	31919034	39811008	32566748	33146666	19348932	33659228	34200564	37797320	17871380	24821784	34316292	27939164	31100102	20768820	23221132	28792906	25944502	27333364	25122414	29384788	22290642	31165964	31426178	22727726	27338070	27036026	30626784	35237372	23581614	32536150	30897366	34825716	19366866	23507682	15397579	37649744	3899478	29073172	33673140	34195304	31485178	33336786	31812762	34998408	14650753	27898968	25857360	20167494	
HACH Area	9466	11145602	16368367	22075304	12965719	15160970	13052173	-18559	25984814	18858586	6633	19131454	27004230	34208232	27651944	28490854	13935149	28774422	29365758	32344538	11921618	19100014	29401486	22705374	26175300	15844018	18366326	24775068	21428682	22717550	20884584	25506944	18192806	26420154	27109350	17822922	22802252	22639202	26080966	30232572	19503778	27850338	26520540	30189902	13678094	18702874	10033794	32435952	6633	24617352	28947328	29370498	26241388	28212990	26927958	29913612	10782907	22014204	21201546	15691674	
Sm	11782.838	558.437	556.597	456.557	428.169	643.537	670.618	3477.245	301.819	558.276	0.000	1002.604	1067.353	316.970	1642.916	582.657	649.406	393.581	449.840	452.333	673.628	523.398	369.106	459.396	445.756	704.465	622.461	856.250	464.784	355.386	376.477	784.663	557.460	380.673	411.768	609.340	505.104	481.369	415.702	394.831	551.246	381.901	448.823	340.545	572.991	550.413	702.171	385.027	0.000	502.360	383.702	428.442	1979.642	385.582	421.055	463.730	2275.340	1647.107	425.555	719.339	
Ss	0.375	0.860	0.753	0.844	0.672	0.822	0.795	0.500	0.806	0.903	0.000	0.736	0.857	0.796	0.887	0.877	0.729	0.825	0.888	0.780	0.854	0.799	0.861	0.785	0.874	0.824	0.813	0.949	0.910	0.908	0.887	1.033	0.933	0.885	0.958	0.841	0.928	0.930	0.889	0.834	0.932	0.906	0.947	0.910	0.756	0.846	0.787	0.873	0.000	0.886	0.900	0.871	0.777	0.863	0.845	0.813	0.811	0.735	0.807	0.835	
N	31420.900	649.649	739.654	540.809	637.500	782.926	843.346	6954.490	374.587	618.215	0.000	1363.033	1245.957	398.148	1852.891	664.112	891.206	476.847	506.327	579.778	789.057	655.402	428.509	585.463	510.189	854.890	765.726	902.531	510.561	391.588	424.233	759.488	597.273	430.042	429.662	724.495	544.459	517.356	467.725	473.169	591.624	421.297	473.727	374.373	757.974	650.638	892.281	440.791	0.000	567.152	426.163	491.671	2549.349	446.690	498.069	570.096	2806.691	2241.312	527.265	861.190	
Phi_Po	0.075	0.732	0.752	0.806	0.662	0.756	0.730	0.030	0.846	0.823	0.000	0.753	0.855	0.862	0.855	0.864	0.729	0.859	0.862	0.859	0.676	0.776	0.861	0.818	0.846	0.770	0.798	0.876	0.831	0.836	0.838	0.874	0.823	0.852	0.866	0.791	0.839	0.842	0.856	0.861	0.833	0.860	0.862	0.871	0.726	0.802	0.661	0.865	0.000	0.851	0.863	0.862	0.839	0.851	0.850	0.858	0.763	0.794	0.826	0.793	
Psi_o	-0.091	0.525	0.434	0.527	0.353	0.455	0.487	-1.400	0.637	0.589	1.000	0.411	0.646	0.656	0.644	0.683	0.440	0.681	0.675	0.651	0.480	0.622	0.687	0.579	0.614	0.535	0.631	0.733	0.577	0.593	0.627	0.725	0.634	0.654	0.706	0.573	0.626	0.635	0.681	0.676	0.628	0.670	0.671	0.702	0.451	0.590	0.404	0.653	1.000	0.685	0.684	0.700	0.647	0.638	0.672	0.672	0.722	0.514	0.612	0.675	
Phi_Eo	-0.007	0.384	0.326	0.425	0.233	0.343	0.355	-0.041	0.539	0.485	0.000	0.309	0.552	0.566	0.550	0.590	0.321	0.585	0.582	0.559	0.324	0.482	0.592	0.473	0.520	0.412	0.504	0.642	0.479	0.496	0.525	0.633	0.521	0.557	0.612	0.453	0.525	0.535	0.583	0.582	0.523	0.576	0.579	0.612	0.328	0.473	0.267	0.565	0.000	0.583	0.590	0.604	0.543	0.543	0.571	0.577	0.551	0.408	0.505	0.535	
Phi_Do	0.925	0.268	0.248	0.194	0.338	0.244	0.270	0.970	0.154	0.177	1.000	0.247	0.145	0.138	0.145	0.136	0.271	0.141	0.138	0.141	0.324	0.224	0.139	0.182	0.154	0.230	0.202	0.124	0.169	0.164	0.162	0.126	0.177	0.148	0.134	0.209	0.161	0.158	0.144	0.139	0.167	0.140	0.138	0.129	0.274	0.198	0.339	0.135	1.000	0.149	0.137	0.138	0.161	0.149	0.150	0.142	0.237	0.206	0.174	0.207	
Phi_Pav	984.613	926.191	947.529	939.104	939.529	950.363	938.274	1012.360	906.616	934.611	0.000	965.628	939.107	937.027	967.291	946.647	943.284	934.744	942.328	944.158	944.803	940.410	929.822	935.272	939.516	948.708	934.390	870.458	938.308	924.143	923.375	937.537	932.761	922.471	934.709	941.868	938.364	938.837	932.275	940.215	934.234	933.822	939.938	922.227	900.813	936.171	944.366	947.033	0.000	946.185	941.346	943.478	975.507	932.944	938.215	944.093	932.572	981.613	921.242	902.822	
Pi_Abs	-0.000	1.903	1.313	3.140	0.474	1.599	1.485	-0.000	6.564	4.947	0.000	1.174	7.873	8.197	8.062	10.370	1.122	9.206	9.940	7.634	1.109	3.516	10.065	3.950	6.482	2.442	4.393	16.123	5.064	5.661	6.454	16.510	6.161	8.209	12.930	3.376	6.787	7.260	9.633	9.304	6.546	9.719	10.414	12.607	1.194	3.952	0.687	9.116	0.000	9.341	10.571	10.987	6.207	7.386	8.370	8.655	5.176	2.375	4.987	5.261	
ABS/RC	35.394	1.588	1.768	1.470	2.250	1.610	1.723	67.600	1.467	1.345	0.000	1.806	1.365	1.457	1.320	1.320	1.883	1.411	1.305	1.492	1.734	1.615	1.349	1.559	1.352	1.576	1.541	1.203	1.322	1.317	1.345	1.107	1.302	1.326	1.205	1.503	1.285	1.277	1.315	1.392	1.288	1.283	1.224	1.262	1.823	1.474	1.922	1.324	0.000	1.327	1.288	1.331	1.536	1.362	1.391	1.432	1.617	1.715	1.500	1.510	
TRo/RC	2.667	1.163	1.329	1.185	1.489	1.217	1.258	2.000	1.241	1.107	0.000	1.359	1.167	1.256	1.128	1.140	1.372	1.212	1.126	1.282	1.171	1.252	1.161	1.274	1.145	1.214	1.230	1.054	1.098	1.102	1.127	0.968	1.071	1.130	1.043	1.189	1.078	1.075	1.125	1.198	1.073	1.103	1.055	1.099	1.323	1.182	1.271	1.145	0.000	1.129	1.111	1.148	1.288	1.158	1.183	1.229	1.234	1.361	1.239	1.197	
ETo/RC	-0.242	0.610	0.576	0.624	0.525	0.553	0.612	-2.800	0.790	0.652	0.000	0.558	0.754	0.825	0.726	0.779	0.604	0.825	0.759	0.835	0.563	0.778	0.798	0.737	0.703	0.649	0.777	0.773	0.633	0.654	0.706	0.701	0.679	0.739	0.737	0.681	0.675	0.683	0.766	0.810	0.674	0.740	0.708	0.772	0.597	0.697	0.513	0.748	0.000	0.774	0.760	0.803	0.834	0.739	0.795	0.826	0.891	0.700	0.758	0.808	
DIo/RC	32.727	0.425	0.439	0.286	0.761	0.394	0.466	65.600	0.226	0.238	0.000	0.446	0.198	0.201	0.192	0.180	0.511	0.199	0.180	0.210	0.563	0.362	0.188	0.284	0.208	0.363	0.311	0.149	0.223	0.216	0.218	0.139	0.231	0.196	0.161	0.314	0.207	0.202	0.190	0.193	0.215	0.180	0.169	0.163	0.500	0.292	0.651	0.179	0.000	0.198	0.177	0.183	0.248	0.203	0.208	0.203	0.383	0.354	0.261	0.313	
