FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:20:16  19.12.2023	14:20:35  19.12.2023	14:20:56  19.12.2023	14:21:16  19.12.2023	14:21:36  19.12.2023	14:22:03  19.12.2023	14:22:21  19.12.2023	14:22:39  19.12.2023	14:23:01  19.12.2023	14:23:20  19.12.2023	14:23:39  19.12.2023	14:23:57  19.12.2023	14:25:50  19.12.2023	14:26:10  19.12.2023	14:26:29  19.12.2023	14:26:49  19.12.2023	14:27:11  19.12.2023	14:27:29  19.12.2023	14:27:46  19.12.2023	14:28:06  19.12.2023	14:28:27  19.12.2023	14:29:13  19.12.2023	14:29:32  19.12.2023	14:29:50  19.12.2023	14:30:39  19.12.2023	14:31:03  19.12.2023	14:31:23  19.12.2023	14:31:44  19.12.2023	14:32:13  19.12.2023	14:32:32  19.12.2023	14:32:54  19.12.2023	14:33:16  19.12.2023	14:33:42  19.12.2023	14:34:01  19.12.2023	14:34:19  19.12.2023	14:34:41  19.12.2023	14:35:29  19.12.2023	14:36:06  19.12.2023	14:36:36  19.12.2023	14:36:55  19.12.2023	14:37:17  19.12.2023	14:37:40  19.12.2023	14:38:00  19.12.2023	14:38:20  19.12.2023	14:38:44  19.12.2023	14:39:24  19.12.2023	14:39:47  19.12.2023	14:40:08  19.12.2023	14:41:15  19.12.2023	14:41:37  19.12.2023	14:41:56  19.12.2023	14:42:14  19.12.2023	14:42:37  19.12.2023	14:42:57  19.12.2023	14:43:15  19.12.2023	14:43:32  19.12.2023	15:11:18  19.12.2023	15:11:35  19.12.2023	15:11:53  19.12.2023	15:12:11  19.12.2023	
Fv/Fm	0.842	0.777	0.835	0.841	0.831	0.790	0.776	0.845	0.816	0.820	0.853	0.831	0.819	0.845	0.823	0.781	0.823	0.810	0.833	0.820	0.775	0.837	0.829	0.832	0.825	0.820	0.832	0.842	0.844	0.838	0.826	0.835	0.847	0.852	0.841	0.831	0.822	0.829	0.827	0.838	0.822	0.816	0.834	0.827	0.773	0.129	0.799	0.784	0.836	0.819	0.842	0.837	0.814	0.790	0.800	0.813	0.843	0.809	0.796	0.836	
Mo	0.476	0.693	0.452	0.502	0.552	0.624	0.692	0.440	0.578	0.548	0.407	0.475	0.604	0.459	0.543	0.584	0.394	0.666	0.469	0.582	0.722	0.552	0.525	0.483	0.480	0.507	0.524	0.471	0.492	0.522	0.536	0.434	0.416	0.421	0.487	0.448	0.154	0.602	0.475	0.442	0.559	0.547	0.599	0.506	0.289	1.263	0.591	0.544	0.462	0.454	0.430	0.432	0.607	0.571	0.621	0.600	0.408	0.546	0.499	0.563	
Area	10826842	9113707	10448415	11010071	11518008	8939427	12369116	11036090	11257581	13184814	13676113	11964512	9998845	11195076	11722320	10024034	11644338	13585947	12653329	11201221	11278111	13816107	11642604	10989645	11661543	12529879	11349973	14384971	12711707	11709552	11518816	15490261	13002904	13419835	13273654	11009165	16830354	11251339	10779779	11054176	11753062	11539235	11207438	10466652	2842003	25215	10786208	7858675	10602694	9314804	12751044	11754976	10134886	12891034	10698829	11008108	12960905	7949722	8704026	7880328	
Fix Area	29722744	24935234	27899458	30073630	28476032	25125152	22942220	28113550	28416894	27690672	29389428	27588884	30743612	30648946	26904280	23506730	28824242	29614830	27752136	31586730	24591072	29605886	28695232	27957244	24580050	27504218	29436594	28944850	32132278	29588008	29112648	26341264	32237574	29528370	30372360	33671044	9453929	30741008	26627612	27354988	28269828	27078752	30638932	28642732	12288087	126310	23673838	21043938	26870152	24264826	28619582	27050064	27804052	24918650	27121902	26487384	27843162	26164182	20621320	30726254	
HACH Area	24866938	19213464	23154648	25178826	23521230	19701368	17648432	23607730	23023108	22556878	24923606	22774078	25054838	25764142	21979476	18222942	23557454	23828062	22976328	25734964	18901298	24641084	23660432	23122436	20134228	22400422	24351796	24239038	26978484	24663206	23908856	21845444	27153776	25002552	25407560	27819278	7081024	25338224	21872802	22779172	23096034	21954956	25415140	23538936	8888223	-1684	18719036	16328127	22334334	19719008	23954770	22494246	22490266	19504866	21539126	21393588	23327342	21009388	16264495	25452466	
Sm	419.450	458.044	435.024	423.758	471.354	437.392	675.354	449.242	471.660	564.418	528.402	505.066	387.342	419.920	513.214	531.412	476.290	552.027	531.474	421.194	574.359	541.957	475.869	457.368	556.717	539.383	450.682	572.331	455.682	458.964	465.294	682.330	461.489	515.711	504.874	383.501	1536.177	429.900	475.467	468.021	490.569	507.398	426.934	429.895	245.529	1327.129	549.168	459.894	458.396	452.878	512.997	503.425	435.534	633.840	478.845	495.771	532.779	363.765	511.430	294.163	
Ss	0.862	0.748	0.899	0.880	0.851	0.820	0.831	0.910	0.757	0.781	0.955	0.833	0.865	0.867	0.898	0.785	0.818	0.782	0.866	0.777	0.750	0.869	0.804	0.844	0.890	0.819	0.845	0.890	0.867	0.835	0.812	0.921	0.888	0.913	0.854	0.743	1.038	0.775	0.868	0.917	0.851	0.799	0.794	0.828	0.911	0.333	0.732	0.784	0.836	0.876	0.848	0.870	0.773	0.787	0.733	0.805	0.861	0.732	0.831	0.877	
N	486.638	612.622	483.965	481.551	554.196	533.161	812.630	493.888	622.801	722.681	553.534	606.166	447.975	484.225	571.467	676.746	582.590	706.099	613.522	541.890	765.668	623.607	591.611	542.059	625.684	658.382	533.256	643.262	525.595	549.915	573.307	740.915	519.967	565.067	591.415	516.471	1480.189	554.569	547.458	510.372	576.331	635.217	537.369	518.906	269.519	3981.386	750.241	586.353	548.453	516.974	604.977	578.818	563.675	805.418	653.591	616.129	618.606	496.683	615.542	335.461	
Phi_Po	0.842	0.777	0.835	0.841	0.831	0.790	0.776	0.845	0.816	0.820	0.853	0.831	0.819	0.845	0.823	0.781	0.823	0.810	0.833	0.820	0.775	0.837	0.829	0.832	0.825	0.820	0.832	0.842	0.844	0.838	0.826	0.835	0.847	0.852	0.841	0.831	0.822	0.829	0.827	0.838	0.822	0.816	0.834	0.827	0.773	0.129	0.799	0.784	0.836	0.819	0.842	0.837	0.814	0.790	0.800	0.813	0.843	0.809	0.796	0.836	
Psi_o	0.590	0.482	0.594	0.558	0.531	0.488	0.425	0.600	0.562	0.572	0.612	0.604	0.477	0.602	0.512	0.542	0.678	0.480	0.594	0.548	0.459	0.520	0.578	0.593	0.573	0.585	0.557	0.581	0.574	0.564	0.565	0.600	0.631	0.615	0.584	0.667	0.840	0.533	0.588	0.594	0.524	0.563	0.524	0.581	0.737	0.579	0.568	0.574	0.614	0.603	0.635	0.624	0.531	0.551	0.545	0.517	0.648	0.600	0.585	0.507	
Phi_Eo	0.496	0.374	0.496	0.470	0.441	0.386	0.329	0.507	0.459	0.469	0.522	0.502	0.391	0.509	0.422	0.423	0.558	0.388	0.495	0.449	0.356	0.435	0.479	0.493	0.473	0.480	0.463	0.489	0.484	0.473	0.467	0.501	0.534	0.524	0.492	0.554	0.690	0.442	0.486	0.498	0.431	0.459	0.437	0.480	0.569	0.075	0.453	0.449	0.513	0.493	0.535	0.522	0.433	0.435	0.436	0.421	0.547	0.486	0.466	0.423	
Phi_Do	0.158	0.223	0.165	0.159	0.169	0.210	0.224	0.155	0.184	0.180	0.147	0.169	0.181	0.155	0.177	0.219	0.177	0.190	0.167	0.180	0.225	0.163	0.171	0.168	0.175	0.180	0.168	0.158	0.156	0.162	0.174	0.165	0.153	0.148	0.159	0.169	0.178	0.171	0.173	0.162	0.178	0.184	0.166	0.173	0.227	0.871	0.201	0.216	0.164	0.181	0.158	0.163	0.186	0.210	0.200	0.187	0.157	0.191	0.204	0.164	
Phi_Pav	925.090	932.182	927.578	934.378	929.482	930.138	949.774	922.238	934.638	941.218	935.680	929.427	929.081	929.960	934.816	940.004	929.430	947.658	938.618	928.975	944.227	941.844	936.033	925.006	934.139	937.661	933.642	942.241	934.404	934.602	934.047	946.670	927.248	931.475	940.336	932.500	737.714	933.746	932.201	929.891	934.713	937.676	933.057	931.270	856.341	944.459	929.846	920.338	931.049	923.510	935.684	932.717	929.102	941.618	930.743	934.285	933.017	915.164	922.028	904.850	
Pi_Abs	5.545	1.879	5.559	4.969	3.945	2.327	1.646	6.281	3.511	3.892	7.433	5.204	2.936	6.043	3.601	2.589	6.579	2.480	5.258	3.506	1.700	4.048	4.437	5.076	4.641	4.309	4.379	5.544	5.328	4.693	4.137	5.830	7.112	7.150	5.346	6.062	20.635	3.557	4.876	5.809	3.567	3.726	3.673	4.524	6.700	0.009	3.041	2.995	5.663	4.921	6.629	6.196	3.122	2.865	2.808	3.057	7.215	3.775	3.646	3.820	
ABS/RC	1.378	1.722	1.332	1.350	1.414	1.542	1.551	1.301	1.619	1.562	1.228	1.444	1.411	1.364	1.354	1.630	1.487	1.580	1.386	1.570	1.719	1.375	1.499	1.424	1.362	1.489	1.422	1.334	1.367	1.429	1.491	1.301	1.330	1.286	1.393	1.621	1.172	1.556	1.393	1.302	1.429	1.534	1.509	1.460	1.420	23.211	1.711	1.627	1.431	1.394	1.401	1.374	1.590	1.609	1.706	1.528	1.377	1.687	1.512	1.365	
TRo/RC	1.160	1.337	1.113	1.136	1.176	1.219	1.203	1.099	1.320	1.280	1.048	1.200	1.157	1.153	1.114	1.273	1.223	1.279	1.154	1.287	1.333	1.151	1.243	1.185	1.124	1.221	1.183	1.124	1.153	1.198	1.232	1.086	1.127	1.096	1.171	1.347	0.964	1.290	1.151	1.090	1.175	1.252	1.259	1.207	1.098	3.000	1.366	1.275	1.196	1.142	1.179	1.150	1.294	1.271	1.365	1.243	1.161	1.365	1.204	1.140	
ETo/RC	0.684	0.645	0.661	0.634	0.624	0.595	0.511	0.659	0.742	0.732	0.641	0.725	0.552	0.694	0.571	0.690	0.830	0.613	0.685	0.705	0.611	0.599	0.718	0.702	0.644	0.714	0.659	0.653	0.662	0.676	0.696	0.652	0.710	0.674	0.685	0.898	0.809	0.688	0.676	0.648	0.616	0.705	0.660	0.701	0.808	1.737	0.775	0.731	0.734	0.688	0.749	0.718	0.688	0.700	0.744	0.643	0.753	0.820	0.704	0.578	
DIo/RC	0.218	0.385	0.220	0.214	0.238	0.323	0.348	0.202	0.298	0.281	0.181	0.244	0.255	0.211	0.240	0.357	0.264	0.301	0.232	0.283	0.386	0.224	0.256	0.238	0.239	0.268	0.239	0.210	0.213	0.231	0.259	0.215	0.203	0.191	0.221	0.275	0.209	0.266	0.241	0.211	0.254	0.282	0.250	0.253	0.322	20.211	0.345	0.352	0.235	0.252	0.221	0.224	0.296	0.338	0.341	0.285	0.216	0.322	0.308	0.225	
