FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:27:44  28.12.2023	13:28:11  28.12.2023	13:28:39  28.12.2023	13:29:05  28.12.2023	13:30:36  28.12.2023	13:31:04  28.12.2023	13:31:30  28.12.2023	13:31:52  28.12.2023	13:32:52  28.12.2023	13:33:20  28.12.2023	13:33:42  28.12.2023	13:34:06  28.12.2023	13:40:35  28.12.2023	13:40:56  28.12.2023	13:41:14  28.12.2023	13:41:35  28.12.2023	13:41:57  28.12.2023	13:42:16  28.12.2023	13:42:35  28.12.2023	13:42:53  28.12.2023	13:43:26  28.12.2023	13:43:47  28.12.2023	13:44:06  28.12.2023	13:44:24  28.12.2023	13:45:49  28.12.2023	13:46:07  28.12.2023	13:46:24  28.12.2023	13:46:43  28.12.2023	13:47:09  28.12.2023	13:47:30  28.12.2023	13:47:50  28.12.2023	13:48:11  28.12.2023	13:48:36  28.12.2023	13:48:53  28.12.2023	13:49:13  28.12.2023	13:49:34  28.12.2023	13:50:33  28.12.2023	13:50:56  28.12.2023	13:51:20  28.12.2023	13:51:41  28.12.2023	13:52:06  28.12.2023	13:52:39  28.12.2023	13:53:00  28.12.2023	13:53:20  28.12.2023	13:53:46  28.12.2023	13:54:08  28.12.2023	13:54:30  28.12.2023	13:54:49  28.12.2023	13:55:54  28.12.2023	13:56:11  28.12.2023	13:56:28  28.12.2023	13:56:46  28.12.2023	13:57:17  28.12.2023	13:57:49  28.12.2023	13:58:08  28.12.2023	13:58:30  28.12.2023	13:59:17  28.12.2023	13:59:34  28.12.2023	13:59:52  28.12.2023	14:00:08  28.12.2023	
HACH Area	29966310	28418674	25491806	23451808	22272964	24447466	31974268	28757462	29115290	34330096	11010	33649296	30039184	29968538	29243536	30243992	29707260	27189462	27032502	28904288	28603082	37705316	28151736	24957258	26103602	27574976	29987732	28851174	15449403	27351278	28840692	31896684	21474422	24250424	26200858	18158418	27064736	26116710	28480276	26790174	22212266	26077018	27639136	27243226	24874844	18826416	25492294	22677614	26821154	24700724	30695150	28405650	24045138	25176940	23221946	25067084	25487088	26286238	27926164	29139004	
Sm	560.106	766.693	617.184	734.275	697.178	777.974	552.610	643.799	649.984	474.152	15462.628	668.729	593.040	813.225	579.014	651.012	605.315	719.860	752.184	713.781	888.951	379.409	629.416	657.513	704.349	590.880	487.881	487.158	747.442	1598.105	774.151	1895.213	644.324	638.145	570.994	654.824	674.388	623.878	808.697	662.186	678.214	673.214	650.314	676.762	622.829	684.942	478.999	1655.085	756.545	769.188	1426.969	1276.669	859.275	565.994	691.628	624.345	642.590	580.746	629.631	697.076	
Ss	1.033	0.966	0.949	1.108	1.160	1.093	0.947	1.012	0.972	0.879	0.333	0.875	0.916	0.931	0.952	0.986	1.069	1.127	1.039	1.058	1.010	0.891	1.044	1.038	0.971	1.028	0.916	0.903	0.833	1.042	0.898	1.021	0.955	0.827	1.063	1.030	0.996	1.033	1.021	1.074	1.138	1.085	1.028	1.103	0.971	1.038	1.049	1.063	1.001	1.069	1.032	1.040	0.909	0.977	1.032	0.925	1.125	1.154	1.064	1.070	
N	542.339	793.851	650.173	662.738	600.883	712.009	583.456	636.141	668.490	539.494	46387.883	764.374	647.468	873.740	608.275	660.569	566.340	639.019	723.892	674.681	879.724	425.825	602.607	633.712	725.100	574.680	532.619	539.345	896.766	1533.739	862.504	1855.582	674.736	771.720	537.012	635.628	677.302	603.965	791.843	616.380	596.024	620.358	632.829	613.551	641.333	660.113	456.829	1557.601	755.734	719.306	1382.172	1227.557	945.784	579.046	670.412	675.012	570.950	503.163	591.561	651.259	
Phi_Po	0.870	0.869	0.853	0.862	0.863	0.865	0.873	0.869	0.869	0.871	0.092	0.862	0.866	0.864	0.866	0.869	0.874	0.873	0.868	0.873	0.869	0.875	0.867	0.865	0.861	0.865	0.867	0.865	0.765	0.878	0.861	0.874	0.839	0.826	0.863	0.825	0.862	0.863	0.873	0.871	0.858	0.866	0.866	0.872	0.858	0.846	0.861	0.863	0.863	0.860	0.877	0.867	0.843	0.852	0.855	0.853	0.862	0.869	0.869	0.868	
Psi_o	0.638	0.603	0.583	0.645	0.651	0.642	0.619	0.628	0.620	0.610	0.077	0.606	0.622	0.602	0.615	0.648	0.644	0.669	0.623	0.645	0.641	0.628	0.651	0.628	0.627	0.630	0.630	0.632	0.553	0.672	0.737	0.651	0.617	0.556	0.636	0.589	0.612	0.643	0.663	0.668	0.660	0.634	0.647	0.667	0.614	0.793	0.632	0.643	0.630	0.638	0.657	0.635	0.570	0.614	0.609	0.593	0.640	0.659	0.656	0.707	
Phi_Eo	0.555	0.524	0.498	0.556	0.561	0.555	0.540	0.546	0.538	0.532	0.007	0.522	0.539	0.520	0.533	0.563	0.562	0.584	0.541	0.563	0.557	0.549	0.564	0.543	0.540	0.545	0.546	0.547	0.423	0.590	0.635	0.569	0.518	0.460	0.549	0.486	0.528	0.555	0.579	0.582	0.567	0.549	0.560	0.582	0.527	0.671	0.544	0.555	0.543	0.549	0.576	0.550	0.481	0.523	0.520	0.506	0.552	0.572	0.570	0.613	
Phi_Do	0.130	0.131	0.147	0.138	0.137	0.135	0.127	0.131	0.131	0.129	0.908	0.138	0.134	0.136	0.134	0.131	0.126	0.127	0.132	0.127	0.131	0.125	0.133	0.135	0.139	0.135	0.133	0.135	0.235	0.122	0.139	0.126	0.161	0.174	0.137	0.175	0.138	0.137	0.127	0.129	0.142	0.134	0.134	0.128	0.142	0.154	0.139	0.137	0.137	0.140	0.123	0.133	0.157	0.148	0.145	0.147	0.138	0.131	0.131	0.132	
Phi_Pav	933.770	949.380	937.925	942.920	937.775	945.385	942.528	945.678	938.643	935.481	982.097	957.898	948.117	960.087	943.451	956.441	941.731	949.495	957.348	956.390	963.606	943.972	954.629	945.020	944.992	944.116	936.378	932.992	935.465	904.075	950.502	979.191	929.817	938.694	944.623	928.993	950.743	941.881	951.580	943.278	936.166	952.946	951.618	949.794	934.391	917.307	933.372	914.817	957.900	956.831	961.086	978.364	951.128	942.838	950.734	947.961	952.049	949.209	956.946	957.418	
Pi_Abs	10.561	8.439	6.609	10.878	11.749	10.833	9.179	9.858	9.108	8.119	0.000	7.229	8.437	7.710	8.532	10.467	11.668	13.622	9.768	11.556	10.411	9.196	11.001	9.688	8.689	9.744	8.788	8.603	2.573	13.458	13.502	11.570	6.737	4.069	10.080	5.755	8.473	10.119	12.038	12.743	11.482	10.477	10.509	13.154	7.980	18.503	9.579	10.415	9.258	9.986	12.306	10.231	5.455	7.639	8.049	6.656	10.763	12.823	11.652	14.683	
ABS/RC	1.113	1.192	1.234	1.047	0.999	1.058	1.210	1.137	1.184	1.306	32.538	1.326	1.261	1.244	1.213	1.167	1.071	1.017	1.109	1.083	1.139	1.283	1.104	1.115	1.196	1.124	1.259	1.280	1.567	1.093	1.293	1.120	1.248	1.464	1.090	1.176	1.165	1.122	1.122	1.068	1.024	1.064	1.124	1.039	1.201	1.139	1.108	1.090	1.157	1.087	1.105	1.109	1.306	1.200	1.134	1.268	1.031	0.997	1.081	1.077	
TRo/RC	0.968	1.035	1.053	0.903	0.862	0.915	1.056	0.988	1.028	1.138	3.000	1.143	1.092	1.074	1.051	1.015	0.936	0.888	0.962	0.945	0.990	1.122	0.957	0.964	1.029	0.973	1.092	1.107	1.200	0.960	1.114	0.979	1.047	1.209	0.940	0.971	1.004	0.968	0.979	0.931	0.879	0.921	0.973	0.907	1.030	0.964	0.954	0.941	0.999	0.935	0.969	0.962	1.101	1.023	0.969	1.081	0.889	0.866	0.940	0.934	
ETo/RC	0.618	0.624	0.615	0.582	0.561	0.588	0.653	0.621	0.637	0.694	0.231	0.693	0.679	0.647	0.646	0.657	0.602	0.594	0.600	0.610	0.635	0.705	0.623	0.605	0.645	0.613	0.688	0.700	0.663	0.645	0.822	0.638	0.646	0.673	0.598	0.572	0.615	0.623	0.650	0.622	0.580	0.584	0.630	0.604	0.632	0.765	0.603	0.605	0.629	0.597	0.636	0.610	0.627	0.628	0.590	0.641	0.569	0.571	0.616	0.661	
DIo/RC	0.145	0.156	0.181	0.144	0.137	0.143	0.154	0.149	0.155	0.168	29.538	0.183	0.169	0.169	0.162	0.153	0.135	0.130	0.147	0.137	0.149	0.161	0.147	0.151	0.166	0.151	0.168	0.173	0.368	0.134	0.179	0.141	0.200	0.255	0.149	0.206	0.160	0.154	0.143	0.138	0.145	0.143	0.151	0.133	0.171	0.176	0.155	0.149	0.159	0.152	0.136	0.147	0.205	0.177	0.165	0.187	0.143	0.131	0.142	0.143	
