FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:55:35  5.12.2023	14:55:56  5.12.2023	14:56:16  5.12.2023	14:56:38  5.12.2023	14:56:59  5.12.2023	14:57:19  5.12.2023	14:57:38  5.12.2023	14:57:58  5.12.2023	14:58:19  5.12.2023	14:58:37  5.12.2023	14:58:57  5.12.2023	14:59:18  5.12.2023	15:00:43  5.12.2023	15:01:02  5.12.2023	15:01:20  5.12.2023	15:01:37  5.12.2023	15:02:04  5.12.2023	15:02:26  5.12.2023	15:02:45  5.12.2023	15:03:02  5.12.2023	15:03:47  5.12.2023	15:04:05  5.12.2023	15:04:24  5.12.2023	15:04:45  5.12.2023	15:06:01  5.12.2023	15:06:20  5.12.2023	15:06:41  5.12.2023	15:07:01  5.12.2023	15:07:23  5.12.2023	15:07:45  5.12.2023	15:08:08  5.12.2023	15:08:31  5.12.2023	15:09:10  5.12.2023	15:09:30  5.12.2023	15:09:49  5.12.2023	15:10:08  5.12.2023	15:10:56  5.12.2023	15:11:22  5.12.2023	15:11:40  5.12.2023	15:11:59  5.12.2023	15:12:23  5.12.2023	15:12:44  5.12.2023	15:13:08  5.12.2023	15:13:28  5.12.2023	15:13:50  5.12.2023	15:14:08  5.12.2023	15:14:27  5.12.2023	15:14:48  5.12.2023	15:40:49  5.12.2023	15:41:09  5.12.2023	15:41:26  5.12.2023	15:41:44  5.12.2023	15:42:03  5.12.2023	15:42:21  5.12.2023	15:42:38  5.12.2023	15:42:57  5.12.2023	15:43:33  5.12.2023	15:43:53  5.12.2023	15:44:12  5.12.2023	15:44:31  5.12.2023	
Fv/Fm	0.788	0.818	0.835	0.812	0.817	0.805	0.787	0.792	0.794	0.799	0.815	0.763	0.809	0.849	0.828	0.828	0.839	0.838	0.777	0.817	0.788	0.756	0.781	0.834	0.819	0.830	0.811	0.814	0.815	0.813	0.800	0.833	0.815	0.806	0.818	0.760	0.812	0.847	0.820	0.840	0.791	0.801	0.791	0.838	0.805	0.833	0.812	0.815	0.800	0.813	0.831	0.803	0.821	0.820	0.820	0.804	0.841	0.829	0.745	0.803	
Mo	0.575	0.537	0.471	0.562	0.530	0.607	0.511	0.461	0.611	0.619	0.537	0.568	0.579	0.411	0.451	0.470	0.528	0.498	0.652	0.550	0.613	0.668	0.662	0.428	0.501	0.504	0.646	0.567	0.535	0.645	0.686	0.571	0.584	0.679	0.520	0.702	0.606	0.439	0.606	0.438	0.647	0.619	0.639	0.451	0.540	0.467	0.589	0.585	0.727	0.610	0.489	0.546	0.589	0.548	0.586	0.598	0.468	0.544	0.561	0.568	
Area	10892452	9770853	12421766	11645208	18284802	10435335	9953814	10843579	12109331	9608050	12062097	8517936	10557140	16159583	13593433	9209707	14451346	11962406	9240637	12980641	9306506	14847887	8631286	10143658	12938948	10597082	10189646	11669188	12396343	11397977	11568444	11720963	11301310	11141981	11675850	8548749	9282546	12536483	10732045	12793084	8827186	9640115	11231666	21212924	12296251	20131170	11251963	13179030	8057837	9787562	10850866	10740859	46347304	9307553	10015713	8411313	12106538	10033608	10199480	11911514	
Fix Area	21938132	25473172	27252498	25557626	24293164	25123066	19384590	20714102	22524384	24322948	24779646	21093916	26707052	27992868	23972632	26018636	27930328	28814948	22766168	27793106	22485468	21772166	23725940	25090944	24997514	28329940	31237874	25551872	27129300	30241932	27075818	30371934	26476282	30391674	25667222	24166628	29409030	35199764	29309924	28636890	24879176	26348370	25073830	26760454	23333800	26420886	26442744	27035098	28180766	29187986	26149034	22991508	29480832	26861716	28993992	25831768	29722690	28991868	18631628	23519276	
HACH Area	17132324	20698362	22636682	20622824	19707348	20088268	15087762	16247281	17739576	19298148	20073834	15959121	21463262	23626042	19705802	21412820	23294512	24010140	17552376	22568314	17576664	16310384	18394152	20784116	20331700	23385138	25191116	20677068	21984506	24455162	21523040	25168144	21451484	24344916	20852414	18216866	23752256	29672984	23897140	23921078	19545390	20964586	19700044	22015642	18637986	21845070	21318948	21881304	22425996	23596210	21603216	18345694	23987052	21916914	23630206	20637976	24876884	23908072	13726825	18744466	
Sm	611.386	453.930	529.961	545.290	893.336	501.530	628.675	635.651	657.937	481.365	579.964	514.058	475.697	658.607	662.836	415.920	598.474	481.656	508.426	556.393	510.281	876.602	453.062	469.723	613.919	437.769	392.272	545.901	545.326	452.372	520.562	451.119	509.688	443.921	539.425	452.578	379.173	410.655	435.978	516.997	436.363	445.394	552.223	862.104	635.432	882.907	509.738	582.318	349.096	402.482	485.215	566.113	1841.810	412.167	410.211	395.343	472.321	407.440	713.400	612.354	
Ss	0.848	0.825	0.923	0.881	0.930	0.847	0.887	0.907	0.874	0.839	0.903	0.858	0.859	0.972	0.958	0.922	0.913	0.912	0.781	0.820	0.863	0.785	0.799	1.019	0.932	0.881	0.731	0.902	0.848	0.796	0.779	0.832	0.881	0.748	0.891	0.775	0.803	0.832	0.834	0.901	0.817	0.799	0.820	0.888	0.858	0.861	0.851	0.840	0.789	0.827	0.919	0.914	0.805	0.896	0.838	0.836	0.855	0.843	0.852	0.827	
N	720.667	550.178	573.869	618.799	960.447	592.074	708.978	700.474	752.769	573.980	642.564	599.097	553.908	677.271	691.928	451.349	655.215	528.130	650.864	678.579	591.030	1117.310	566.979	460.807	658.669	497.073	536.941	605.148	642.828	568.341	667.953	542.234	578.673	593.428	605.534	584.347	472.382	493.331	522.628	573.829	534.022	557.773	673.569	971.345	740.711	1024.989	598.771	692.900	442.491	486.775	528.131	619.076	2288.216	460.055	489.231	472.865	552.661	483.330	837.401	740.752	
Phi_Po	0.788	0.818	0.835	0.812	0.817	0.805	0.787	0.792	0.794	0.799	0.815	0.763	0.809	0.849	0.828	0.828	0.839	0.838	0.777	0.817	0.788	0.756	0.781	0.834	0.819	0.830	0.811	0.814	0.815	0.813	0.800	0.833	0.815	0.806	0.818	0.760	0.812	0.847	0.820	0.840	0.791	0.801	0.791	0.838	0.805	0.833	0.812	0.815	0.800	0.813	0.831	0.803	0.821	0.820	0.820	0.804	0.841	0.829	0.745	0.803	
Psi_o	0.512	0.557	0.565	0.505	0.507	0.485	0.547	0.582	0.466	0.481	0.515	0.513	0.503	0.600	0.568	0.567	0.517	0.546	0.491	0.549	0.471	0.476	0.471	0.563	0.533	0.556	0.528	0.488	0.546	0.486	0.466	0.525	0.485	0.492	0.537	0.456	0.514	0.635	0.495	0.605	0.472	0.506	0.476	0.600	0.537	0.598	0.499	0.508	0.427	0.496	0.551	0.500	0.526	0.509	0.509	0.500	0.600	0.541	0.522	0.530	
Phi_Eo	0.403	0.456	0.472	0.410	0.414	0.391	0.430	0.461	0.370	0.384	0.420	0.391	0.407	0.509	0.470	0.469	0.434	0.457	0.382	0.448	0.371	0.360	0.368	0.470	0.436	0.462	0.428	0.398	0.445	0.396	0.373	0.437	0.396	0.397	0.439	0.347	0.417	0.537	0.405	0.508	0.373	0.405	0.377	0.503	0.432	0.498	0.405	0.414	0.342	0.403	0.458	0.402	0.432	0.418	0.417	0.402	0.504	0.449	0.389	0.426	
Phi_Do	0.212	0.182	0.165	0.188	0.183	0.195	0.213	0.208	0.206	0.201	0.185	0.237	0.191	0.151	0.172	0.172	0.161	0.162	0.223	0.183	0.212	0.244	0.219	0.166	0.181	0.170	0.189	0.186	0.185	0.187	0.200	0.167	0.185	0.194	0.182	0.240	0.188	0.153	0.180	0.160	0.209	0.199	0.209	0.162	0.195	0.167	0.188	0.185	0.200	0.187	0.169	0.197	0.179	0.180	0.180	0.196	0.159	0.171	0.255	0.197	
Phi_Pav	941.123	925.040	938.815	939.176	958.240	935.573	930.130	930.066	946.626	934.240	942.842	930.791	934.786	945.026	943.356	926.484	944.431	935.025	937.061	943.862	931.514	958.404	927.590	928.836	945.485	928.222	931.435	942.544	942.876	939.374	943.095	935.809	940.897	937.406	935.633	926.122	928.775	935.643	936.503	940.681	929.202	934.622	946.250	890.480	944.096	952.970	936.789	945.544	926.418	930.643	934.253	944.218	968.066	935.025	930.044	930.176	942.131	933.901	945.776	942.567	
Pi_Abs	2.599	3.823	5.086	3.156	3.488	2.659	3.098	3.825	2.327	2.462	3.459	2.223	2.977	6.962	5.007	4.799	4.278	4.750	2.041	3.637	2.246	1.671	1.986	5.496	3.928	4.483	2.850	3.074	3.677	2.670	2.175	3.824	2.986	2.426	3.801	1.568	2.984	6.765	3.042	6.086	2.189	2.631	2.229	5.789	3.297	5.312	2.960	3.108	1.885	2.877	4.610	3.003	3.356	3.486	3.239	2.753	5.697	3.994	2.022	3.055	
ABS/RC	1.497	1.481	1.296	1.397	1.316	1.466	1.434	1.391	1.442	1.493	1.359	1.527	1.440	1.211	1.261	1.311	1.305	1.309	1.647	1.493	1.470	1.686	1.602	1.177	1.310	1.367	1.687	1.361	1.446	1.545	1.604	1.443	1.393	1.659	1.372	1.698	1.534	1.419	1.462	1.321	1.546	1.564	1.542	1.344	1.449	1.394	1.447	1.461	1.584	1.488	1.310	1.361	1.514	1.361	1.455	1.488	1.391	1.431	1.577	1.507	
TRo/RC	1.179	1.212	1.083	1.135	1.075	1.181	1.128	1.102	1.144	1.192	1.108	1.165	1.164	1.028	1.044	1.085	1.095	1.096	1.280	1.220	1.158	1.275	1.251	0.981	1.073	1.135	1.369	1.109	1.179	1.256	1.283	1.202	1.135	1.337	1.123	1.291	1.246	1.201	1.199	1.110	1.224	1.252	1.220	1.127	1.166	1.161	1.175	1.190	1.268	1.209	1.088	1.094	1.242	1.116	1.193	1.196	1.170	1.186	1.174	1.210	
ETo/RC	0.604	0.675	0.612	0.573	0.545	0.573	0.616	0.641	0.533	0.573	0.571	0.597	0.586	0.617	0.593	0.615	0.566	0.599	0.628	0.669	0.545	0.607	0.589	0.553	0.571	0.631	0.723	0.541	0.644	0.611	0.598	0.631	0.551	0.658	0.603	0.589	0.640	0.763	0.593	0.672	0.577	0.633	0.581	0.676	0.626	0.694	0.586	0.605	0.541	0.600	0.600	0.547	0.653	0.569	0.607	0.598	0.702	0.642	0.613	0.642	
DIo/RC	0.318	0.269	0.213	0.262	0.241	0.286	0.306	0.289	0.297	0.300	0.251	0.361	0.275	0.183	0.217	0.226	0.210	0.212	0.367	0.273	0.312	0.411	0.350	0.196	0.238	0.232	0.319	0.253	0.267	0.289	0.321	0.241	0.257	0.322	0.250	0.407	0.288	0.217	0.264	0.212	0.323	0.312	0.322	0.217	0.283	0.233	0.273	0.271	0.316	0.278	0.221	0.268	0.271	0.244	0.262	0.292	0.221	0.245	0.403	0.297	
