FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:55:35  5.12.2023	14:55:56  5.12.2023	14:56:16  5.12.2023	14:56:38  5.12.2023	14:56:59  5.12.2023	14:57:19  5.12.2023	14:57:38  5.12.2023	14:57:58  5.12.2023	14:58:19  5.12.2023	14:58:37  5.12.2023	14:58:57  5.12.2023	14:59:18  5.12.2023	15:00:43  5.12.2023	15:01:02  5.12.2023	15:01:20  5.12.2023	15:01:37  5.12.2023	15:02:04  5.12.2023	15:02:26  5.12.2023	15:02:45  5.12.2023	15:03:02  5.12.2023	15:03:47  5.12.2023	15:04:05  5.12.2023	15:04:24  5.12.2023	15:04:45  5.12.2023	15:06:01  5.12.2023	15:06:20  5.12.2023	15:06:41  5.12.2023	15:07:01  5.12.2023	15:07:23  5.12.2023	15:07:45  5.12.2023	15:08:08  5.12.2023	15:08:31  5.12.2023	15:09:10  5.12.2023	15:09:30  5.12.2023	15:09:49  5.12.2023	15:10:08  5.12.2023	15:10:56  5.12.2023	15:11:22  5.12.2023	15:11:40  5.12.2023	15:11:59  5.12.2023	15:12:23  5.12.2023	15:12:44  5.12.2023	15:13:08  5.12.2023	15:13:28  5.12.2023	15:13:50  5.12.2023	15:14:08  5.12.2023	15:14:27  5.12.2023	15:14:48  5.12.2023	15:40:49  5.12.2023	15:41:09  5.12.2023	15:41:26  5.12.2023	15:41:44  5.12.2023	15:42:03  5.12.2023	15:42:21  5.12.2023	15:42:38  5.12.2023	15:42:57  5.12.2023	15:43:33  5.12.2023	15:43:53  5.12.2023	15:44:12  5.12.2023	15:44:31  5.12.2023	
Bckg	348	329	319	239	279	269	448	348	249	378	338	358	239	219	249	249	189	229	269	348	325	715	292	229	309	249	585	249	338	422	259	319	239	357	269	487	292	487	249	259	219	259	428	259	249	229	309	319	357	357	239	259	390	239	292	229	448	299	289	309	
Fo	4806	4775	4616	4935	4586	5035	4297	4467	4785	5025	4706	5135	5244	4367	4267	4606	4636	4805	5214	5225	4909	5462	5332	4307	4666	4945	6047	4875	5145	5787	5553	5204	5025	6047	4815	5950	5657	5527	5413	4716	5334	5384	5374	4745	4696	4576	5124	5154	5755	5592	4546	4646	5494	4945	5364	5194	4846	5084	4905	4775	
Fj	13500	14316	14815	15513	14676	15742	11476	11596	14616	15394	14786	13211	16271	14177	13130	14197	16291	16081	14466	15753	14565	14337	15410	13738	14516	15693	18303	15812	15464	18726	17427	17547	16440	18791	14835	16223	17556	16678	17856	14486	16022	16081	16032	14586	13659	13748	16191	16281	18987	17849	14586	14127	17426	16022	17361	15832	15105	16380	11734	13908	
Fi	16760	19511	21216	19800	18723	19461	14247	15125	17308	18664	18824	16092	21196	21425	17507	19491	21984	22353	18354	21496	17523	16808	18726	18723	18703	21286	24676	19451	20509	23473	21106	23409	20378	24448	19601	18889	23441	28772	23310	22073	19970	20608	19502	19401	17816	19681	20518	20827	21913	22888	19710	17587	23245	20767	22985	20378	22951	22801	14745	17995	
Fm	22622	26300	28055	26291	25054	25842	20130	21526	23190	24985	25504	21705	27437	28903	24775	26749	28783	29641	23389	28555	23147	22400	24383	25902	25742	29152	32023	26251	27877	30983	27776	31186	27198	31146	26460	24839	30138	36055	30029	29461	25563	27028	25713	29351	24047	27377	27198	27786	28837	29910	26909	23619	30658	27527	29780	26470	30478	29710	19202	24227	
Fv	17816	21525	23439	21356	20468	20807	15833	17059	18405	19960	20798	16570	22193	24536	20508	22143	24147	24836	18175	23330	18238	16938	19051	21595	21076	24207	25976	21376	22732	25196	22223	25982	22173	25099	21645	18889	24481	30528	24616	24745	20229	21644	20339	24606	19351	22801	22074	22632	23082	24318	22363	18973	25164	22582	24416	21276	25632	24626	14297	19452	
Vj	0.488	0.443	0.435	0.495	0.493	0.515	0.453	0.418	0.534	0.519	0.485	0.487	0.497	0.400	0.432	0.433	0.483	0.454	0.509	0.451	0.529	0.524	0.529	0.437	0.467	0.444	0.472	0.512	0.454	0.514	0.534	0.475	0.515	0.508	0.463	0.544	0.486	0.365	0.505	0.395	0.528	0.494	0.524	0.400	0.463	0.402	0.501	0.492	0.573	0.504	0.449	0.500	0.474	0.491	0.491	0.500	0.400	0.459	0.478	0.470	
Vi	0.671	0.685	0.708	0.696	0.691	0.693	0.628	0.625	0.680	0.683	0.679	0.661	0.719	0.695	0.646	0.672	0.718	0.707	0.723	0.697	0.692	0.670	0.703	0.668	0.666	0.675	0.717	0.682	0.676	0.702	0.700	0.701	0.692	0.733	0.683	0.685	0.726	0.761	0.727	0.701	0.724	0.703	0.695	0.596	0.678	0.662	0.697	0.693	0.700	0.711	0.678	0.682	0.705	0.701	0.722	0.714	0.706	0.719	0.688	0.680	
Fm/Fo	4.707	5.508	6.078	5.327	5.463	5.132	4.685	4.819	4.846	4.972	5.419	4.227	5.232	6.619	5.806	5.807	6.209	6.169	4.486	5.465	4.715	4.101	4.573	6.014	5.517	5.895	5.296	5.385	5.418	5.354	5.002	5.993	5.413	5.151	5.495	4.175	5.328	6.523	5.548	6.247	4.792	5.020	4.785	6.186	5.121	5.983	5.308	5.391	5.011	5.349	5.919	5.084	5.580	5.567	5.552	5.096	6.289	5.844	3.915	5.074	
Fv/Fo	3.707	4.508	5.078	4.327	4.463	4.132	3.685	3.819	3.846	3.972	4.419	3.227	4.232	5.619	4.806	4.807	5.209	5.169	3.486	4.465	3.715	3.101	3.573	5.014	4.517	4.895	4.296	4.385	4.418	4.354	4.002	4.993	4.413	4.151	4.495	3.175	4.328	5.523	4.548	5.247	3.792	4.020	3.785	5.186	4.121	4.983	4.308	4.391	4.011	4.349	4.919	4.084	4.580	4.567	4.552	4.096	5.289	4.844	2.915	4.074	
