FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:23:20  8.11.2023	14:23:41  8.11.2023	14:24:02  8.11.2023	14:24:20  8.11.2023	14:26:01  8.11.2023	14:26:23  8.11.2023	14:26:43  8.11.2023	14:27:05  8.11.2023	14:27:46  8.11.2023	14:28:04  8.11.2023	14:29:15  8.11.2023	14:29:35  8.11.2023	14:31:03  8.11.2023	14:31:21  8.11.2023	14:31:41  8.11.2023	14:32:02  8.11.2023	14:32:28  8.11.2023	14:32:47  8.11.2023	14:33:08  8.11.2023	14:33:28  8.11.2023	14:33:57  8.11.2023	14:34:17  8.11.2023	14:34:57  8.11.2023	14:35:32  8.11.2023	14:37:39  8.11.2023	14:38:01  8.11.2023	14:38:21  8.11.2023	14:38:41  8.11.2023	14:39:27  8.11.2023	14:39:46  8.11.2023	14:40:09  8.11.2023	14:40:32  8.11.2023	14:41:00  8.11.2023	14:41:20  8.11.2023	14:41:42  8.11.2023	14:42:03  8.11.2023	14:44:16  8.11.2023	14:44:38  8.11.2023	14:44:56  8.11.2023	14:45:20  8.11.2023	14:46:28  8.11.2023	14:46:48  8.11.2023	14:47:10  8.11.2023	14:48:12  8.11.2023	14:48:42  8.11.2023	14:49:03  8.11.2023	14:49:22  8.11.2023	14:49:45  8.11.2023	15:04:29  8.11.2023	15:04:48  8.11.2023	15:05:08  8.11.2023	15:05:26  8.11.2023	15:05:53  8.11.2023	15:06:13  8.11.2023	15:06:31  8.11.2023	15:06:51  8.11.2023	15:07:13  8.11.2023	15:07:30  8.11.2023	15:07:50  8.11.2023	15:08:07  8.11.2023	
Fv/Fm	0.729	0.727	0.741	0.778	0.741	0.686	0.830	0.758	0.654	0.638	0.726	0.762	0.735	0.724	0.766	0.759	0.699	0.791	0.752	0.819	0.825	0.715	0.705	0.794	0.690	0.816	0.737	0.709	0.720	0.611	0.683	0.714	0.721	0.631	0.623	0.649	0.763	0.705	0.746	0.733	0.696	0.710	0.716	0.724	0.695	0.708	0.714	0.711	0.796	0.828	0.802	0.799	0.800	0.811	0.755	0.811	0.823	0.841	0.838	0.755	
Mo	0.952	0.966	0.882	0.746	0.872	0.877	0.513	0.743	0.909	0.995	0.705	0.864	0.927	0.826	0.760	0.771	0.968	0.731	0.761	0.505	0.491	0.697	0.878	0.649	0.931	0.598	0.858	0.803	0.864	0.979	0.891	0.858	0.852	0.901	1.175	0.998	0.841	0.773	0.773	0.816	0.817	0.971	0.769	0.662	0.804	0.931	0.720	0.765	0.689	0.571	0.590	0.642	0.676	0.612	0.853	0.768	0.595	0.474	0.514	0.710	
Area	9053744	7007297	8001325	7349324	6624920	6472913	11880058	7377305	7445860	7245839	41704128	9013735	10087189	9002004	8964040	7623811	8375246	8870371	8856053	9649897	13291371	7699248	7283691	9336942	8820801	10457811	8315300	8020714	14684067	4897890	8139057	7178761	8449545	7625095	5860915	5968388	8388581	9038554	9937871	7505995	7785199	11984355	7652341	11370102	7313725	8174698	9780505	9905351	13010478	9360730	8543451	8139509	9854380	12962661	15237757	22450182	9425186	8989228	37773088	9643231	
Fix Area	26025682	25352120	26071628	27607482	24004278	21807828	29970948	24098754	20303974	19206158	20767470	27625504	25938788	22694678	27479678	24988444	24058110	29882150	23540346	26440572	29676142	18065724	21710384	29583784	22750484	32028848	23929376	21341334	23252268	17590462	20452068	21323960	22995458	17862184	21080882	19924846	28154334	19744778	23766156	24459436	19609938	26588254	21437986	16219964	19988524	22792776	17254676	20715880	30343400	32790658	26213304	26685098	29163378	27671760	26159078	34888184	30885732	30420096	32889330	23682680	
HACH Area	18808970	18265404	19179904	21333732	17632534	14818107	24747156	18116992	13119261	12086442	14850707	20895774	18917068	16289934	20879942	18811690	16645406	23510404	17558586	21515768	24362354	12781934	15143646	23342034	15532774	26015088	17492634	14969588	16588535	10568743	13820332	15082209	16428721	11100455	12986205	12740134	21327606	13763016	17589402	17794702	13498183	18720568	15196235	11594149	13746774	15999047	12160880	14571125	24004654	27003890	20879516	21191318	23181618	21916990	19625340	28126454	25262958	25415296	27232558	17732918	
Sm	466.471	371.602	404.782	334.395	363.887	423.620	465.830	393.961	547.893	577.404	2661.399	418.815	517.106	534.561	415.868	392.798	486.990	366.726	489.042	433.625	529.642	579.763	463.841	388.101	549.240	390.844	460.860	516.100	855.416	444.414	568.966	460.000	498.822	660.696	437.578	448.852	382.255	631.846	546.818	409.358	555.609	621.627	486.295	938.592	513.604	495.947	768.183	655.246	526.548	337.154	396.540	372.007	412.956	526.018	757.156	775.026	361.659	339.472	1286.681	526.866	
Ss	0.676	0.696	0.705	0.792	0.719	0.718	0.903	0.790	0.703	0.682	0.779	0.708	0.698	0.752	0.748	0.772	0.680	0.765	0.778	0.936	0.874	0.815	0.717	0.763	0.694	0.799	0.718	0.724	0.719	0.696	0.722	0.743	0.721	0.684	0.632	0.699	0.711	0.779	0.745	0.724	0.733	0.663	0.742	0.857	0.753	0.708	0.832	0.767	0.721	0.836	0.877	0.863	0.820	0.810	0.756	0.708	0.809	0.905	0.830	0.773	
N	690.067	533.606	574.007	422.453	505.972	589.714	515.749	498.895	779.836	846.244	3414.252	591.500	741.124	710.433	555.939	509.027	716.473	479.605	628.292	463.237	606.177	711.684	646.927	508.945	791.847	489.312	641.449	712.878	1189.432	638.631	788.056	619.375	692.137	965.433	692.171	642.518	537.380	810.781	733.548	565.524	758.035	937.221	655.547	1095.161	682.183	700.967	923.794	854.367	729.943	403.242	452.132	430.935	503.337	649.088	1002.070	1095.232	446.945	375.167	1550.555	682.000	
Phi_Po	0.729	0.727	0.741	0.778	0.741	0.686	0.830	0.758	0.654	0.638	0.726	0.762	0.735	0.724	0.766	0.759	0.699	0.791	0.752	0.819	0.825	0.715	0.705	0.794	0.690	0.816	0.737	0.709	0.720	0.611	0.683	0.714	0.721	0.631	0.623	0.649	0.763	0.705	0.746	0.733	0.696	0.710	0.716	0.724	0.695	0.708	0.714	0.711	0.796	0.828	0.802	0.799	0.800	0.811	0.755	0.811	0.823	0.841	0.838	0.755	
Psi_o	0.357	0.328	0.378	0.410	0.373	0.370	0.537	0.413	0.361	0.321	0.450	0.388	0.353	0.378	0.431	0.405	0.342	0.441	0.408	0.527	0.571	0.432	0.371	0.505	0.354	0.522	0.384	0.418	0.379	0.319	0.357	0.362	0.386	0.383	0.257	0.303	0.402	0.398	0.424	0.410	0.401	0.356	0.430	0.433	0.395	0.341	0.401	0.413	0.503	0.522	0.482	0.446	0.446	0.504	0.355	0.457	0.518	0.571	0.574	0.451	
Phi_Eo	0.260	0.238	0.280	0.319	0.276	0.254	0.446	0.313	0.236	0.205	0.327	0.296	0.260	0.274	0.330	0.308	0.239	0.349	0.306	0.431	0.471	0.309	0.261	0.401	0.244	0.427	0.283	0.297	0.273	0.195	0.244	0.259	0.278	0.242	0.160	0.197	0.306	0.280	0.316	0.300	0.279	0.253	0.308	0.313	0.275	0.242	0.286	0.294	0.400	0.432	0.387	0.356	0.356	0.409	0.268	0.370	0.426	0.480	0.481	0.340	
Phi_Do	0.271	0.273	0.259	0.222	0.259	0.314	0.170	0.242	0.346	0.362	0.274	0.238	0.265	0.276	0.234	0.241	0.301	0.209	0.248	0.181	0.175	0.285	0.295	0.206	0.310	0.184	0.263	0.291	0.280	0.389	0.317	0.286	0.279	0.369	0.377	0.351	0.237	0.295	0.254	0.267	0.304	0.290	0.284	0.276	0.305	0.292	0.286	0.289	0.204	0.172	0.198	0.201	0.200	0.189	0.245	0.189	0.177	0.159	0.162	0.245	
Phi_Pav	940.305	926.179	933.198	923.705	924.305	932.723	939.293	928.359	939.164	940.677	970.019	933.923	946.745	940.832	931.974	926.457	941.054	931.455	938.684	930.373	946.852	939.133	930.158	929.223	943.509	934.128	939.318	934.642	960.381	930.854	944.413	934.465	941.938	943.351	935.256	935.100	935.603	944.687	945.527	933.483	939.849	956.329	936.927	954.465	935.694	945.028	943.338	947.622	948.877	925.002	930.413	924.518	939.037	885.409	966.126	964.282	924.923	916.204	944.972	943.050	
Pi_Abs	0.735	0.656	0.912	1.498	0.906	0.633	4.241	1.319	0.492	0.363	1.227	1.095	0.779	0.872	1.419	1.254	0.573	1.811	1.218	3.857	4.531	1.116	0.712	2.385	0.584	3.175	0.924	0.901	0.814	0.312	0.590	0.754	0.841	0.457	0.226	0.365	1.170	0.868	1.205	1.013	0.784	0.638	1.009	1.240	0.779	0.630	0.994	0.943	2.262	3.629	2.644	2.210	2.102	2.858	0.969	2.067	3.320	5.355	4.858	1.474	
ABS/RC	2.029	1.976	1.912	1.624	1.877	2.029	1.334	1.671	2.176	2.297	1.767	1.854	1.949	1.834	1.746	1.708	2.105	1.652	1.709	1.305	1.387	1.716	1.978	1.652	2.090	1.533	1.888	1.948	1.930	2.353	2.027	1.885	1.925	2.317	2.538	2.205	1.843	1.820	1.797	1.884	1.959	2.123	1.883	1.612	1.910	1.996	1.684	1.834	1.742	1.445	1.422	1.449	1.524	1.522	1.753	1.743	1.502	1.314	1.437	1.715	
TRo/RC	1.479	1.436	1.418	1.263	1.390	1.392	1.107	1.266	1.423	1.466	1.283	1.412	1.433	1.329	1.337	1.296	1.471	1.308	1.285	1.068	1.145	1.228	1.395	1.311	1.442	1.252	1.392	1.381	1.390	1.437	1.385	1.346	1.388	1.461	1.582	1.431	1.406	1.283	1.341	1.381	1.364	1.508	1.348	1.167	1.328	1.413	1.203	1.304	1.386	1.196	1.140	1.158	1.219	1.234	1.323	1.413	1.236	1.105	1.205	1.294	
ETo/RC	0.528	0.470	0.536	0.518	0.519	0.515	0.594	0.523	0.514	0.471	0.578	0.548	0.506	0.503	0.577	0.525	0.503	0.577	0.524	0.563	0.653	0.531	0.517	0.663	0.511	0.654	0.534	0.578	0.527	0.458	0.494	0.488	0.535	0.560	0.407	0.434	0.564	0.510	0.569	0.566	0.548	0.536	0.579	0.505	0.525	0.482	0.482	0.538	0.697	0.625	0.550	0.516	0.543	0.622	0.470	0.646	0.641	0.631	0.691	0.584	
DIo/RC	0.550	0.540	0.494	0.361	0.487	0.637	0.227	0.405	0.753	0.832	0.484	0.442	0.516	0.505	0.409	0.412	0.634	0.345	0.424	0.236	0.242	0.488	0.583	0.340	0.648	0.281	0.497	0.566	0.540	0.916	0.642	0.539	0.538	0.856	0.956	0.773	0.437	0.537	0.456	0.502	0.595	0.615	0.535	0.446	0.582	0.583	0.481	0.530	0.356	0.249	0.282	0.291	0.306	0.288	0.430	0.330	0.267	0.209	0.232	0.421	
