FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:00:52  28.11.2023	14:01:16  28.11.2023	14:01:38  28.11.2023	14:01:56  28.11.2023	14:02:17  28.11.2023	14:02:42  28.11.2023	14:03:02  28.11.2023	14:03:19  28.11.2023	14:03:38  28.11.2023	14:03:56  28.11.2023	14:04:16  28.11.2023	14:04:38  28.11.2023	14:05:59  28.11.2023	14:06:17  28.11.2023	14:06:35  28.11.2023	14:06:53  28.11.2023	14:07:18  28.11.2023	14:07:36  28.11.2023	14:07:55  28.11.2023	14:08:13  28.11.2023	14:08:51  28.11.2023	14:09:10  28.11.2023	14:09:29  28.11.2023	14:09:47  28.11.2023	14:10:42  28.11.2023	14:11:05  28.11.2023	14:11:22  28.11.2023	14:11:41  28.11.2023	14:12:16  28.11.2023	14:12:36  28.11.2023	14:12:57  28.11.2023	14:13:18  28.11.2023	14:15:11  28.11.2023	14:15:29  28.11.2023	14:15:47  28.11.2023	14:16:07  28.11.2023	14:17:06  28.11.2023	14:17:27  28.11.2023	14:17:46  28.11.2023	14:18:04  28.11.2023	14:18:55  28.11.2023	14:19:20  28.11.2023	14:19:41  28.11.2023	14:20:02  28.11.2023	14:20:28  28.11.2023	14:20:48  28.11.2023	14:21:09  28.11.2023	14:21:29  28.11.2023	14:38:44  28.11.2023	14:39:02  28.11.2023	14:39:21  28.11.2023	14:39:40  28.11.2023	14:39:58  28.11.2023	14:40:16  28.11.2023	14:40:35  28.11.2023	14:40:53  28.11.2023	14:41:17  28.11.2023	14:41:34  28.11.2023	14:41:53  28.11.2023	14:42:11  28.11.2023	
Bckg	219	229	189	209	179	189	229	199	189	179	189	199	199	199	189	209	189	189	199	189	239	260	209	219	169	179	259	199	179	199	179	159	199	189	169	209	199	169	179	292	229	229	260	189	199	169	169	209	189	179	199	189	189	169	260	219	189	189	199	229	
Fo	3868	4347	3878	4267	4247	5324	4636	4407	4616	4257	4925	4147	4895	4766	4736	4616	4407	4496	4676	4586	4706	5331	4167	4287	5085	4217	4855	4865	4885	5174	5304	4576	4048	4516	4726	4247	4805	4845	5015	5267	4596	4825	4746	4636	4317	5563	4457	5134	5354	5324	4706	4756	5314	4945	6079	4995	4825	4566	5075	5124	
Fj	11764	14157	12502	13539	13489	19631	14716	13340	14975	14127	16151	13290	16480	16062	16381	15992	15613	14606	15812	14795	14357	17848	13539	13449	17647	14187	16470	17218	17298	18494	18833	16550	13011	14825	16291	13928	14566	15992	15124	17589	14466	13738	15572	15723	13449	19541	14586	16979	17707	17348	15992	16321	17108	16301	20612	16759	14536	14107	14756	15762	
Fi	15483	19292	17577	17806	17238	25134	19322	17288	20688	19471	21435	18085	21465	21216	23210	24367	22462	19471	21246	20728	18275	23928	20468	18056	23948	21266	21724	22971	22572	24287	24746	24287	18524	19751	22692	19671	20628	23609	20060	23961	19471	20359	22952	24815	18833	27228	21625	24307	24177	24855	24716	23330	22393	21116	27439	24945	18833	18674	20299	20408	
Fm	21525	26360	23898	23699	23509	32073	25693	23399	28165	26720	29491	24875	28574	28065	30827	32492	29252	25772	28494	27976	24257	30592	28085	24456	31615	28604	28743	29900	29372	31814	32243	31944	25523	26590	30598	27108	27268	31326	26131	30560	26291	27517	30918	32741	25473	34426	29242	32093	30827	31874	32043	31106	29232	27627	34104	32821	24925	25782	25832	26351	
Fv	17657	22013	20020	19432	19262	26749	21057	18992	23549	22463	24566	20728	23679	23299	26091	27876	24845	21276	23818	23390	19551	25261	23918	20169	26530	24387	23888	25035	24487	26640	26939	27368	21475	22074	25872	22861	22463	26481	21116	25293	21695	22692	26172	28105	21156	28863	24785	26959	25473	26550	27337	26350	23918	22682	28025	27826	20100	21216	20757	21227	
Vj	0.447	0.446	0.431	0.477	0.480	0.535	0.479	0.470	0.440	0.439	0.457	0.441	0.489	0.485	0.446	0.408	0.451	0.475	0.468	0.436	0.494	0.496	0.392	0.454	0.474	0.409	0.486	0.493	0.507	0.500	0.502	0.438	0.417	0.467	0.447	0.423	0.435	0.421	0.479	0.487	0.455	0.393	0.414	0.394	0.432	0.484	0.409	0.439	0.485	0.453	0.413	0.439	0.493	0.501	0.519	0.423	0.483	0.450	0.466	0.501	
Vi	0.658	0.679	0.684	0.697	0.674	0.741	0.697	0.678	0.682	0.677	0.672	0.672	0.700	0.706	0.708	0.709	0.727	0.704	0.696	0.690	0.694	0.736	0.682	0.683	0.711	0.699	0.706	0.723	0.722	0.717	0.722	0.720	0.674	0.690	0.694	0.675	0.704	0.709	0.712	0.739	0.686	0.685	0.696	0.718	0.686	0.751	0.693	0.711	0.739	0.736	0.732	0.705	0.714	0.713	0.762	0.717	0.697	0.665	0.733	0.720	
Fm/Fo	5.565	6.064	6.162	5.554	5.535	6.024	5.542	5.310	6.102	6.277	5.988	5.998	5.837	5.889	6.509	7.039	6.638	5.732	6.094	6.100	5.154	5.739	6.740	5.705	6.217	6.783	5.920	6.146	6.013	6.149	6.079	6.981	6.305	5.888	6.474	6.383	5.675	6.466	5.211	5.802	5.720	5.703	6.515	7.062	5.901	6.188	6.561	6.251	5.758	5.987	6.809	6.540	5.501	5.587	5.610	6.571	5.166	5.647	5.090	5.143	
Fv/Fo	4.565	5.064	5.162	4.554	4.535	5.024	4.542	4.310	5.102	5.277	4.988	4.998	4.837	4.889	5.509	6.039	5.638	4.732	5.094	5.100	4.154	4.739	5.740	4.705	5.217	5.783	4.920	5.146	5.013	5.149	5.079	5.981	5.305	4.888	5.474	5.383	4.675	5.466	4.211	4.802	4.720	4.703	5.515	6.062	4.901	5.188	5.561	5.251	4.758	4.987	5.809	5.540	4.501	4.587	4.610	5.571	4.166	4.647	4.090	4.143	
Fv/Fm	0.820	0.835	0.838	0.820	0.819	0.834	0.820	0.812	0.836	0.841	0.833	0.833	0.829	0.830	0.846	0.858	0.849	0.826	0.836	0.836	0.806	0.826	0.852	0.825	0.839	0.853	0.831	0.837	0.834	0.837	0.835	0.857	0.841	0.830	0.846	0.843	0.824	0.845	0.808	0.828	0.825	0.825	0.846	0.858	0.831	0.838	0.848	0.840	0.826	0.833	0.853	0.847	0.818	0.821	0.822	0.848	0.806	0.823	0.804	0.806	
Mo	0.413	0.455	0.450	0.509	0.478	0.652	0.496	0.485	0.461	0.428	0.549	0.462	0.556	0.541	0.457	0.396	0.440	0.504	0.475	0.460	0.563	0.577	0.370	0.447	0.565	0.399	0.526	0.543	0.578	0.590	0.614	0.439	0.383	0.519	0.492	0.415	0.508	0.462	0.561	0.555	0.456	0.452	0.447	0.393	0.445	0.589	0.433	0.481	0.589	0.523	0.423	0.474	0.607	0.561	0.613	0.447	0.522	0.491	0.547	0.562	
Area	16442066	16027342	15062478	12302490	31100442	14725831	14713751	14308741	18053102	16282259	20840800	21577554	14186708	16992400	16197718	18976410	18777028	15792377	15492883	15715077	10537667	15851552	15442128	13742227	14731737	13200891	18290272	16643872	15769207	15466737	12437463	13231451	16546950	15627808	16300091	14906430	23180522	15855037	13213695	13475989	13760555	16282301	16750927	16518790	14274879	19962462	15210271	15945746	17281380	16583994	20089748	32994624	13411070	16509529	10026820	16643367	14845156	26898314	19264884	15496823	
Fix Area	20530320	25246718	22696744	22704538	22414104	31062212	24731892	22490438	27058908	25628700	28203858	23816076	27598860	27070518	29744704	31309258	28127624	24807208	27453136	26899234	23362014	29590254	26952716	23520182	30480546	27483932	27767132	28859520	28384758	30718080	30895922	30790358	24453402	25453564	29442504	26013298	26179324	30242570	25227946	29641902	25320266	26453612	29722008	31564772	24453502	33360230	28058724	31014310	29896882	30897334	30962314	29885930	28294946	26718544	33112632	31721032	24055462	24326164	24940796	25499274	
HACH Area	16662475	20899892	18818900	18437710	18167272	25738426	20096078	18083614	22443092	21371870	23279054	19669242	22704056	22304708	25008894	26693442	23720800	20311388	22777324	22313416	18656204	24259466	22785884	19233354	25395750	23267100	22912326	23994714	23499952	25544286	25592134	26214542	20405564	20937744	24716694	21766468	21374516	25397764	20213146	24375114	20724450	21628804	24976198	26928956	20136674	27797452	23601904	25880516	24543096	25573548	26256504	25130120	22981158	21773742	27033874	26726232	19230656	19760348	19865998	20375478	
Sm	931.193	728.085	752.372	633.105	1614.601	550.519	698.758	753.409	766.619	724.848	848.360	1040.986	599.126	729.319	620.816	680.744	755.767	742.263	650.470	671.872	538.984	627.511	645.628	681.354	555.286	541.309	765.668	664.824	643.983	580.583	461.690	483.464	770.522	707.974	630.028	652.046	1031.942	598.733	625.767	532.795	634.273	717.535	640.032	587.753	674.744	691.628	613.689	591.481	678.420	624.633	734.892	1252.168	560.710	727.869	357.781	598.123	738.565	1267.832	928.115	730.052	
Ss	1.082	0.980	0.957	0.937	1.003	0.821	0.965	0.970	0.955	1.027	0.833	0.955	0.880	0.897	0.977	1.030	1.026	0.942	0.983	0.948	0.877	0.859	1.058	1.017	0.838	1.024	0.924	0.908	0.877	0.848	0.817	0.998	1.091	0.901	0.909	1.020	0.856	0.910	0.854	0.877	0.998	0.869	0.925	1.004	0.970	0.823	0.944	0.914	0.824	0.866	0.976	0.927	0.812	0.892	0.847	0.946	0.926	0.917	0.852	0.892	
N	860.905	742.781	786.221	675.439	1609.360	670.612	724.268	776.940	802.807	705.901	1018.696	1089.830	680.578	813.511	635.690	661.116	736.748	787.635	661.451	708.660	614.545	730.333	610.081	670.199	662.701	528.387	828.226	731.936	734.617	685.018	564.853	484.676	706.304	786.195	692.949	639.317	1206.065	657.655	733.167	607.253	635.687	825.330	691.940	585.685	695.432	840.562	649.980	647.359	823.572	721.050	752.994	1351.237	690.120	815.552	422.651	632.493	797.964	1383.041	1089.464	818.307	
Phi_Po	0.820	0.835	0.838	0.820	0.819	0.834	0.820	0.812	0.836	0.841	0.833	0.833	0.829	0.830	0.846	0.858	0.849	0.826	0.836	0.836	0.806	0.826	0.852	0.825	0.839	0.853	0.831	0.837	0.834	0.837	0.835	0.857	0.841	0.830	0.846	0.843	0.824	0.845	0.808	0.828	0.825	0.825	0.846	0.858	0.831	0.838	0.848	0.840	0.826	0.833	0.853	0.847	0.818	0.821	0.822	0.848	0.806	0.823	0.804	0.806	
Psi_o	0.553	0.554	0.569	0.523	0.520	0.465	0.521	0.530	0.560	0.561	0.543	0.559	0.511	0.515	0.554	0.592	0.549	0.525	0.532	0.564	0.506	0.504	0.608	0.546	0.526	0.591	0.514	0.507	0.493	0.500	0.498	0.562	0.583	0.533	0.553	0.577	0.565	0.579	0.521	0.513	0.545	0.607	0.586	0.606	0.568	0.516	0.591	0.561	0.515	0.547	0.587	0.561	0.507	0.499	0.481	0.577	0.517	0.550	0.534	0.499	
Phi_Eo	0.453	0.463	0.477	0.429	0.426	0.388	0.427	0.430	0.468	0.471	0.452	0.466	0.423	0.428	0.469	0.508	0.466	0.433	0.445	0.471	0.408	0.417	0.518	0.450	0.442	0.504	0.427	0.424	0.411	0.419	0.416	0.482	0.490	0.442	0.468	0.486	0.466	0.489	0.421	0.424	0.450	0.501	0.496	0.520	0.472	0.432	0.501	0.471	0.426	0.456	0.501	0.475	0.415	0.410	0.396	0.489	0.417	0.453	0.429	0.402	
