FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:16:26  9.11.2023	14:16:53  9.11.2023	14:17:19  9.11.2023	14:17:52  9.11.2023	14:18:28  9.11.2023	14:18:55  9.11.2023	14:19:20  9.11.2023	14:19:47  9.11.2023	14:22:02  9.11.2023	14:22:28  9.11.2023	14:22:55  9.11.2023	14:23:17  9.11.2023	14:27:20  9.11.2023	14:27:54  9.11.2023	14:28:24  9.11.2023	14:28:53  9.11.2023	14:30:02  9.11.2023	14:30:26  9.11.2023	14:30:56  9.11.2023	14:31:15  9.11.2023	14:31:58  9.11.2023	14:32:20  9.11.2023	14:32:42  9.11.2023	14:33:05  9.11.2023	14:36:13  9.11.2023	14:36:51  9.11.2023	14:37:19  9.11.2023	14:37:54  9.11.2023	14:39:09  9.11.2023	14:39:29  9.11.2023	14:39:54  9.11.2023	14:40:30  9.11.2023	14:41:21  9.11.2023	14:41:48  9.11.2023	14:42:11  9.11.2023	14:42:32  9.11.2023	14:44:35  9.11.2023	14:45:01  9.11.2023	14:45:25  9.11.2023	14:45:54  9.11.2023	14:46:41  9.11.2023	14:47:15  9.11.2023	14:47:55  9.11.2023	14:48:27  9.11.2023	14:50:05  9.11.2023	14:50:27  9.11.2023	14:50:51  9.11.2023	14:51:18  9.11.2023	14:54:16  9.11.2023	14:54:39  9.11.2023	14:55:03  9.11.2023	14:55:26  9.11.2023	14:55:59  9.11.2023	14:56:23  9.11.2023	14:56:48  9.11.2023	14:57:33  9.11.2023	14:58:52  9.11.2023	14:59:14  9.11.2023	14:59:36  9.11.2023	15:00:01  9.11.2023	
Fv/Fm	0.853	0.864	0.000	0.853	0.816	0.838	0.823	0.847	0.842	0.834	0.858	0.870	0.843	0.802	0.855	0.859	0.819	0.850	0.831	0.863	0.846	0.841	0.850	0.792	0.820	0.850	0.851	0.851	0.683	0.704	0.814	0.834	0.741	0.847	0.842	0.737	0.793	0.833	0.801	0.794	0.822	0.840	0.793	0.791	0.814	0.762	0.760	0.806	0.737	0.806	0.756	0.822	0.804	0.783	0.850	0.791	0.837	0.850	0.848	0.819	
Mo	0.432	0.371	0.000	0.260	0.492	0.478	0.517	0.419	0.412	0.435	0.341	0.305	0.409	0.343	0.408	0.360	0.486	0.370	0.395	0.350	0.440	0.588	0.473	0.565	0.484	0.380	0.432	0.423	0.994	0.892	0.459	0.454	0.686	0.389	0.425	0.785	0.592	0.417	0.523	0.576	0.490	0.218	0.371	0.530	0.514	0.589	0.658	0.360	0.885	0.503	0.756	0.548	0.598	0.597	0.391	0.424	0.458	0.404	0.367	0.486	
Area	14245471	16408293	397177	19645648	14081423	12562986	11111732	16248989	17773462	13250440	13513464	14778581	15060949	44501812	15613228	14094238	13743588	13054429	11270473	13671441	14650391	9964627	13615748	9582431	11471038	13714051	11716424	12988787	5730260	6131571	9514403	10292245	11305954	12447076	12411873	22176296	24537740	11880688	13225471	13282810	10377179	35608808	9406957	9760068	8860959	7871437	9606059	10975441	6585012	10597858	8623793	12310621	11499376	9080494	11933873	8678749	14849577	12036448	14783804	12152761	
Fix Area	32643400	35262376	3916477	33974372	24805504	28759340	25428370	29120716	30711134	27297614	29778154	32422272	27540846	21492320	34929356	32319808	23823204	28663910	21968530	33664336	28912242	36014840	32627578	22572986	24153906	28769232	32941046	30549646	22966708	21317048	21905226	27429246	19157074	26741068	28996026	20091774	22650042	25060042	25509728	24191848	26274748	19285102	21628470	21381274	29067852	17018414	22535198	22735174	25572076	22357740	23529612	27042092	25174032	21904216	30223562	18006654	33167202	32979756	30503778	25018634	
HACH Area	27708596	30307576	6633	28830578	20099692	23964532	20812554	24534898	25706334	22611802	25421328	28075446	23075024	16766510	29735566	27633994	19377382	24218088	18120684	28928526	24336424	30163074	27602780	17748180	19658086	24343408	27887248	25873834	15555005	14880306	17688394	22743432	14063277	22534238	24300214	14597994	17765238	20723214	20295938	19078052	21469942	14997274	16942658	16795458	23509074	12801583	16975420	18149356	18712350	17871918	17644848	22077292	20109236	17009412	25547748	14098811	27624424	27904960	25698970	20352820	
Sm	497.502	522.308	0.000	657.265	673.527	508.294	516.224	639.648	667.924	562.914	511.293	508.519	627.592	2321.188	508.773	493.772	681.050	519.786	594.027	457.392	581.272	321.616	479.023	520.643	561.260	544.749	407.188	484.674	358.971	400.416	516.385	435.761	775.070	532.837	495.405	1438.991	1309.098	550.159	630.475	672.854	466.537	1582.473	524.474	561.311	364.859	584.368	546.171	576.078	342.150	569.043	472.848	536.855	552.669	514.563	451.698	587.354	521.862	417.889	553.493	575.797	
Ss	0.846	0.856	0.000	0.842	0.831	0.900	0.931	0.928	0.864	0.861	0.917	0.944	0.909	0.798	0.841	0.947	0.913	0.935	0.984	0.918	0.839	0.745	0.892	0.906	0.907	0.893	0.812	0.821	0.678	0.714	0.923	0.872	0.802	0.897	0.863	0.774	0.840	0.902	0.793	0.843	0.892	0.848	0.867	0.935	0.753	0.876	0.815	0.785	0.708	0.849	0.783	0.824	0.852	0.889	0.898	0.960	0.806	0.860	0.842	0.864	
N	588.173	610.005	0.000	780.571	810.059	564.728	554.347	689.370	773.497	653.830	557.504	538.833	690.042	2907.007	605.174	521.553	746.310	556.178	603.850	498.262	692.878	431.953	536.774	574.518	618.744	610.221	501.191	590.029	529.334	560.656	559.313	499.877	966.858	594.060	574.285	1858.825	1558.772	610.220	795.382	798.268	523.082	1866.839	605.162	600.278	484.770	667.369	670.375	734.008	483.242	670.321	603.885	651.551	648.323	578.650	503.143	611.583	647.548	485.667	657.014	666.527	
Phi_Po	0.853	0.864	0.000	0.853	0.816	0.838	0.823	0.847	0.842	0.834	0.858	0.870	0.843	0.802	0.855	0.859	0.819	0.850	0.831	0.863	0.846	0.841	0.850	0.792	0.820	0.850	0.851	0.851	0.683	0.704	0.814	0.834	0.741	0.847	0.842	0.737	0.793	0.833	0.801	0.794	0.822	0.840	0.793	0.791	0.814	0.762	0.760	0.806	0.737	0.806	0.756	0.822	0.804	0.783	0.850	0.791	0.837	0.850	0.848	0.819	
Psi_o	0.635	0.683	1.000	0.781	0.591	0.570	0.519	0.611	0.644	0.625	0.687	0.713	0.628	0.726	0.657	0.659	0.556	0.654	0.611	0.679	0.631	0.562	0.578	0.488	0.561	0.661	0.649	0.653	0.326	0.363	0.576	0.604	0.450	0.651	0.634	0.392	0.503	0.624	0.586	0.515	0.563	0.815	0.678	0.505	0.613	0.484	0.464	0.717	0.373	0.573	0.408	0.549	0.490	0.469	0.649	0.593	0.631	0.652	0.691	0.581	
Phi_Eo	0.541	0.590	0.000	0.666	0.482	0.477	0.427	0.518	0.542	0.521	0.590	0.620	0.530	0.582	0.562	0.566	0.456	0.556	0.508	0.586	0.534	0.473	0.491	0.386	0.460	0.562	0.552	0.556	0.223	0.256	0.469	0.504	0.333	0.552	0.534	0.289	0.399	0.519	0.469	0.409	0.463	0.685	0.538	0.399	0.499	0.369	0.353	0.578	0.275	0.462	0.309	0.451	0.394	0.368	0.551	0.469	0.528	0.554	0.585	0.475	
Phi_Do	0.147	0.136	1.000	0.147	0.184	0.162	0.177	0.153	0.158	0.166	0.142	0.130	0.157	0.198	0.145	0.141	0.181	0.150	0.169	0.137	0.154	0.159	0.150	0.208	0.180	0.150	0.149	0.149	0.317	0.296	0.186	0.166	0.259	0.153	0.158	0.263	0.207	0.167	0.199	0.206	0.178	0.160	0.207	0.209	0.186	0.238	0.240	0.194	0.263	0.194	0.244	0.178	0.196	0.217	0.150	0.209	0.163	0.150	0.152	0.181	
Phi_Pav	939.646	936.731	0.000	947.836	945.249	942.616	941.208	947.886	950.244	935.881	930.692	937.942	942.135	934.995	942.607	939.155	943.328	936.366	928.978	936.461	943.125	927.644	943.096	934.064	935.794	942.386	932.006	934.444	937.023	934.654	930.449	928.498	954.854	937.503	944.715	962.956	960.095	931.912	949.854	951.553	932.066	754.523	920.755	941.782	923.134	924.048	939.684	925.626	928.652	932.798	936.774	935.718	942.434	933.285	932.351	926.001	946.183	930.997	935.176	940.050	
Pi_Abs	7.276	10.086	0.000	14.872	4.354	5.151	3.854	6.840	6.993	6.016	10.497	13.605	6.960	6.884	8.134	9.563	4.255	8.487	6.337	10.585	6.685	4.262	5.876	2.606	4.319	8.404	7.263	7.540	0.482	0.682	4.465	5.593	1.391	7.869	6.700	1.034	2.589	6.198	3.609	2.740	4.382	16.489	5.543	2.858	4.240	1.999	1.695	6.671	0.872	3.808	1.266	3.803	2.708	2.221	7.970	4.186	5.913	7.784	8.856	4.429	
ABS/RC	1.386	1.352	0.000	1.392	1.473	1.327	1.304	1.272	1.376	1.393	1.270	1.218	1.304	1.561	1.391	1.230	1.337	1.259	1.223	1.262	1.408	1.597	1.319	1.393	1.345	1.317	1.447	1.430	2.159	1.989	1.331	1.375	1.683	1.316	1.377	1.752	1.501	1.332	1.575	1.494	1.363	1.405	1.455	1.351	1.633	1.500	1.615	1.581	1.916	1.462	1.689	1.476	1.459	1.436	1.311	1.317	1.483	1.367	1.401	1.413	
TRo/RC	1.182	1.168	0.000	1.188	1.203	1.111	1.074	1.078	1.158	1.162	1.090	1.060	1.100	1.252	1.189	1.056	1.096	1.070	1.017	1.089	1.192	1.343	1.121	1.103	1.102	1.120	1.231	1.217	1.475	1.400	1.083	1.147	1.247	1.115	1.159	1.292	1.191	1.109	1.262	1.186	1.121	1.180	1.154	1.069	1.329	1.142	1.227	1.274	1.412	1.178	1.277	1.214	1.173	1.125	1.114	1.041	1.241	1.162	1.187	1.158	
ETo/RC	0.750	0.797	0.000	0.927	0.711	0.633	0.557	0.659	0.746	0.726	0.749	0.755	0.691	0.909	0.781	0.696	0.610	0.700	0.621	0.740	0.752	0.755	0.648	0.538	0.618	0.740	0.798	0.795	0.481	0.508	0.624	0.693	0.561	0.726	0.734	0.507	0.599	0.692	0.739	0.611	0.632	0.962	0.783	0.540	0.815	0.553	0.569	0.914	0.527	0.675	0.521	0.666	0.575	0.528	0.723	0.618	0.783	0.758	0.820	0.672	
DIo/RC	0.204	0.184	0.000	0.204	0.271	0.216	0.230	0.195	0.218	0.231	0.180	0.158	0.205	0.309	0.201	0.173	0.241	0.189	0.206	0.173	0.216	0.254	0.198	0.289	0.243	0.197	0.216	0.212	0.685	0.589	0.248	0.228	0.436	0.201	0.217	0.461	0.310	0.223	0.314	0.307	0.242	0.225	0.301	0.282	0.304	0.358	0.388	0.307	0.503	0.284	0.412	0.263	0.286	0.312	0.197	0.275	0.242	0.205	0.214	0.256	
