FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	15:21:32  29.11.2023	15:21:51  29.11.2023	15:22:11  29.11.2023	15:22:30  29.11.2023	15:22:54  29.11.2023	15:23:10  29.11.2023	15:23:27  29.11.2023	15:23:44  29.11.2023	15:24:24  29.11.2023	15:24:47  29.11.2023	15:25:31  29.11.2023	15:25:53  29.11.2023	15:28:02  29.11.2023	15:28:22  29.11.2023	15:28:44  29.11.2023	15:29:02  29.11.2023	15:29:21  29.11.2023	15:29:39  29.11.2023	15:29:58  29.11.2023	15:30:19  29.11.2023	15:30:43  29.11.2023	15:31:02  29.11.2023	15:31:20  29.11.2023	15:31:38  29.11.2023	15:32:33  29.11.2023	15:32:49  29.11.2023	15:33:10  29.11.2023	15:33:31  29.11.2023	15:34:00  29.11.2023	15:34:18  29.11.2023	15:34:36  29.11.2023	15:34:55  29.11.2023	15:36:09  29.11.2023	15:36:30  29.11.2023	15:36:49  29.11.2023	15:37:08  29.11.2023	15:38:55  29.11.2023	15:39:14  29.11.2023	15:39:31  29.11.2023	15:39:48  29.11.2023	15:40:09  29.11.2023	15:40:27  29.11.2023	15:40:49  29.11.2023	15:41:08  29.11.2023	15:41:49  29.11.2023	15:42:09  29.11.2023	15:42:27  29.11.2023	15:42:47  29.11.2023	15:43:40  29.11.2023	15:44:00  29.11.2023	15:44:18  29.11.2023	15:44:42  29.11.2023	15:45:09  29.11.2023	15:45:28  29.11.2023	15:45:49  29.11.2023	15:46:06  29.11.2023	15:46:45  29.11.2023	15:47:07  29.11.2023	15:47:26  29.11.2023	15:47:45  29.11.2023	
Fv/Fm	0.838	0.751	0.693	0.851	0.851	0.850	0.855	0.719	0.799	0.855	0.850	0.813	0.806	0.833	0.765	0.763	0.713	0.686	0.803	0.663	0.755	0.685	0.696	0.743	0.862	0.851	0.673	0.724	0.640	0.628	0.514	0.692	0.692	0.672	0.638	0.787	0.671	0.715	0.622	0.741	0.686	0.740	0.736	0.546	0.705	0.671	0.637	0.732	0.846	0.776	0.674	0.765	0.746	0.749	0.788	0.702	0.795	0.830	0.828	0.850	
Mo	0.523	0.765	1.090	0.366	0.353	0.263	0.298	0.818	0.586	0.337	0.350	0.449	0.628	0.373	0.698	0.766	0.892	0.955	0.510	0.993	0.689	1.041	1.059	0.726	0.310	0.401	1.048	0.783	1.019	1.116	1.311	0.857	1.054	0.950	1.098	0.691	1.057	0.870	1.130	0.835	0.951	0.793	0.671	1.306	0.908	0.898	0.997	0.891	0.335	0.502	0.986	0.654	0.623	0.652	0.695	0.862	0.553	0.446	0.394	0.315	
Area	12449888	10744723	6502951	12281168	13237154	13878956	10887570	5680823	9127385	20543250	10223917	12312646	7586934	10331217	8891642	7171162	7003192	7368285	9058207	7930019	8541458	6938684	4183992	8937066	10381634	10698667	6560320	8125475	6109612	6334281	5546075	6326707	7471983	7191246	5354826	6957127	7390510	10413000	6533766	6803391	6985986	7599690	6600054	6293555	7146371	6688322	7082613	7311394	13355842	7390912	6761619	7135358	8986094	9026980	7473530	6943425	7326275	8031813	15730472	11040248	
Fix Area	29862842	23422242	25066060	30264586	28343396	23323872	25068250	19173462	24353612	27293088	27482286	26397802	30889092	21829108	21986824	27855594	22147826	21757118	22398936	20436502	20986628	23967702	26307872	21892944	29194884	31796640	23502084	20958162	18567256	20521806	18498420	20497970	26641752	20711060	21502946	27069844	21758938	23578762	20497320	26346848	22620764	24690976	19747048	19665980	22460502	20458992	19193060	25369342	25900968	20867438	20480376	22547110	18103826	18511408	27837090	19941382	24809504	27362886	21552798	25499372	
HACH Area	24898040	17440482	17231374	25638770	24006570	19675018	21299400	13646682	19269816	23215252	23205456	21323004	24744338	18031260	16656038	21093864	15646086	14767398	17843118	13381785	15712838	16263011	18148198	16138174	25048050	26951834	15667398	15009400	11740529	12719118	9297788	14029229	18287086	13754338	13570263	21153080	14444231	16720036	12597635	19390126	15371054	18124238	14383263	10563344	15698773	13567267	12073346	18412622	21764134	16011632	13653649	17118328	13358015	13735600	21790332	13862625	19607712	22584078	17684954	21531530	
Sm	484.186	596.565	368.356	463.790	533.219	673.801	490.144	401.699	452.972	851.816	420.789	556.806	297.667	545.672	513.108	330.210	432.536	483.230	487.158	571.245	524.950	414.423	224.199	536.922	399.263	385.163	406.816	520.697	503.802	481.072	570.525	434.377	398.315	505.003	383.035	318.929	496.340	605.442	502.404	341.381	440.339	406.531	442.274	574.439	441.406	476.207	565.885	385.074	589.870	438.916	479.208	403.447	644.257	633.606	332.674	484.267	362.292	344.078	844.181	490.634	
Ss	0.826	0.748	0.660	0.910	0.952	1.110	1.018	0.795	0.774	0.930	0.923	0.812	0.721	0.960	0.828	0.656	0.723	0.681	0.883	0.698	0.857	0.657	0.635	0.823	0.978	0.830	0.667	0.782	0.734	0.646	0.592	0.729	0.640	0.709	0.646	0.776	0.690	0.735	0.661	0.672	0.690	0.717	0.834	0.586	0.739	0.724	0.698	0.696	1.013	0.729	0.710	0.795	0.906	0.894	0.733	0.724	0.846	0.922	0.928	0.969	
N	586.417	797.889	557.749	509.838	559.832	606.891	481.489	505.212	585.446	915.868	455.649	685.427	412.571	568.208	619.787	503.113	598.322	709.737	551.473	818.252	612.815	631.122	353.144	652.640	408.336	464.265	609.684	665.934	686.251	744.743	964.038	595.712	622.589	712.302	592.707	411.033	719.257	824.005	759.524	508.043	638.477	566.972	530.136	979.587	597.376	657.599	810.894	553.218	582.110	602.130	674.760	507.411	711.333	708.906	453.721	669.232	428.272	373.244	909.881	506.111	
Phi_Po	0.838	0.751	0.693	0.851	0.851	0.850	0.855	0.719	0.799	0.855	0.850	0.813	0.806	0.833	0.765	0.763	0.713	0.686	0.803	0.663	0.755	0.685	0.696	0.743	0.862	0.851	0.673	0.724	0.640	0.628	0.514	0.692	0.692	0.672	0.638	0.787	0.671	0.715	0.622	0.741	0.686	0.740	0.736	0.546	0.705	0.671	0.637	0.732	0.846	0.776	0.674	0.765	0.746	0.749	0.788	0.702	0.795	0.830	0.828	0.850	
Psi_o	0.568	0.428	0.280	0.667	0.663	0.708	0.697	0.349	0.547	0.686	0.677	0.635	0.547	0.642	0.422	0.497	0.355	0.350	0.549	0.307	0.410	0.316	0.328	0.402	0.697	0.668	0.300	0.388	0.252	0.279	0.224	0.375	0.326	0.326	0.291	0.463	0.271	0.361	0.253	0.439	0.344	0.431	0.440	0.234	0.329	0.350	0.304	0.380	0.661	0.634	0.300	0.480	0.435	0.417	0.491	0.376	0.532	0.589	0.635	0.694	
Phi_Eo	0.476	0.321	0.194	0.568	0.565	0.601	0.596	0.251	0.437	0.587	0.576	0.517	0.441	0.535	0.323	0.379	0.254	0.240	0.441	0.203	0.310	0.217	0.228	0.299	0.601	0.568	0.202	0.281	0.161	0.175	0.115	0.260	0.225	0.219	0.185	0.365	0.182	0.258	0.157	0.325	0.236	0.319	0.324	0.128	0.232	0.234	0.194	0.278	0.559	0.492	0.202	0.367	0.325	0.312	0.387	0.264	0.423	0.489	0.525	0.590	
Phi_Do	0.162	0.249	0.307	0.149	0.149	0.150	0.145	0.281	0.201	0.145	0.150	0.187	0.194	0.167	0.235	0.237	0.287	0.314	0.197	0.337	0.245	0.315	0.304	0.257	0.138	0.149	0.327	0.276	0.360	0.372	0.486	0.308	0.308	0.328	0.362	0.213	0.329	0.285	0.378	0.259	0.314	0.260	0.264	0.454	0.295	0.329	0.363	0.268	0.154	0.224	0.326	0.235	0.254	0.251	0.212	0.298	0.205	0.170	0.172	0.150	
Phi_Pav	940.234	949.549	939.278	936.426	942.479	935.872	927.864	926.835	923.622	956.661	913.651	940.305	916.755	924.491	930.679	927.046	930.598	942.315	928.045	943.069	940.293	940.962	908.928	946.291	926.601	932.705	938.861	938.652	943.557	939.192	940.572	935.215	944.982	938.158	934.052	923.636	946.561	958.390	942.478	931.614	939.700	935.408	925.241	946.117	938.908	935.100	945.166	934.333	938.155	916.723	945.348	930.850	939.551	945.993	930.750	940.434	924.725	916.517	942.624	923.529	
Pi_Abs	4.721	1.263	0.401	8.886	9.149	12.887	11.778	0.786	2.954	10.290	9.353	5.015	2.914	7.147	1.503	1.588	0.708	0.548	3.526	0.403	1.387	0.452	0.492	1.190	12.166	8.135	0.397	0.939	0.281	0.265	0.093	0.682	0.480	0.473	0.298	1.944	0.350	0.744	0.229	1.116	0.544	1.145	1.342	0.118	0.613	0.532	0.341	0.853	9.141	3.400	0.423	1.828	1.531	1.429	2.067	0.723	2.975	5.359	6.426	10.614	
ABS/RC	1.445	1.782	2.186	1.291	1.233	1.060	1.149	1.749	1.619	1.257	1.273	1.514	1.720	1.250	1.580	1.998	1.939	2.142	1.409	2.160	1.546	2.224	2.264	1.636	1.186	1.416	2.227	1.766	2.129	2.466	3.289	1.981	2.259	2.100	2.425	1.638	2.161	1.904	2.430	2.008	2.113	1.885	1.630	3.122	1.919	2.059	2.248	1.963	1.167	1.767	2.089	1.644	1.480	1.494	1.731	1.968	1.486	1.307	1.302	1.213	
TRo/RC	1.211	1.337	1.514	1.099	1.050	0.901	0.982	1.258	1.292	1.075	1.083	1.231	1.386	1.041	1.208	1.524	1.383	1.469	1.132	1.432	1.167	1.523	1.575	1.216	1.023	1.205	1.499	1.279	1.362	1.548	1.690	1.371	1.563	1.410	1.547	1.289	1.449	1.361	1.512	1.488	1.450	1.395	1.199	1.705	1.353	1.381	1.433	1.437	0.987	1.372	1.408	1.258	1.104	1.119	1.364	1.382	1.182	1.085	1.078	1.032	
ETo/RC	0.688	0.572	0.424	0.733	0.697	0.637	0.684	0.439	0.707	0.738	0.733	0.782	0.758	0.668	0.510	0.757	0.492	0.514	0.622	0.439	0.479	0.482	0.516	0.489	0.713	0.805	0.450	0.496	0.343	0.432	0.379	0.514	0.509	0.460	0.450	0.597	0.392	0.491	0.382	0.653	0.499	0.601	0.527	0.400	0.446	0.483	0.436	0.546	0.652	0.870	0.422	0.603	0.481	0.467	0.669	0.520	0.629	0.639	0.684	0.716	
DIo/RC	0.234	0.444	0.672	0.192	0.183	0.160	0.167	0.492	0.326	0.182	0.191	0.283	0.334	0.209	0.372	0.474	0.556	0.673	0.277	0.728	0.378	0.701	0.689	0.420	0.163	0.210	0.728	0.488	0.767	0.917	1.599	0.609	0.696	0.689	0.878	0.350	0.712	0.543	0.918	0.520	0.663	0.490	0.431	1.417	0.565	0.678	0.815	0.526	0.180	0.396	0.681	0.386	0.376	0.375	0.367	0.586	0.304	0.222	0.224	0.182	
