FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:14:45  10.1.2024	14:15:10  10.1.2024	14:15:29  10.1.2024	14:15:50  10.1.2024	14:16:24  10.1.2024	14:16:43  10.1.2024	14:17:02  10.1.2024	14:17:23  10.1.2024	14:18:12  10.1.2024	14:18:37  10.1.2024	14:19:00  10.1.2024	14:19:20  10.1.2024	14:20:22  10.1.2024	14:20:45  10.1.2024	14:21:06  10.1.2024	14:21:27  10.1.2024	14:21:54  10.1.2024	14:22:26  10.1.2024	14:22:44  10.1.2024	14:23:17  10.1.2024	14:24:18  10.1.2024	14:24:38  10.1.2024	14:24:59  10.1.2024	14:25:22  10.1.2024	14:28:00  10.1.2024	14:28:31  10.1.2024	14:28:50  10.1.2024	14:29:09  10.1.2024	14:30:53  10.1.2024	14:31:10  10.1.2024	14:31:30  10.1.2024	14:31:54  10.1.2024	14:32:42  10.1.2024	14:33:00  10.1.2024	14:33:18  10.1.2024	14:33:36  10.1.2024	14:34:50  10.1.2024	14:35:06  10.1.2024	14:35:29  10.1.2024	14:35:47  10.1.2024	14:36:05  10.1.2024	14:36:22  10.1.2024	14:36:41  10.1.2024	14:36:58  10.1.2024	14:38:32  10.1.2024	14:38:49  10.1.2024	14:39:08  10.1.2024	14:39:29  10.1.2024	14:40:40  10.1.2024	14:40:57  10.1.2024	14:41:13  10.1.2024	14:41:35  10.1.2024	14:42:08  10.1.2024	14:42:26  10.1.2024	14:42:44  10.1.2024	14:43:01  10.1.2024	14:50:50  10.1.2024	14:51:07  10.1.2024	14:51:28  10.1.2024	14:52:22  10.1.2024	
Fv/Fm	0.810	0.805	0.752	0.856	0.858	0.851	0.864	0.797	0.823	0.776	0.809	0.850	0.833	0.861	0.835	0.791	0.839	0.858	0.857	0.851	0.856	0.863	0.841	0.856	0.612	0.646	0.771	0.715	0.793	0.704	0.662	0.685	0.694	0.790	0.710	0.681	0.716	0.699	0.763	0.795	0.687	0.656	0.664	0.773	0.682	0.641	0.695	0.656	0.767	0.746	0.836	0.714	0.707	0.713	0.688	0.677	0.837	0.788	0.760	0.773	
Mo	0.413	0.441	0.517	0.376	0.361	0.338	0.321	0.439	0.452	0.488	0.408	0.406	0.527	0.371	0.475	0.485	0.401	0.326	0.365	0.442	0.352	0.374	0.427	0.351	0.703	0.707	0.430	0.593	0.572	0.730	0.711	0.742	0.702	0.548	0.671	0.722	0.707	0.707	0.694	0.504	0.707	0.643	0.658	0.568	0.687	0.752	0.649	0.695	0.426	0.598	0.418	0.648	0.604	0.756	0.597	0.771	0.393	0.516	0.562	0.550	
Area	9067105	8201814	7161459	15592705	15419726	12226451	11362460	8948029	12438865	8427357	16836486	10044667	9844749	14965591	10028081	10851674	10643968	10542221	12347152	11280069	9266982	12707134	12178576	11348356	3636086	4994497	7961451	6201244	7623512	7178550	4358670	6313666	5512682	8793224	6194872	5911150	6044175	6769051	9840473	6848511	6747187	5797789	6641053	7652529	5708097	6073549	5687066	4825921	7131113	12719582	7810806	6720790	3982252	6051280	4797714	5699309	9138490	8150969	7041723	8021520	
Fix Area	22973936	21435232	15498155	32469196	32861046	29347182	30881174	19682476	24991854	18875582	22740324	32618786	34015428	33291904	28752042	24251988	28139350	30364496	32393008	36103512	31141014	35379904	32963270	29154578	10301787	12099189	16847050	14599341	23326764	17608820	13043658	16722743	15041807	20664804	16920498	13901197	17001158	17041068	22405152	23979494	15807185	11940507	13613954	20295292	14793846	14225005	14728146	12253790	16894838	17894670	26328682	14759924	14069700	18517666	12876974	15939278	27231270	21153694	19342832	19803490	
HACH Area	18458116	17098406	11500315	27674388	28095236	24841362	26574346	15535642	20436036	14479757	18214504	27593986	28183660	28536094	23867236	19028196	23483536	25918674	27667196	30600730	26525198	30395102	27609484	24847750	6093955	7643367	12820212	10292513	18341962	12255033	8467841	11298960	10306997	16168984	11865700	9295381	12026357	11767279	16952370	18944694	10722388	7643679	8898143	15540483	9918041	8951216	10072332	7896964	12808001	13178859	21872862	10364100	9762873	13044885	8709140	10625490	22625454	16487882	14537024	15137676	
Sm	469.506	458.304	591.221	545.887	533.315	475.867	414.280	549.937	585.469	553.885	878.593	352.271	338.040	508.498	404.750	547.484	438.438	393.807	434.239	359.857	338.125	405.901	428.612	443.590	548.429	614.632	588.430	572.757	399.304	563.820	485.754	536.238	512.903	520.926	501.082	601.338	483.070	553.344	561.767	350.469	603.721	708.343	711.719	472.029	546.857	643.998	535.606	579.690	529.407	917.851	343.755	613.379	383.684	444.653	520.811	512.666	385.135	471.209	461.631	505.356	
Ss	0.848	0.797	0.815	0.840	0.844	0.907	0.912	0.911	0.816	0.864	0.834	0.817	0.716	0.850	0.781	0.849	0.847	0.938	0.894	0.790	0.877	0.822	0.782	0.863	0.770	0.743	0.854	0.821	0.894	0.712	0.776	0.738	0.745	0.855	0.774	0.766	0.845	0.802	0.789	0.896	0.801	0.805	0.833	0.826	0.813	0.749	0.797	0.807	0.922	0.832	0.856	0.815	0.794	0.750	0.831	0.736	0.816	0.789	0.758	0.768	
N	553.962	575.230	725.126	649.758	632.256	524.679	454.285	603.992	717.156	641.058	1053.073	431.030	472.033	598.452	517.946	645.220	517.511	419.754	485.568	455.790	385.584	493.598	548.095	513.733	712.698	827.189	688.708	697.213	446.469	791.391	625.717	727.085	688.865	609.536	647.403	785.403	571.906	689.945	711.731	391.184	754.150	880.037	854.509	571.622	672.882	859.957	672.409	718.587	574.408	1103.178	401.541	753.067	483.094	592.794	626.430	696.660	471.850	597.167	608.785	657.942	
Phi_Po	0.810	0.805	0.752	0.856	0.858	0.851	0.864	0.797	0.823	0.776	0.809	0.850	0.833	0.861	0.835	0.791	0.839	0.858	0.857	0.851	0.856	0.863	0.841	0.856	0.612	0.646	0.771	0.715	0.793	0.704	0.662	0.685	0.694	0.790	0.710	0.681	0.716	0.699	0.763	0.795	0.687	0.656	0.664	0.773	0.682	0.641	0.695	0.656	0.767	0.746	0.836	0.714	0.707	0.713	0.688	0.677	0.837	0.788	0.760	0.773	
Psi_o	0.650	0.648	0.579	0.684	0.695	0.693	0.707	0.600	0.631	0.579	0.660	0.669	0.622	0.685	0.629	0.589	0.660	0.694	0.674	0.651	0.691	0.692	0.666	0.697	0.459	0.475	0.632	0.513	0.488	0.480	0.448	0.453	0.478	0.532	0.481	0.447	0.402	0.433	0.452	0.548	0.434	0.482	0.452	0.531	0.441	0.437	0.483	0.440	0.607	0.502	0.642	0.472	0.521	0.433	0.503	0.432	0.679	0.593	0.574	0.577	
Phi_Eo	0.527	0.522	0.435	0.586	0.597	0.590	0.611	0.478	0.519	0.449	0.534	0.568	0.519	0.589	0.525	0.466	0.554	0.595	0.578	0.554	0.592	0.597	0.561	0.597	0.281	0.307	0.487	0.367	0.387	0.338	0.296	0.310	0.332	0.420	0.341	0.305	0.288	0.302	0.345	0.436	0.299	0.316	0.300	0.410	0.301	0.280	0.336	0.289	0.466	0.375	0.537	0.337	0.368	0.309	0.346	0.292	0.569	0.467	0.436	0.446	
Phi_Do	0.190	0.195	0.248	0.144	0.142	0.149	0.136	0.203	0.177	0.224	0.191	0.150	0.167	0.139	0.165	0.209	0.161	0.142	0.143	0.149	0.144	0.137	0.159	0.144	0.388	0.354	0.229	0.285	0.207	0.296	0.338	0.315	0.306	0.210	0.290	0.319	0.284	0.301	0.237	0.205	0.313	0.344	0.336	0.227	0.318	0.359	0.305	0.344	0.233	0.254	0.164	0.286	0.293	0.287	0.312	0.323	0.163	0.212	0.240	0.227	
Phi_Pav	924.450	918.534	922.940	950.776	950.631	938.005	938.243	929.225	942.278	930.907	945.596	931.196	933.757	948.303	934.929	938.621	939.386	933.902	950.794	951.791	928.645	942.212	945.059	945.346	902.786	919.686	922.383	927.845	926.847	941.395	914.896	937.427	932.987	931.477	931.970	927.204	930.083	939.331	948.595	923.897	939.563	925.982	942.492	931.972	928.082	935.250	927.084	924.474	919.724	948.983	922.256	928.184	899.008	928.280	915.614	933.379	917.258	924.020	919.847	926.307	
Pi_Abs	5.454	4.882	2.550	9.296	10.019	9.933	12.111	4.278	5.353	3.186	5.540	7.953	4.911	9.826	5.612	3.644	7.207	10.978	9.535	7.149	9.973	10.011	6.974	10.107	0.628	0.791	3.803	1.556	2.592	1.101	0.817	0.908	1.073	2.875	1.243	0.900	1.024	0.992	1.594	3.359	0.929	0.937	0.903	2.463	0.937	0.665	1.178	0.793	3.599	1.840	6.556	1.296	1.469	1.016	1.282	0.793	7.448	3.351	2.465	2.758	
ABS/RC	1.456	1.559	1.631	1.390	1.381	1.296	1.269	1.378	1.488	1.492	1.482	1.439	1.676	1.367	1.532	1.489	1.407	1.243	1.304	1.489	1.332	1.410	1.520	1.353	2.124	2.084	1.519	1.702	1.410	1.994	1.945	1.981	1.935	1.482	1.820	1.918	1.655	1.784	1.661	1.404	1.818	1.895	1.807	1.566	1.805	2.082	1.806	1.888	1.414	1.611	1.397	1.720	1.782	1.869	1.747	2.008	1.463	1.609	1.734	1.685	
TRo/RC	1.180	1.255	1.226	1.190	1.186	1.103	1.097	1.098	1.225	1.157	1.199	1.224	1.396	1.177	1.280	1.179	1.180	1.066	1.118	1.267	1.140	1.216	1.279	1.158	1.300	1.346	1.170	1.217	1.118	1.404	1.288	1.356	1.343	1.170	1.292	1.306	1.184	1.247	1.267	1.116	1.249	1.242	1.201	1.211	1.230	1.335	1.255	1.240	1.085	1.202	1.168	1.228	1.259	1.333	1.203	1.359	1.225	1.267	1.319	1.302	
ETo/RC	0.767	0.814	0.710	0.815	0.824	0.764	0.775	0.659	0.773	0.670	0.791	0.818	0.869	0.806	0.805	0.694	0.779	0.740	0.754	0.825	0.788	0.842	0.852	0.807	0.596	0.639	0.740	0.624	0.546	0.674	0.577	0.614	0.642	0.622	0.621	0.584	0.476	0.540	0.573	0.612	0.543	0.599	0.543	0.643	0.543	0.583	0.606	0.545	0.659	0.604	0.750	0.580	0.656	0.577	0.605	0.587	0.832	0.751	0.757	0.752	
DIo/RC	0.276	0.304	0.405	0.200	0.195	0.193	0.172	0.280	0.263	0.334	0.283	0.216	0.280	0.190	0.252	0.311	0.226	0.177	0.186	0.222	0.192	0.194	0.241	0.195	0.825	0.738	0.348	0.484	0.292	0.590	0.657	0.625	0.592	0.312	0.528	0.612	0.471	0.538	0.394	0.288	0.568	0.652	0.607	0.355	0.575	0.747	0.551	0.649	0.329	0.409	0.229	0.493	0.522	0.536	0.544	0.650	0.238	0.342	0.415	0.383	
