FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:03:17  13.11.2023	14:03:47  13.11.2023	14:04:11  13.11.2023	14:04:30  13.11.2023	14:05:10  13.11.2023	14:05:33  13.11.2023	14:05:54  13.11.2023	14:06:36  13.11.2023	14:07:16  13.11.2023	14:07:49  13.11.2023	14:08:17  13.11.2023	14:08:41  13.11.2023	14:10:16  13.11.2023	14:10:37  13.11.2023	14:11:02  13.11.2023	14:11:22  13.11.2023	14:11:54  13.11.2023	14:12:40  13.11.2023	14:13:12  13.11.2023	14:14:09  13.11.2023	14:14:45  13.11.2023	14:15:21  13.11.2023	14:15:45  13.11.2023	14:16:07  13.11.2023	14:17:36  13.11.2023	14:17:58  13.11.2023	14:18:22  13.11.2023	14:18:48  13.11.2023	14:19:35  13.11.2023	14:19:59  13.11.2023	14:20:23  13.11.2023	14:20:43  13.11.2023	14:21:12  13.11.2023	14:21:32  13.11.2023	14:21:50  13.11.2023	14:22:18  13.11.2023	14:23:58  13.11.2023	14:24:23  13.11.2023	14:24:47  13.11.2023	14:25:07  13.11.2023	14:25:32  13.11.2023	14:25:54  13.11.2023	14:26:15  13.11.2023	14:26:35  13.11.2023	14:27:33  13.11.2023	14:27:53  13.11.2023	14:28:17  13.11.2023	14:28:40  13.11.2023	14:43:18  13.11.2023	14:43:40  13.11.2023	14:44:02  13.11.2023	14:44:25  13.11.2023	14:45:21  13.11.2023	14:45:50  13.11.2023	14:46:10  13.11.2023	14:46:31  13.11.2023	14:47:45  13.11.2023	14:48:08  13.11.2023	14:48:48  13.11.2023	14:49:32  13.11.2023	
Fv/Fm	0.684	0.655	0.856	0.820	0.729	0.724	0.721	0.768	0.788	0.700	0.709	0.808	0.664	0.585	0.805	0.761	0.729	0.613	0.630	0.810	0.831	0.820	0.827	0.855	0.847	0.860	0.855	0.711	0.628	0.795	0.560	0.647	0.717	0.755	0.661	0.804	0.749	0.870	0.838	0.776	0.614	0.657	0.652	0.848	0.637	0.749	0.720	0.637	0.689	0.821	0.773	0.834	0.833	0.775	0.741	0.837	0.682	0.699	0.784	0.693	
Mo	1.060	1.223	0.467	0.595	0.797	0.821	0.842	0.781	0.548	0.980	0.964	0.808	1.020	1.249	0.627	0.690	1.098	1.328	1.048	0.647	0.577	0.594	0.546	0.476	0.517	0.436	0.421	0.963	1.185	0.662	1.220	1.124	0.998	0.916	1.028	0.628	0.812	0.383	0.470	0.685	1.162	0.870	0.950	0.428	1.085	0.760	0.829	1.106	1.129	0.549	0.596	0.517	0.560	0.795	0.581	0.513	0.924	0.831	0.763	0.785	
Area	6876924	15605908	16715383	11254309	10028960	34568144	8762615	10854811	21998336	15854655	14769745	10401763	22412110	7097715	8874459	7489053	11636151	24429928	19136074	10487830	10356653	11788743	29378562	17368386	14911623	19661718	15808103	11322922	7900702	12652108	8803815	6402639	6505536	9434893	7286882	10885220	13040727	35891132	12029684	9666212	6724293	20199230	5299726	12930686	4784571	40196040	7307333	7317341	7254826	20882636	14219989	14865517	18955974	10093210	35236408	9469701	19434892	6637159	11548270	29053392	
Fix Area	22079676	25827364	31652858	28497260	20641742	22946782	21071672	23325138	25756750	22222960	22644746	31880162	20680706	21477706	25777242	20009872	28388900	24430876	21821426	27962364	35220728	27097998	28471262	34845924	32653998	35234860	32504622	24022690	21934420	24949128	18678832	22285056	23434828	27989706	20969196	26692628	23322360	34111204	28283362	24488986	19760698	16762313	18446390	29115056	20096290	21710824	21680286	22242830	23586114	25332710	19453400	27735712	29169306	28389882	17218094	29285024	21185818	19822112	27007224	21375840	
HACH Area	14894963	16756726	26947048	23233472	14887972	16380045	15024913	17732362	20043978	15396232	15883017	25605412	13398997	12375071	20593448	15085069	20521214	14776263	13531758	22469584	29108974	22073198	23247472	29652132	27530202	30151066	27669814	16935972	13612752	19675338	10292168	14255378	16641100	20934988	13686487	21338842	17307602	29475388	23577550	18864212	11958011	10520563	11879652	24529240	12651588	15989053	15471535	13986159	16108414	20646898	14877584	22980902	24144508	21823144	11659316	24370220	14229097	13677359	21025462	14549114	
Sm	441.621	905.688	598.989	468.773	646.696	2002.441	561.526	586.937	1038.833	995.208	897.857	394.021	1556.180	554.119	414.966	478.137	548.953	1598.713	1353.138	449.158	345.510	514.770	1172.563	567.631	523.858	628.451	552.460	649.772	562.528	619.958	825.564	435.702	378.251	434.447	514.102	495.165	726.665	1157.891	493.910	494.714	541.452	1688.334	430.103	504.652	366.073	2350.508	456.823	505.760	437.565	971.060	912.532	621.780	756.303	447.354	2216.405	376.021	1302.345	466.125	533.358	1885.237	
Ss	0.673	0.574	0.822	0.786	0.792	0.752	0.738	0.761	0.717	0.658	0.674	0.703	0.679	0.604	0.815	0.847	0.626	0.575	0.632	0.813	0.712	0.810	0.795	0.834	0.807	0.803	0.861	0.680	0.615	0.799	0.602	0.612	0.686	0.688	0.681	0.844	0.737	0.905	0.930	0.736	0.619	0.703	0.714	0.916	0.665	0.783	0.775	0.610	0.656	0.894	0.859	0.866	0.821	0.696	0.806	0.878	0.651	0.703	0.728	0.702	
N	655.878	1577.727	728.825	596.135	816.531	2662.160	761.144	771.186	1449.744	1511.894	1331.676	560.731	2291.316	918.042	509.347	564.591	877.269	2778.845	2142.360	552.753	485.020	635.851	1474.732	680.372	649.187	783.052	641.704	955.269	914.458	775.593	1370.462	711.705	551.773	631.531	755.157	586.630	986.498	1279.083	531.332	672.610	874.318	2401.289	602.504	550.748	550.429	3003.735	589.770	829.418	666.691	1086.688	1061.764	717.939	921.082	643.009	2748.402	428.185	2000.615	662.725	732.309	2687.229	
Phi_Po	0.684	0.655	0.856	0.820	0.729	0.724	0.721	0.768	0.788	0.700	0.709	0.808	0.664	0.585	0.805	0.761	0.729	0.613	0.630	0.810	0.831	0.820	0.827	0.855	0.847	0.860	0.855	0.711	0.628	0.795	0.560	0.647	0.717	0.755	0.661	0.804	0.749	0.870	0.838	0.776	0.614	0.657	0.652	0.848	0.637	0.749	0.720	0.637	0.689	0.821	0.773	0.834	0.833	0.775	0.741	0.837	0.682	0.699	0.784	0.693	
Psi_o	0.286	0.298	0.616	0.532	0.369	0.382	0.379	0.406	0.607	0.355	0.350	0.432	0.307	0.246	0.490	0.416	0.313	0.236	0.338	0.474	0.589	0.519	0.566	0.603	0.583	0.650	0.638	0.345	0.271	0.470	0.265	0.312	0.316	0.370	0.300	0.470	0.402	0.653	0.563	0.496	0.280	0.389	0.322	0.608	0.279	0.405	0.358	0.326	0.259	0.510	0.488	0.552	0.540	0.447	0.532	0.549	0.399	0.416	0.444	0.449	
Phi_Eo	0.196	0.195	0.527	0.437	0.269	0.277	0.273	0.312	0.478	0.249	0.248	0.349	0.204	0.144	0.394	0.316	0.228	0.145	0.213	0.384	0.489	0.426	0.468	0.516	0.494	0.559	0.545	0.245	0.170	0.374	0.148	0.202	0.226	0.279	0.198	0.378	0.301	0.568	0.472	0.385	0.172	0.255	0.210	0.516	0.178	0.303	0.258	0.207	0.178	0.418	0.377	0.461	0.450	0.346	0.394	0.460	0.272	0.290	0.348	0.311	
Phi_Do	0.316	0.345	0.144	0.180	0.271	0.276	0.279	0.232	0.212	0.300	0.291	0.192	0.336	0.415	0.195	0.239	0.271	0.387	0.370	0.190	0.169	0.180	0.173	0.145	0.153	0.140	0.145	0.289	0.372	0.205	0.440	0.353	0.283	0.245	0.339	0.196	0.251	0.130	0.162	0.224	0.386	0.343	0.348	0.152	0.363	0.251	0.280	0.363	0.311	0.179	0.227	0.166	0.167	0.225	0.259	0.163	0.318	0.301	0.216	0.307	
Phi_Pav	939.582	970.103	946.332	934.047	940.321	972.509	937.634	935.695	949.509	965.414	961.726	931.880	955.583	948.183	923.627	928.853	949.548	978.120	967.616	928.494	920.962	934.727	940.522	948.473	941.314	945.736	942.152	959.084	950.512	944.450	959.506	934.100	929.779	932.593	939.116	944.418	952.113	957.801	937.301	933.209	945.688	931.070	930.214	927.256	926.882	966.835	935.908	942.551	937.612	958.755	951.148	940.194	952.202	932.403	824.548	920.958	963.790	926.015	946.288	966.599	
Pi_Abs	0.400	0.303	6.689	3.349	0.910	0.887	0.838	1.320	3.235	0.592	0.625	1.819	0.395	0.162	2.594	1.457	0.560	0.173	0.347	2.520	4.158	3.269	4.113	6.385	5.307	7.893	7.669	0.627	0.242	2.184	0.155	0.328	0.574	0.938	0.376	2.474	1.107	9.905	5.199	1.951	0.236	0.563	0.415	6.729	0.287	1.193	0.801	0.329	0.350	3.498	2.152	4.477	4.008	1.495	1.940	4.592	0.632	0.809	1.652	0.896	
ABS/RC	2.170	2.659	1.422	1.551	1.731	1.835	1.881	1.711	1.772	2.170	2.093	1.761	2.217	2.834	1.525	1.552	2.191	2.836	2.511	1.520	1.690	1.506	1.520	1.402	1.462	1.448	1.358	2.068	2.589	1.574	2.966	2.526	2.035	1.926	2.224	1.473	1.813	1.270	1.284	1.751	2.629	2.164	2.147	1.287	2.360	1.705	1.792	2.576	2.211	1.363	1.505	1.384	1.462	1.856	1.674	1.361	2.252	2.035	1.752	2.057	
TRo/RC	1.485	1.742	1.217	1.272	1.263	1.329	1.355	1.314	1.396	1.519	1.483	1.423	1.472	1.657	1.227	1.181	1.598	1.738	1.583	1.231	1.404	1.235	1.258	1.199	1.239	1.246	1.162	1.470	1.626	1.251	1.660	1.633	1.459	1.454	1.469	1.185	1.358	1.105	1.076	1.360	1.615	1.422	1.401	1.091	1.504	1.278	1.291	1.640	1.524	1.119	1.164	1.155	1.218	1.437	1.240	1.139	1.536	1.422	1.373	1.425	
ETo/RC	0.425	0.519	0.749	0.677	0.466	0.508	0.514	0.533	0.848	0.539	0.519	0.615	0.452	0.408	0.601	0.491	0.500	0.411	0.535	0.583	0.827	0.642	0.712	0.723	0.722	0.810	0.741	0.507	0.440	0.589	0.440	0.510	0.461	0.537	0.441	0.557	0.546	0.721	0.606	0.674	0.452	0.553	0.451	0.663	0.419	0.517	0.462	0.534	0.394	0.570	0.567	0.638	0.658	0.642	0.659	0.626	0.612	0.591	0.610	0.641	
DIo/RC	0.685	0.917	0.205	0.279	0.468	0.506	0.525	0.397	0.377	0.651	0.610	0.338	0.744	1.177	0.298	0.371	0.593	1.098	0.928	0.290	0.286	0.271	0.262	0.203	0.223	0.202	0.196	0.598	0.963	0.323	1.306	0.893	0.576	0.472	0.755	0.289	0.455	0.165	0.208	0.391	1.015	0.742	0.747	0.195	0.856	0.428	0.501	0.936	0.687	0.244	0.342	0.230	0.244	0.418	0.434	0.222	0.716	0.614	0.379	0.631	
