FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:00:55  24.11.2023	14:01:14  24.11.2023	14:01:38  24.11.2023	14:02:10  24.11.2023	14:02:40  24.11.2023	14:03:03  24.11.2023	14:03:21  24.11.2023	14:03:41  24.11.2023	14:04:10  24.11.2023	14:04:28  24.11.2023	14:04:46  24.11.2023	14:05:05  24.11.2023	14:06:20  24.11.2023	14:06:38  24.11.2023	14:06:57  24.11.2023	14:07:15  24.11.2023	14:07:41  24.11.2023	14:07:59  24.11.2023	14:08:17  24.11.2023	14:08:43  24.11.2023	14:09:43  24.11.2023	14:10:07  24.11.2023	14:10:25  24.11.2023	14:10:45  24.11.2023	14:11:42  24.11.2023	14:12:02  24.11.2023	14:12:26  24.11.2023	14:13:59  24.11.2023	14:14:27  24.11.2023	14:14:46  24.11.2023	14:15:06  24.11.2023	14:15:27  24.11.2023	14:16:16  24.11.2023	14:16:39  24.11.2023	14:17:22  24.11.2023	14:17:41  24.11.2023	14:18:43  24.11.2023	14:19:04  24.11.2023	14:19:23  24.11.2023	14:19:42  24.11.2023	14:20:14  24.11.2023	14:20:34  24.11.2023	14:20:51  24.11.2023	14:21:13  24.11.2023	14:21:49  24.11.2023	14:22:07  24.11.2023	14:22:26  24.11.2023	14:22:43  24.11.2023	14:36:22  24.11.2023	14:36:50  24.11.2023	14:37:17  24.11.2023	14:37:37  24.11.2023	14:37:56  24.11.2023	14:38:18  24.11.2023	14:38:38  24.11.2023	14:38:56  24.11.2023	14:39:31  24.11.2023	14:39:49  24.11.2023	14:40:07  24.11.2023	14:40:25  24.11.2023	
Fv/Fm	0.847	0.802	0.769	0.788	0.830	0.820	0.798	0.828	0.827	0.807	0.811	0.817	0.821	0.825	0.797	0.780	0.809	0.762	0.841	0.770	0.751	0.766	0.770	0.773	0.787	0.773	0.784	0.832	0.770	0.784	0.818	0.798	0.763	0.781	0.792	0.784	0.774	0.740	0.815	0.833	0.773	0.771	0.761	0.778	0.775	0.788	0.797	0.804	0.841	0.851	0.817	0.807	0.806	0.839	0.829	0.819	0.838	0.828	0.826	0.827	
Mo	0.455	0.650	0.889	0.620	0.569	0.608	0.657	0.597	0.572	0.511	0.605	0.534	0.546	0.505	0.609	0.615	0.592	0.766	0.419	0.653	0.796	0.721	0.759	0.608	0.648	0.723	0.733	0.515	0.606	0.653	0.660	0.646	0.832	0.339	0.739	0.664	0.734	0.862	0.529	0.480	0.640	0.694	0.747	0.748	0.607	0.598	0.635	0.617	0.624	0.461	0.758	0.667	0.802	0.483	0.599	0.587	0.486	0.464	0.567	0.510	
Area	13495792	9852527	9184310	6854591	9734738	9924554	9397016	10221584	11101890	10730334	8815097	11095433	9740870	9393429	9966878	7375434	10122796	7991506	11533230	9771807	8309152	8641630	9250885	9658786	11510629	8834962	7363153	10692470	8857523	7630677	10442448	10479777	9272110	42118316	8966933	7707300	7590149	6819204	10356464	10984307	11061730	6913877	9555608	10206853	9027611	8141591	8303070	9969547	10506745	6096464	36360600	8899956	8224156	11917733	11277567	12313835	10342897	12376097	12433028	9568722	
Fix Area	33149608	26921316	27144428	21913466	31927546	29535916	27138008	33345850	28753626	23497360	26322708	27448822	28237280	28926508	23931350	22118554	25569438	23738388	30001688	21369506	23337686	23617264	25849660	21565156	23591848	26996180	26475840	30835866	21300914	23413310	30923600	25715944	25228772	20756528	29128356	24526888	22474924	24557634	28265238	30787480	20233644	22730632	24076742	25059856	22850528	23616846	27091388	26528440	37966640	34908788	32924968	29058080	31892840	29336110	30706818	28737670	30685604	28285782	29754788	27754718	
HACH Area	27955816	21438536	20740684	17128658	26368768	24075134	21514232	27462086	23649830	18841548	21218912	22280030	23035488	23724716	18956550	17111754	20554638	17951620	25095884	16324707	17387924	17960490	19769902	16540357	18418056	20722430	20592076	25522080	16276114	18218516	25181830	20382158	19117016	15814725	22919604	19094106	17260132	18022896	22900454	25521690	15487833	17398844	18159978	19367084	17551740	18480052	21467612	21197654	31789886	29577002	26585222	23303310	25586092	24471304	25333032	23403884	25581808	23290982	24441000	22829916	
Sm	468.230	444.950	429.977	384.506	358.158	400.087	423.804	360.970	453.935	550.245	402.295	479.326	409.315	384.221	508.748	415.494	476.008	432.020	443.739	577.223	462.184	465.530	453.831	564.214	603.504	412.984	345.769	406.079	525.388	405.391	403.448	496.272	470.642	2390.234	380.422	390.026	424.600	367.335	438.796	418.147	685.319	384.553	508.520	510.598	495.859	425.171	375.569	454.960	321.248	199.917	1284.056	370.940	313.075	471.541	432.405	510.799	392.207	515.499	492.514	405.128	
Ss	0.793	0.771	0.690	0.835	0.786	0.810	0.795	0.771	0.813	0.887	0.831	0.753	0.823	0.842	0.819	0.821	0.843	0.752	0.815	0.853	0.748	0.772	0.735	0.812	0.799	0.702	0.727	0.800	0.825	0.820	0.769	0.791	0.718	0.772	0.739	0.739	0.753	0.736	0.820	0.804	0.817	0.800	0.734	0.727	0.765	0.810	0.829	0.793	0.662	0.787	0.679	0.752	0.704	0.875	0.750	0.831	0.843	0.804	0.753	0.762	
N	590.179	577.228	623.142	460.590	455.827	493.784	533.289	468.151	558.150	620.247	484.171	636.902	497.637	456.204	620.912	505.835	564.331	574.190	544.510	676.837	618.090	603.054	617.232	694.541	755.235	588.575	475.532	507.599	636.827	494.079	524.535	627.470	655.195	3096.534	514.951	528.030	563.841	499.268	534.954	520.046	839.119	480.990	692.962	702.013	648.318	525.108	453.173	573.651	484.925	253.992	1891.568	493.147	444.914	538.930	576.541	614.661	465.501	641.448	653.642	531.985	
Phi_Po	0.847	0.802	0.769	0.788	0.830	0.820	0.798	0.828	0.827	0.807	0.811	0.817	0.821	0.825	0.797	0.780	0.809	0.762	0.841	0.770	0.751	0.766	0.770	0.773	0.787	0.773	0.784	0.832	0.770	0.784	0.818	0.798	0.763	0.781	0.792	0.784	0.774	0.740	0.815	0.833	0.773	0.771	0.761	0.778	0.775	0.788	0.797	0.804	0.841	0.851	0.817	0.807	0.806	0.839	0.829	0.819	0.838	0.828	0.826	0.827	
Psi_o	0.639	0.499	0.387	0.483	0.553	0.507	0.478	0.540	0.534	0.547	0.497	0.598	0.551	0.574	0.501	0.495	0.500	0.424	0.659	0.443	0.405	0.443	0.442	0.506	0.482	0.492	0.467	0.588	0.500	0.465	0.493	0.489	0.403	0.738	0.454	0.510	0.447	0.366	0.566	0.614	0.477	0.445	0.452	0.456	0.536	0.516	0.474	0.510	0.586	0.638	0.486	0.499	0.436	0.578	0.550	0.512	0.591	0.627	0.573	0.612	
Phi_Eo	0.541	0.400	0.297	0.381	0.459	0.416	0.381	0.447	0.442	0.441	0.403	0.489	0.452	0.474	0.400	0.386	0.405	0.323	0.554	0.342	0.304	0.340	0.340	0.391	0.379	0.381	0.366	0.489	0.385	0.364	0.403	0.390	0.307	0.576	0.359	0.400	0.346	0.271	0.461	0.511	0.369	0.343	0.343	0.355	0.415	0.407	0.378	0.411	0.493	0.543	0.397	0.402	0.351	0.484	0.456	0.419	0.495	0.519	0.473	0.506	
Phi_Do	0.153	0.198	0.231	0.212	0.170	0.180	0.202	0.172	0.173	0.193	0.189	0.183	0.179	0.175	0.203	0.220	0.191	0.238	0.159	0.230	0.249	0.234	0.230	0.227	0.213	0.227	0.216	0.168	0.230	0.216	0.182	0.202	0.237	0.219	0.208	0.216	0.226	0.260	0.185	0.167	0.227	0.229	0.239	0.222	0.225	0.212	0.203	0.196	0.159	0.149	0.183	0.193	0.194	0.161	0.171	0.181	0.162	0.172	0.174	0.173	
Phi_Pav	940.979	934.539	940.784	914.114	924.516	932.539	934.842	929.255	935.107	941.840	927.964	929.340	928.851	927.374	939.988	921.677	935.753	935.870	929.433	942.915	934.437	934.952	940.649	944.889	946.379	934.756	928.991	934.371	937.741	929.997	939.068	939.697	941.256	937.276	936.213	922.493	934.830	931.662	936.862	937.302	942.982	922.181	939.557	942.592	933.072	927.043	930.922	934.412	926.594	888.024	952.375	930.220	929.459	937.870	939.493	947.090	934.548	944.858	942.648	927.012	
Pi_Abs	6.599	2.484	1.116	2.287	3.940	3.104	2.289	3.601	3.701	3.615	2.859	4.103	3.782	4.406	2.587	2.222	2.897	1.346	7.007	1.757	1.156	1.545	1.503	2.192	2.156	1.795	1.808	4.708	2.135	2.021	2.756	2.393	1.191	6.056	1.844	2.190	1.617	0.893	3.837	5.311	1.961	1.666	1.459	1.665	2.348	2.538	2.336	2.733	4.184	6.739	2.339	2.516	1.824	5.210	3.696	3.227	5.268	5.386	3.963	4.760	
ABS/RC	1.488	1.619	1.884	1.519	1.533	1.506	1.578	1.566	1.486	1.396	1.484	1.625	1.482	1.440	1.530	1.561	1.465	1.745	1.459	1.522	1.780	1.690	1.766	1.592	1.591	1.843	1.755	1.502	1.573	1.555	1.589	1.584	1.824	1.659	1.710	1.726	1.715	1.838	1.496	1.493	1.584	1.622	1.792	1.766	1.688	1.566	1.514	1.568	1.795	1.493	1.803	1.648	1.762	1.363	1.608	1.470	1.417	1.503	1.607	1.587	
TRo/RC	1.260	1.297	1.449	1.198	1.273	1.234	1.258	1.297	1.230	1.127	1.204	1.329	1.216	1.187	1.220	1.217	1.186	1.329	1.227	1.173	1.337	1.295	1.360	1.231	1.251	1.425	1.375	1.250	1.212	1.219	1.300	1.264	1.392	1.295	1.354	1.354	1.328	1.359	1.219	1.244	1.224	1.251	1.363	1.375	1.307	1.235	1.207	1.261	1.510	1.270	1.473	1.329	1.421	1.143	1.333	1.203	1.187	1.244	1.327	1.313	
ETo/RC	0.805	0.647	0.560	0.578	0.703	0.626	0.602	0.700	0.657	0.616	0.598	0.795	0.669	0.682	0.612	0.602	0.593	0.563	0.808	0.520	0.542	0.574	0.601	0.623	0.603	0.702	0.643	0.735	0.606	0.566	0.641	0.618	0.560	0.956	0.614	0.690	0.594	0.497	0.690	0.763	0.585	0.556	0.615	0.627	0.700	0.637	0.571	0.644	0.885	0.810	0.715	0.663	0.619	0.660	0.734	0.616	0.701	0.781	0.760	0.803	
DIo/RC	0.227	0.321	0.435	0.322	0.260	0.272	0.319	0.269	0.257	0.269	0.280	0.297	0.266	0.253	0.310	0.343	0.280	0.416	0.232	0.349	0.443	0.395	0.406	0.361	0.339	0.418	0.380	0.252	0.361	0.336	0.288	0.319	0.432	0.363	0.357	0.372	0.387	0.478	0.277	0.249	0.360	0.371	0.429	0.392	0.381	0.331	0.307	0.307	0.285	0.222	0.330	0.319	0.341	0.220	0.275	0.266	0.230	0.259	0.279	0.274	
