FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:42:04  1.2.2024	14:42:29  1.2.2024	14:42:52  1.2.2024	14:43:19  1.2.2024	14:43:46  1.2.2024	14:44:07  1.2.2024	14:44:30  1.2.2024	14:44:53  1.2.2024	14:45:19  1.2.2024	14:45:56  1.2.2024	14:46:20  1.2.2024	14:46:41  1.2.2024	14:47:59  1.2.2024	14:48:21  1.2.2024	14:48:45  1.2.2024	14:49:10  1.2.2024	14:49:38  1.2.2024	14:49:59  1.2.2024	14:50:25  1.2.2024	14:50:44  1.2.2024	14:51:11  1.2.2024	14:51:28  1.2.2024	14:51:50  1.2.2024	14:52:10  1.2.2024	14:58:39  1.2.2024	14:59:00  1.2.2024	14:59:23  1.2.2024	14:59:50  1.2.2024	15:00:20  1.2.2024	15:00:44  1.2.2024	15:01:02  1.2.2024	15:01:23  1.2.2024	15:02:02  1.2.2024	15:02:25  1.2.2024	15:02:50  1.2.2024	15:03:10  1.2.2024	15:04:21  1.2.2024	15:04:40  1.2.2024	15:05:00  1.2.2024	15:05:21  1.2.2024	15:05:54  1.2.2024	15:06:15  1.2.2024	15:06:35  1.2.2024	15:06:56  1.2.2024	15:07:23  1.2.2024	15:07:57  1.2.2024	15:08:19  1.2.2024	15:08:44  1.2.2024	15:09:54  1.2.2024	15:10:16  1.2.2024	15:10:34  1.2.2024	15:10:55  1.2.2024	15:11:24  1.2.2024	15:11:44  1.2.2024	15:12:03  1.2.2024	15:12:21  1.2.2024	15:12:48  1.2.2024	15:13:06  1.2.2024	15:13:24  1.2.2024	15:13:42  1.2.2024	
Fv/Fm	0.785	0.809	0.742	0.797	0.827	0.826	0.820	0.785	0.835	0.822	0.835	0.802	0.799	0.829	0.810	0.828	0.852	0.819	0.801	0.837	0.844	0.742	0.790	0.841	0.808	0.810	0.799	0.817	0.828	0.818	0.834	0.812	0.799	0.833	0.827	0.824	0.829	0.764	0.836	0.826	0.819	0.821	0.816	0.836	0.794	0.797	0.802	0.848	0.855	0.835	0.823	0.844	0.817	0.834	0.818	0.828	0.827	0.833	0.828	0.820	
Mo	0.551	0.437	0.561	0.473	0.335	0.357	0.332	0.536	0.377	0.501	0.469	0.574	0.529	0.524	0.548	0.413	0.359	0.567	0.611	0.413	0.452	0.514	0.579	0.356	0.525	0.509	0.482	0.486	0.409	0.469	0.380	0.501	0.572	0.406	0.395	0.459	0.459	0.541	0.455	0.432	0.474	0.446	0.440	0.487	0.493	0.551	0.607	0.388	0.315	0.379	0.366	0.380	0.471	0.358	0.414	0.409	0.402	0.326	0.372	0.384	
Area	11236190	8470331	7549004	9122825	7359075	8796188	8581251	19933302	9882833	10111198	16693305	10345439	10617550	9901932	10644447	9768623	17296930	9231940	10399490	12329297	10857558	10653491	10668582	9448830	12262895	10596264	9233740	14807731	6815806	9052220	7673776	10320109	9241709	10092406	8855239	9556857	9615833	11914073	9271592	8271242	9477263	8287854	10057638	9513420	6670561	8247856	20467376	11362377	9301165	8908326	15348226	8689184	35626224	16700045	7832009	7707475	6939094	6489244	6920347	7230902	
Fix Area	22648580	23314780	17495216	21638484	20940906	21725194	19374944	24213352	26207942	28361590	31506158	30810048	26880998	34584812	29156920	28338666	30553448	34430568	32011954	28844574	33977180	22033744	22838058	28071334	29318238	24909728	26622796	27907552	26497016	29690362	27331754	27346400	26540112	26364240	25778152	25442756	30211394	22664962	31254128	28099536	28948816	28084706	25510530	33032708	24367460	28804834	32451454	30168366	26390814	25114246	21980834	30146760	25804388	23112034	21462144	23744194	25317990	20102726	20709974	20949920	
HACH Area	17613782	18728962	12799405	17082666	17182056	17827350	15766089	18790568	21722122	23127800	26012378	24503300	21322220	28505054	23424150	23323866	25748640	28058824	25445216	24019766	28534396	16149979	17903256	23465518	23563468	20054922	20999022	22673762	21792204	24131584	22605944	22062612	21047332	21808422	21162338	20836940	24907606	17105184	25990338	23055738	23565032	22900912	20675724	27473930	19203666	22790076	25819718	25452556	22332976	20827418	17893998	25321954	20819586	19154192	17444304	19527362	20802170	16613866	17011122	17062076	
Sm	611.194	435.896	559.227	510.339	409.839	474.341	520.992	1007.190	436.868	419.587	601.236	403.819	479.564	335.431	436.498	404.716	625.635	319.411	393.935	496.428	369.657	628.970	573.456	389.209	505.624	510.713	412.810	633.080	300.362	362.553	323.802	453.412	423.465	445.148	402.072	442.140	373.546	661.489	345.324	345.528	389.915	349.713	468.538	335.950	335.036	349.441	764.022	431.865	388.877	411.185	805.132	332.651	1604.568	838.777	433.067	380.072	320.438	373.417	388.653	406.985	
Ss	0.741	0.861	0.750	0.802	0.917	0.892	0.907	0.675	0.848	0.725	0.760	0.661	0.708	0.691	0.682	0.791	0.809	0.655	0.655	0.796	0.731	0.709	0.730	0.839	0.694	0.736	0.678	0.724	0.838	0.733	0.821	0.734	0.783	0.846	0.908	0.780	0.750	0.737	0.743	0.761	0.745	0.763	0.773	0.722	0.791	0.700	0.636	0.809	0.864	0.836	0.898	0.807	0.745	0.872	0.835	0.845	0.803	0.907	0.852	0.846	
N	824.587	506.063	745.505	636.494	447.017	532.047	574.394	1492.425	515.141	578.535	791.266	610.485	676.977	485.209	639.801	511.566	773.246	487.884	601.305	624.005	505.513	887.095	785.021	463.962	728.675	693.996	609.029	874.689	358.413	494.386	394.445	618.136	541.044	525.934	442.605	566.615	498.062	897.945	464.491	453.793	523.459	458.191	605.996	465.582	423.794	499.190	1201.387	534.038	450.166	491.818	896.160	412.162	2153.163	962.146	518.490	449.861	399.274	411.886	455.942	480.796	
Phi_Po	0.785	0.809	0.742	0.797	0.827	0.826	0.820	0.785	0.835	0.822	0.835	0.802	0.799	0.829	0.810	0.828	0.852	0.819	0.801	0.837	0.844	0.742	0.790	0.841	0.808	0.810	0.799	0.817	0.828	0.818	0.834	0.812	0.799	0.833	0.827	0.824	0.829	0.764	0.836	0.826	0.819	0.821	0.816	0.836	0.794	0.797	0.802	0.848	0.855	0.835	0.823	0.844	0.817	0.834	0.818	0.828	0.827	0.833	0.828	0.820	
Psi_o	0.592	0.623	0.579	0.621	0.692	0.682	0.699	0.638	0.680	0.636	0.644	0.621	0.626	0.638	0.626	0.673	0.709	0.629	0.600	0.672	0.669	0.635	0.577	0.701	0.635	0.625	0.673	0.648	0.657	0.656	0.688	0.632	0.552	0.656	0.641	0.642	0.656	0.601	0.662	0.671	0.647	0.660	0.660	0.649	0.610	0.614	0.614	0.686	0.728	0.683	0.671	0.693	0.649	0.688	0.654	0.654	0.678	0.705	0.683	0.675	
Phi_Eo	0.464	0.504	0.430	0.495	0.573	0.563	0.573	0.501	0.567	0.523	0.538	0.498	0.500	0.529	0.507	0.557	0.604	0.515	0.480	0.562	0.565	0.472	0.456	0.589	0.514	0.507	0.538	0.530	0.544	0.537	0.573	0.513	0.441	0.546	0.530	0.529	0.544	0.459	0.554	0.555	0.530	0.541	0.538	0.542	0.485	0.490	0.492	0.582	0.622	0.570	0.553	0.585	0.530	0.574	0.535	0.542	0.561	0.587	0.566	0.554	
Phi_Do	0.215	0.191	0.258	0.203	0.173	0.174	0.180	0.215	0.165	0.178	0.165	0.198	0.201	0.171	0.190	0.172	0.148	0.181	0.199	0.163	0.156	0.258	0.210	0.159	0.192	0.190	0.201	0.183	0.172	0.182	0.166	0.188	0.201	0.167	0.173	0.176	0.171	0.236	0.164	0.174	0.181	0.179	0.184	0.164	0.206	0.203	0.198	0.152	0.145	0.165	0.177	0.156	0.183	0.166	0.182	0.172	0.173	0.167	0.172	0.180	
Phi_Pav	937.783	924.126	918.678	920.898	911.933	929.631	925.766	950.631	930.932	927.600	926.697	921.573	931.242	922.164	926.084	926.641	916.405	929.311	923.424	941.245	940.424	930.599	941.051	930.381	946.789	937.157	887.653	955.130	915.906	921.991	925.742	939.643	935.547	922.917	919.205	930.679	933.984	933.226	926.503	915.832	934.390	920.816	929.022	931.044	912.263	923.259	954.474	935.142	894.646	923.687	931.662	930.921	955.341	956.347	928.517	921.027	909.209	910.311	915.195	923.380	
Pi_Abs	3.078	4.888	2.200	4.103	8.152	7.507	7.889	3.411	7.584	4.800	5.799	3.526	3.767	4.898	3.939	6.497	9.679	4.122	3.160	7.012	6.740	2.639	2.971	8.714	4.119	4.251	4.433	4.873	6.408	5.143	7.562	4.413	3.065	6.691	6.411	5.404	5.758	2.748	6.211	6.097	5.042	5.549	5.428	5.673	3.792	3.487	3.277	8.368	11.640	7.598	7.039	8.330	5.019	8.049	5.809	6.368	6.696	8.966	7.323	6.594	
ABS/RC	1.719	1.435	1.797	1.565	1.319	1.357	1.344	1.888	1.413	1.678	1.576	1.884	1.766	1.744	1.810	1.527	1.451	1.864	1.906	1.501	1.621	1.900	1.732	1.418	1.783	1.677	1.846	1.691	1.441	1.667	1.461	1.680	1.599	1.419	1.332	1.555	1.608	1.777	1.609	1.590	1.640	1.597	1.585	1.658	1.593	1.793	1.962	1.458	1.354	1.433	1.352	1.468	1.643	1.375	1.463	1.430	1.506	1.324	1.417	1.440	
TRo/RC	1.349	1.161	1.333	1.247	1.091	1.122	1.103	1.482	1.179	1.379	1.316	1.512	1.412	1.447	1.466	1.264	1.236	1.527	1.526	1.257	1.368	1.410	1.369	1.192	1.441	1.359	1.475	1.382	1.193	1.364	1.218	1.363	1.278	1.181	1.101	1.282	1.333	1.357	1.345	1.313	1.342	1.310	1.293	1.386	1.265	1.429	1.572	1.237	1.158	1.196	1.113	1.239	1.342	1.147	1.197	1.184	1.246	1.103	1.173	1.181	
ETo/RC	0.798	0.724	0.772	0.774	0.755	0.765	0.771	0.946	0.802	0.877	0.848	0.938	0.883	0.922	0.918	0.851	0.877	0.960	0.915	0.844	0.915	0.896	0.790	0.836	0.916	0.850	0.993	0.896	0.784	0.895	0.838	0.862	0.706	0.775	0.706	0.822	0.875	0.816	0.891	0.882	0.868	0.864	0.853	0.899	0.772	0.878	0.966	0.849	0.843	0.817	0.747	0.859	0.871	0.789	0.783	0.775	0.844	0.777	0.801	0.798	
DIo/RC	0.370	0.274	0.464	0.318	0.228	0.236	0.242	0.406	0.234	0.299	0.260	0.372	0.354	0.298	0.345	0.263	0.215	0.337	0.380	0.244	0.253	0.490	0.363	0.226	0.342	0.318	0.371	0.309	0.247	0.304	0.243	0.316	0.322	0.237	0.231	0.273	0.275	0.419	0.264	0.277	0.297	0.287	0.291	0.272	0.328	0.364	0.389	0.222	0.196	0.237	0.239	0.229	0.301	0.228	0.266	0.246	0.260	0.221	0.244	0.259	
