FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	14:17:49  7.3.2024	14:18:11  7.3.2024	14:18:36  7.3.2024	14:19:00  7.3.2024	14:20:15  7.3.2024	14:20:37  7.3.2024	14:21:16  7.3.2024	14:21:37  7.3.2024	14:22:02  7.3.2024	14:22:26  7.3.2024	14:22:44  7.3.2024	14:23:03  7.3.2024	14:25:09  7.3.2024	14:25:30  7.3.2024	14:25:53  7.3.2024	14:26:20  7.3.2024	14:26:44  7.3.2024	14:27:05  7.3.2024	14:27:28  7.3.2024	14:27:49  7.3.2024	14:28:15  7.3.2024	14:28:37  7.3.2024	14:29:03  7.3.2024	14:29:29  7.3.2024	14:30:57  7.3.2024	14:31:18  7.3.2024	14:31:46  7.3.2024	14:32:07  7.3.2024	14:32:37  7.3.2024	14:33:02  7.3.2024	14:33:26  7.3.2024	14:33:54  7.3.2024	14:36:42  7.3.2024	14:37:09  7.3.2024	14:37:27  7.3.2024	14:37:44  7.3.2024	14:39:20  7.3.2024	14:39:39  7.3.2024	14:40:01  7.3.2024	14:40:20  7.3.2024	14:41:14  7.3.2024	14:41:35  7.3.2024	14:41:56  7.3.2024	14:42:15  7.3.2024	14:42:45  7.3.2024	14:43:05  7.3.2024	14:43:23  7.3.2024	14:43:48  7.3.2024	14:45:05  7.3.2024	14:45:21  7.3.2024	14:45:42  7.3.2024	14:46:04  7.3.2024	14:46:32  7.3.2024	14:46:52  7.3.2024	14:47:12  7.3.2024	14:47:33  7.3.2024	14:48:55  7.3.2024	14:49:17  7.3.2024	14:49:45  7.3.2024	14:50:06  7.3.2024	
Bckg	209	209	199	292	289	269	209	199	325	209	219	239	239	219	219	219	219	219	269	249	249	388	319	292	422	357	325	229	260	269	259	292	279	219	229	229	259	528	329	269	357	357	249	325	390	357	249	329	319	279	289	309	325	249	249	229	273	357	239	478	
Fo	3958	4716	5045	6535	5005	5134	4955	4855	5592	5214	4357	4516	5284	5324	5204	5224	5124	5025	4995	5134	4566	5115	4715	5722	6502	6145	6924	4775	5949	4406	4865	5787	4955	4746	4995	4905	5364	4925	4825	5035	6307	6502	4895	5917	7347	5494	4915	4685	4307	4416	4755	5154	6079	4237	4666	4716	3822	6210	4995	5304	
Fj	8813	11455	14167	18174	13798	14815	14167	13838	14630	15723	12203	12223	15374	15593	16400	15693	14855	14965	11625	15114	12811	12323	12681	15183	15670	14533	15247	13559	16125	11894	13489	16971	13260	13768	14636	14676	15124	13160	12482	12243	16288	15280	13798	16060	14825	12549	10369	13070	11216	10877	12761	14277	12581	10807	11186	12313	3822	15508	13180	12014	
Fi	11475	14038	20458	27732	23050	24656	23330	21974	20904	24466	20059	18494	22004	24855	25663	23260	25154	23778	15134	25184	21296	17009	19132	21652	22238	20222	19766	20329	24805	21954	21904	29032	20378	24895	25164	24935	26061	20718	18374	21984	23636	20580	23419	23830	18758	15540	13250	21924	20518	20069	23000	25632	16678	16251	16012	17896	3822	20905	21854	13988	
Fm	15952	20199	27806	35567	31096	33768	31954	30239	28089	31146	27936	26251	29332	34955	34257	30648	34785	32243	21216	33668	28843	22443	25702	28317	29585	27212	25196	27338	32446	29700	29780	35860	27068	32662	33509	32123	33778	29681	26540	32283	30495	25489	31016	31275	22465	21035	18394	30587	27577	28205	30956	32412	21262	22731	21824	24077	3822	26237	29302	19880	
Fv	11994	15483	22761	29032	26091	28634	26999	25384	22497	25932	23579	21735	24048	29631	29053	25424	29661	27218	16221	28534	24277	17328	20987	22595	23083	21067	18272	22563	26497	25294	24915	30073	22113	27916	28514	27218	28414	24756	21715	27248	24188	18987	26121	25358	15118	15541	13479	25902	23270	23789	26201	27258	15183	18494	17158	19361	0	20027	24307	14576	
Vj	0.405	0.435	0.401	0.401	0.337	0.338	0.341	0.354	0.402	0.405	0.333	0.355	0.420	0.347	0.385	0.412	0.328	0.365	0.409	0.350	0.340	0.416	0.380	0.419	0.397	0.398	0.456	0.389	0.384	0.296	0.346	0.372	0.376	0.323	0.338	0.359	0.343	0.333	0.353	0.265	0.413	0.462	0.341	0.400	0.495	0.454	0.405	0.324	0.297	0.272	0.306	0.335	0.428	0.355	0.380	0.392	0.000	0.464	0.337	0.460	
Vi	0.627	0.602	0.677	0.730	0.692	0.682	0.681	0.674	0.681	0.742	0.666	0.643	0.695	0.659	0.704	0.709	0.675	0.689	0.625	0.703	0.689	0.686	0.687	0.705	0.682	0.668	0.703	0.689	0.712	0.694	0.684	0.773	0.697	0.722	0.707	0.736	0.728	0.638	0.624	0.622	0.716	0.741	0.709	0.706	0.755	0.646	0.618	0.666	0.697	0.658	0.696	0.751	0.698	0.650	0.661	0.681	0.000	0.734	0.694	0.596	
Fm/Fo	4.030	4.283	5.512	5.443	6.213	6.577	6.449	6.228	5.023	5.974	6.412	5.813	5.551	6.566	6.583	5.867	6.789	6.417	4.247	6.558	6.317	4.388	5.451	4.949	4.550	4.428	3.639	5.725	5.454	6.741	6.121	6.197	5.463	6.882	6.709	6.549	6.297	6.027	5.501	6.412	4.835	3.920	6.336	5.286	3.058	3.829	3.742	6.529	6.403	6.387	6.510	6.289	3.498	5.365	4.677	5.105	1.000	4.225	5.866	3.748	
Fv/Fo	3.030	3.283	4.512	4.443	5.213	5.577	5.449	5.228	4.023	4.974	5.412	4.813	4.551	5.566	5.583	4.867	5.789	5.417	3.247	5.558	5.317	3.388	4.451	3.949	3.550	3.428	2.639	4.725	4.454	5.741	5.121	5.197	4.463	5.882	5.709	5.549	5.297	5.027	4.501	5.412	3.835	2.920	5.336	4.286	2.058	2.829	2.742	5.529	5.403	5.387	5.510	5.289	2.498	4.365	3.677	4.105	0.000	3.225	4.866	2.748	
