FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	13:58:46  7.2.2024	13:59:05  7.2.2024	13:59:24  7.2.2024	13:59:45  7.2.2024	14:00:18  7.2.2024	14:00:40  7.2.2024	14:01:00  7.2.2024	14:01:21  7.2.2024	14:02:25  7.2.2024	14:03:51  7.2.2024	14:04:18  7.2.2024	14:04:49  7.2.2024	14:06:00  7.2.2024	14:06:21  7.2.2024	14:06:46  7.2.2024	14:07:10  7.2.2024	14:07:37  7.2.2024	14:07:57  7.2.2024	14:08:16  7.2.2024	14:08:35  7.2.2024	14:09:08  7.2.2024	14:09:41  7.2.2024	14:09:59  7.2.2024	14:10:22  7.2.2024	14:14:40  7.2.2024	14:15:02  7.2.2024	14:15:27  7.2.2024	14:15:45  7.2.2024	14:16:29  7.2.2024	14:16:47  7.2.2024	14:17:11  7.2.2024	14:17:38  7.2.2024	14:18:37  7.2.2024	14:18:55  7.2.2024	14:19:21  7.2.2024	14:19:42  7.2.2024	14:20:56  7.2.2024	14:21:19  7.2.2024	14:21:40  7.2.2024	14:22:00  7.2.2024	14:22:28  7.2.2024	14:22:49  7.2.2024	14:23:08  7.2.2024	14:23:30  7.2.2024	14:24:30  7.2.2024	14:24:51  7.2.2024	14:25:09  7.2.2024	14:25:30  7.2.2024	14:26:31  7.2.2024	14:26:50  7.2.2024	14:27:12  7.2.2024	14:27:30  7.2.2024	14:28:00  7.2.2024	14:28:21  7.2.2024	14:28:40  7.2.2024	14:28:59  7.2.2024	14:37:43  7.2.2024	14:38:03  7.2.2024	14:38:23  7.2.2024	14:38:47  7.2.2024	
Ss	0.702	0.918	0.859	0.760	0.808	0.859	0.825	0.832	0.755	0.739	0.798	0.712	0.890	0.822	0.741	0.790	0.793	0.810	0.778	0.783	0.601	0.683	0.758	0.739	0.753	0.836	0.653	0.758	0.841	0.731	0.737	0.717	0.714	0.699	0.776	0.783	0.754	0.806	0.777	0.748	0.874	0.830	0.861	0.792	0.860	0.814	0.791	0.812	0.823	0.769	0.850	0.800	0.771	0.753	0.651	0.743	0.778	0.742	0.696	0.721	
N	665.780	2424.501	916.492	451.506	700.799	534.630	431.860	398.348	443.151	628.722	507.164	426.643	567.613	1958.252	446.125	1143.688	300.121	578.594	463.662	453.238	520.385	433.644	495.090	445.017	2254.262	550.480	583.226	2060.626	478.869	650.103	547.766	473.126	727.968	533.204	511.354	408.351	458.116	687.361	507.033	624.052	569.997	659.005	489.363	521.492	453.450	412.605	439.572	389.192	446.386	522.349	483.457	487.778	524.924	490.778	431.367	642.885	387.947	474.392	463.049	416.525	
Phi_Po	0.790	0.846	0.842	0.820	0.853	0.824	0.852	0.845	0.849	0.716	0.844	0.833	0.847	0.835	0.789	0.833	0.815	0.840	0.843	0.850	0.769	0.823	0.793	0.834	0.824	0.849	0.811	0.835	0.806	0.731	0.757	0.795	0.742	0.777	0.831	0.829	0.813	0.799	0.806	0.766	0.846	0.826	0.852	0.844	0.837	0.838	0.838	0.829	0.848	0.848	0.853	0.844	0.839	0.837	0.835	0.836	0.843	0.834	0.819	0.850	
Psi_o	0.534	0.680	0.637	0.602	0.651	0.678	0.663	0.636	0.665	0.534	0.739	0.632	0.664	0.627	0.523	0.659	0.658	0.666	0.633	0.667	0.547	0.630	0.567	0.651	0.640	0.695	0.616	0.663	0.625	0.534	0.576	0.602	0.523	0.520	0.646	0.644	0.558	0.624	0.601	0.596	0.664	0.636	0.699	0.689	0.667	0.650	0.638	0.612	0.686	0.688	0.706	0.687	0.676	0.671	0.649	0.667	0.675	0.662	0.636	0.682	
Phi_Eo	0.422	0.575	0.536	0.493	0.555	0.559	0.565	0.537	0.565	0.382	0.624	0.526	0.562	0.524	0.413	0.549	0.537	0.560	0.534	0.567	0.421	0.519	0.449	0.544	0.528	0.590	0.500	0.554	0.504	0.390	0.437	0.478	0.388	0.404	0.537	0.534	0.454	0.499	0.485	0.456	0.561	0.526	0.595	0.581	0.558	0.544	0.534	0.508	0.582	0.584	0.602	0.580	0.568	0.562	0.542	0.557	0.569	0.553	0.520	0.579	
Phi_Do	0.210	0.154	0.158	0.180	0.147	0.176	0.148	0.155	0.151	0.284	0.156	0.167	0.153	0.165	0.211	0.167	0.185	0.160	0.157	0.150	0.231	0.177	0.207	0.166	0.176	0.151	0.189	0.165	0.194	0.269	0.243	0.205	0.258	0.223	0.169	0.171	0.187	0.201	0.194	0.234	0.154	0.174	0.148	0.156	0.163	0.162	0.162	0.171	0.152	0.152	0.147	0.156	0.161	0.163	0.165	0.164	0.157	0.166	0.181	0.150	
Phi_Pav	942.080	945.573	957.761	931.997	962.893	942.342	944.128	928.637	941.572	919.759	945.396	931.464	946.771	925.348	925.928	939.128	917.142	956.347	945.736	937.741	918.686	931.857	924.785	941.131	969.439	949.836	931.563	936.488	923.419	933.636	922.399	924.257	937.277	929.707	938.826	941.267	931.690	938.754	929.755	936.349	953.982	957.656	940.434	937.271	928.693	932.964	935.255	930.460	939.596	942.040	942.850	935.707	938.893	931.606	932.016	947.459	936.862	942.932	937.089	939.194	
Pi_Abs	2.386	9.055	6.730	4.275	7.432	6.985	7.973	6.681	7.154	1.527	10.371	5.073	8.210	5.832	2.396	6.342	5.491	7.133	6.087	7.565	1.854	4.457	3.011	5.810	5.163	9.126	3.649	6.293	4.703	1.661	2.372	3.339	1.676	2.050	5.815	5.701	3.373	4.258	3.937	2.754	8.010	5.689	9.760	7.979	7.404	6.541	6.038	5.165	8.507	8.060	10.073	7.987	7.059	6.581	5.081	6.329	7.294	6.127	4.487	7.421	
ABS/RC	1.805	1.287	1.384	1.606	1.451	1.413	1.422	1.422	1.560	1.890	1.483	1.686	1.327	1.458	1.711	1.519	1.546	1.470	1.524	1.503	2.165	1.779	1.665	1.621	1.613	1.408	1.888	1.581	1.475	1.874	1.791	1.755	1.887	1.840	1.549	1.540	1.630	1.553	1.596	1.746	1.353	1.459	1.364	1.497	1.389	1.466	1.508	1.485	1.433	1.533	1.380	1.483	1.546	1.589	1.839	1.609	1.525	1.614	1.755	1.633	
TRo/RC	1.425	1.089	1.165	1.316	1.237	1.164	1.212	1.202	1.325	1.353	1.253	1.405	1.124	1.217	1.350	1.265	1.260	1.235	1.286	1.278	1.664	1.464	1.320	1.353	1.329	1.196	1.532	1.320	1.189	1.369	1.356	1.395	1.401	1.430	1.288	1.278	1.326	1.241	1.287	1.337	1.144	1.205	1.161	1.263	1.162	1.229	1.264	1.232	1.215	1.301	1.177	1.251	1.298	1.329	1.535	1.345	1.285	1.347	1.436	1.387	
ETo/RC	0.761	0.741	0.741	0.792	0.805	0.789	0.804	0.764	0.881	0.723	0.926	0.887	0.746	0.763	0.706	0.834	0.830	0.823	0.813	0.852	0.911	0.922	0.748	0.881	0.851	0.831	0.943	0.875	0.743	0.731	0.782	0.840	0.733	0.743	0.832	0.822	0.740	0.774	0.774	0.796	0.760	0.767	0.811	0.870	0.775	0.798	0.806	0.754	0.833	0.895	0.831	0.859	0.878	0.892	0.997	0.897	0.867	0.892	0.913	0.946	
DIo/RC	0.380	0.199	0.219	0.290	0.214	0.249	0.210	0.221	0.236	0.537	0.231	0.282	0.203	0.241	0.361	0.254	0.286	0.235	0.239	0.225	0.501	0.314	0.345	0.268	0.284	0.212	0.356	0.261	0.286	0.505	0.435	0.360	0.486	0.410	0.261	0.263	0.304	0.311	0.309	0.409	0.208	0.254	0.202	0.234	0.226	0.238	0.244	0.253	0.218	0.232	0.203	0.232	0.248	0.260	0.304	0.264	0.240	0.267	0.318	0.245	
