FluorPen ASCII Export File
-----------------------------------
File Name: Untitled - 1
-----------------------------------

time	15:19:06  22.4.2024	15:19:36  22.4.2024	15:20:06  22.4.2024	15:20:27  22.4.2024	15:21:34  22.4.2024	15:22:01  22.4.2024	15:22:38  22.4.2024	15:23:05  22.4.2024	15:23:57  22.4.2024	15:24:21  22.4.2024	15:24:41  22.4.2024	15:25:00  22.4.2024	15:26:33  22.4.2024	15:26:54  22.4.2024	15:27:13  22.4.2024	15:27:30  22.4.2024	15:27:57  22.4.2024	15:28:17  22.4.2024	15:28:34  22.4.2024	15:28:54  22.4.2024	15:29:21  22.4.2024	15:29:40  22.4.2024	15:30:00  22.4.2024	15:30:23  22.4.2024	15:31:57  22.4.2024	15:32:15  22.4.2024	15:32:32  22.4.2024	15:33:00  22.4.2024	15:33:27  22.4.2024	15:33:47  22.4.2024	15:34:08  22.4.2024	15:34:26  22.4.2024	15:34:50  22.4.2024	15:35:10  22.4.2024	15:35:30  22.4.2024	15:35:48  22.4.2024	15:37:27  22.4.2024	15:37:46  22.4.2024	15:38:06  22.4.2024	15:38:27  22.4.2024	15:38:54  22.4.2024	15:39:12  22.4.2024	15:39:31  22.4.2024	15:39:52  22.4.2024	15:40:25  22.4.2024	15:40:41  22.4.2024	15:40:58  22.4.2024	15:41:17  22.4.2024	15:42:13  22.4.2024	15:42:31  22.4.2024	15:42:51  22.4.2024	15:43:08  22.4.2024	15:43:46  22.4.2024	15:44:03  22.4.2024	15:44:21  22.4.2024	15:44:38  22.4.2024	15:45:36  22.4.2024	15:45:53  22.4.2024	15:46:15  22.4.2024	15:46:34  22.4.2024	
Fv/Fm	0.831	0.000	0.807	0.838	0.834	0.745	0.830	0.854	0.829	0.826	0.811	0.844	0.855	0.846	0.857	0.840	0.841	0.834	0.839	0.831	0.820	0.816	0.794	0.789	0.836	0.801	0.818	0.814	0.848	0.815	0.742	0.781	0.816	0.053	0.843	0.812	0.828	0.852	0.836	0.825	0.781	0.801	0.836	0.803	0.843	0.843	0.854	0.837	0.844	0.832	0.842	0.846	0.834	0.833	0.827	0.843	0.843	0.851	0.835	0.850	
Mo	0.395	0.000	0.439	0.411	0.424	0.681	0.454	0.331	0.547	0.626	0.630	0.551	0.395	0.378	0.425	0.499	0.537	0.326	0.349	0.377	0.534	0.470	0.633	0.545	0.517	0.377	0.484	0.449	0.421	0.404	0.452	0.445	0.323	2.500	0.245	0.305	0.354	0.371	0.367	0.516	0.429	0.555	0.465	0.450	0.258	0.261	0.356	0.293	0.352	0.435	0.403	0.458	0.386	0.430	0.454	0.366	0.499	0.439	0.479	0.336	
Area	19198290	403170	18151350	20452516	38107276	67302264	22257814	33900024	15203616	19620308	17772230	26690618	35618848	20771508	27646530	19837914	29615778	15781471	25246738	16358948	17727830	13251954	27227374	12996971	26888720	16654778	19958718	11800617	37381984	27069128	32247128	44392372	23565216	15380	26877940	18287274	14138162	17832204	17837348	17313466	17476356	16436021	20480262	15047560	18041214	16337937	16720856	42938536	12745789	18962770	17098916	19165096	16728175	13411360	17761996	16904868	26126762	30255520	26940548	20120712	
Fix Area	25285782	3975475	22050428	26557446	25377346	34392820	26382556	28553002	31985454	34495716	31982252	37948760	33869956	30122048	36192420	33833228	35376760	19731818	24228410	22785764	27798682	22607812	27802048	24815434	37675380	18599680	24898406	22650564	37382352	25985832	15883402	21733100	19996000	148980	19685698	16710601	21269396	31076842	23478852	31514898	18243960	27991468	27930150	22228434	20148088	20921556	38921944	22132048	24399054	25311744	26848474	32110730	27556618	25690034	26581192	22583686	34144808	33712528	31123622	26474930	
HACH Area	20808960	6633	17633604	22070626	20940524	25290184	21696742	24226174	26361680	28318962	25740502	31869004	28798160	25316240	30893630	28241450	29654990	16281956	20130574	18767926	22624888	18290984	21885284	19386652	31368632	14721836	20162594	18233742	31075604	20981032	11556575	16698302	16128154	4986	16455827	13410733	17421550	26301032	19461014	25858124	14037127	22237698	23214338	17662616	16838220	17481694	33135174	18393198	20451212	20854922	22451650	27006934	22810808	21213212	21815384	18864834	28651028	28548734	25791834	22307096	
Sm	872.531	0.000	979.883	878.922	1714.767	2533.780	975.322	1334.437	556.054	669.795	662.599	813.664	1189.595	787.695	867.723	674.254	977.418	909.228	1181.134	826.209	750.575	694.074	1192.980	640.655	834.561	1064.679	938.527	612.319	1061.687	1225.235	2591.588	2466.791	1374.145	1922.559	1545.775	1284.489	765.674	647.573	868.928	648.639	1166.257	709.060	849.204	808.400	1015.434	883.896	492.630	2238.481	595.431	861.435	728.264	681.498	703.515	602.135	778.318	847.362	887.971	1028.679	1002.029	851.202	
Ss	1.082	0.000	0.931	1.040	1.028	0.696	0.937	1.157	0.852	0.784	0.761	0.854	1.011	1.031	1.002	0.876	0.888	1.249	1.082	1.146	0.884	0.966	0.799	0.894	0.871	1.071	0.916	0.979	0.803	0.939	0.861	0.868	1.079	0.400	1.283	1.110	1.114	1.036	1.064	0.894	0.950	0.798	0.925	0.918	1.221	1.240	1.037	1.191	1.095	0.957	1.007	0.896	1.002	0.941	0.893	1.062	0.872	0.948	0.849	1.073	
N	806.727	0.000	1052.175	845.178	1668.844	3640.169	1041.307	1152.922	652.518	854.653	870.153	952.454	1176.470	763.862	865.867	769.679	1100.721	728.103	1091.945	720.999	848.681	718.748	1492.232	716.621	958.191	994.442	1024.898	625.181	1322.669	1305.164	3008.274	2841.471	1273.531	4806.398	1205.219	1157.265	687.089	624.922	816.896	725.599	1227.799	888.638	917.589	880.859	831.485	712.791	474.847	1878.987	543.569	900.591	722.986	760.265	701.984	639.995	871.259	798.032	1018.705	1084.924	1180.714	793.415	
Phi_Po	0.831	0.000	0.807	0.838	0.834	0.745	0.830	0.854	0.829	0.826	0.811	0.844	0.855	0.846	0.857	0.840	0.841	0.834	0.839	0.831	0.820	0.816	0.794	0.789	0.836	0.801	0.818	0.814	0.848	0.815	0.742	0.781	0.816	0.053	0.843	0.812	0.828	0.852	0.836	0.825	0.781	0.801	0.836	0.803	0.843	0.843	0.854	0.837	0.844	0.832	0.842	0.846	0.834	0.833	0.827	0.843	0.843	0.851	0.835	0.850	
Psi_o	0.573	1.000	0.591	0.572	0.565	0.526	0.574	0.617	0.534	0.509	0.520	0.529	0.600	0.610	0.574	0.562	0.524	0.593	0.623	0.568	0.528	0.546	0.494	0.513	0.550	0.596	0.557	0.560	0.662	0.620	0.611	0.613	0.651	0.000	0.685	0.661	0.605	0.616	0.610	0.538	0.593	0.557	0.570	0.587	0.685	0.676	0.630	0.651	0.614	0.584	0.594	0.590	0.613	0.596	0.594	0.612	0.565	0.583	0.594	0.640	
Phi_Eo	0.476	0.000	0.477	0.480	0.471	0.392	0.477	0.527	0.443	0.421	0.422	0.446	0.513	0.516	0.493	0.473	0.440	0.494	0.523	0.473	0.433	0.445	0.393	0.405	0.460	0.478	0.456	0.456	0.561	0.506	0.453	0.479	0.531	0.000	0.578	0.537	0.501	0.525	0.510	0.444	0.463	0.446	0.477	0.471	0.577	0.570	0.538	0.545	0.519	0.486	0.501	0.499	0.511	0.496	0.491	0.516	0.476	0.496	0.495	0.544	
Phi_Do	0.169	1.000	0.193	0.162	0.166	0.255	0.170	0.146	0.171	0.174	0.189	0.156	0.145	0.154	0.143	0.160	0.159	0.166	0.161	0.169	0.180	0.184	0.206	0.211	0.164	0.199	0.182	0.186	0.152	0.185	0.258	0.219	0.184	0.947	0.157	0.188	0.172	0.148	0.164	0.175	0.219	0.199	0.164	0.197	0.157	0.157	0.146	0.163	0.156	0.168	0.158	0.154	0.166	0.167	0.173	0.157	0.157	0.149	0.165	0.150	
Phi_Pav	939.595	0.000	951.417	942.710	964.741	976.935	950.152	964.967	938.102	951.053	940.326	964.606	967.339	949.609	964.186	941.741	976.874	934.512	951.515	938.780	944.873	940.926	965.106	933.132	967.179	946.265	945.742	919.735	898.945	959.019	970.370	967.807	957.004	995.732	964.483	955.260	929.591	932.791	941.771	952.971	946.949	944.203	957.775	938.609	949.364	941.369	953.018	979.968	928.164	940.609	941.332	943.084	943.436	925.664	944.592	937.763	969.716	970.523	959.357	937.780	
Pi_Abs	5.921	0.000	4.556	6.053	5.568	1.681	5.109	9.336	3.935	3.187	2.875	4.372	7.671	7.492	6.975	4.978	4.347	7.629	7.813	6.184	3.705	4.193	2.394	2.774	4.547	5.104	4.228	4.430	7.445	5.523	2.883	3.845	7.287	0.000	12.673	7.581	6.787	8.163	7.094	4.059	3.846	3.235	5.249	4.271	11.996	11.740	8.862	9.529	7.989	5.521	6.642	6.005	6.642	5.746	5.180	7.562	5.101	6.432	5.218	9.188	
ABS/RC	1.113	0.000	1.330	1.147	1.168	1.929	1.287	1.011	1.415	1.545	1.619	1.388	1.156	1.146	1.164	1.358	1.339	0.960	1.102	1.050	1.378	1.270	1.575	1.418	1.373	1.166	1.335	1.255	1.469	1.307	1.564	1.474	1.136	47.500	0.925	1.110	1.084	1.132	1.124	1.356	1.348	1.564	1.292	1.357	0.971	0.956	1.128	1.003	1.081	1.257	1.179	1.318	1.197	1.277	1.353	1.117	1.361	1.240	1.412	1.096	
TRo/RC	0.925	0.000	1.074	0.962	0.973	1.437	1.068	0.864	1.173	1.276	1.313	1.171	0.989	0.970	0.998	1.142	1.126	0.801	0.924	0.873	1.131	1.036	1.251	1.119	1.148	0.934	1.092	1.021	1.246	1.065	1.161	1.152	0.927	2.500	0.780	0.901	0.897	0.965	0.940	1.119	1.053	1.253	1.081	1.090	0.819	0.806	0.964	0.839	0.913	1.045	0.993	1.116	0.998	1.063	1.119	0.942	1.147	1.055	1.178	0.932	
ETo/RC	0.530	0.000	0.635	0.550	0.550	0.756	0.613	0.533	0.626	0.650	0.683	0.620	0.594	0.592	0.573	0.642	0.590	0.475	0.576	0.496	0.597	0.566	0.618	0.574	0.631	0.557	0.608	0.572	0.825	0.661	0.709	0.706	0.603	0.000	0.534	0.596	0.543	0.594	0.573	0.602	0.624	0.698	0.616	0.640	0.561	0.545	0.608	0.546	0.561	0.611	0.590	0.658	0.612	0.633	0.665	0.576	0.648	0.615	0.700	0.596	
DIo/RC	0.188	0.000	0.256	0.185	0.194	0.492	0.219	0.147	0.241	0.269	0.306	0.217	0.168	0.177	0.166	0.217	0.213	0.159	0.177	0.177	0.248	0.234	0.324	0.299	0.225	0.232	0.243	0.234	0.223	0.241	0.404	0.322	0.209	45.000	0.145	0.209	0.187	0.167	0.184	0.237	0.296	0.311	0.211	0.267	0.153	0.150	0.164	0.164	0.168	0.212	0.186	0.202	0.199	0.214	0.234	0.176	0.214	0.185	0.234	0.164	
